binomial,family,invert,vert_end,vert_ect,vert_fish,vert_unk,scav,fruit,nect,seed,plant_other,diet_source,diet_certainty,forage,forage_certainty,forage_comment,nocturnal,crepuscular,diurnal,activity_source,activity_certainty,body_mass,body_mass_source,body_mass_species_level
Planigale ingrami,Dasyuridae,40,30,30,0,0,0,0,0,0,0,Ref_1,ABC,G,A,,1,0,0,Ref_1,ABC,4.25,Ref_117,1
Planigale maculata,Dasyuridae,40,30,30,0,0,0,0,0,0,0,Ref_1,ABC,G,A,,1,0,0,Ref_1,ABC,11,Ref_117,1
Macrotis lagotis,Thylacomyidae,70,0,0,0,20,0,0,0,0,10,Ref_1,ABC,G,A,,1,0,0,Ref_1,ABC,1350,Ref_117,1
Macrotis leucura,Thylacomyidae,70,0,0,0,20,0,0,0,0,10,Ref_1,ABC,G,A,,1,0,0,Ref_1,ABC,354,Ref_117,1
Isoodon auratus,Peramelidae,100,0,0,0,0,0,0,0,0,0,Ref_1,ABC,G,A,,1,0,0,Ref_1,ABC,425,Ref_117,1
Isoodon macrourus,Peramelidae,100,0,0,0,0,0,0,0,0,0,Ref_1,ABC,G,A,,1,0,0,Ref_1,ABC,1600,Ref_117,1
Isoodon obesulus,Peramelidae,100,0,0,0,0,0,0,0,0,0,Ref_1,ABC,G,A,,1,0,0,Ref_1,ABC,775,Ref_117,1
Perameles nasuta,Peramelidae,70,10,10,0,0,0,0,0,0,10,Ref_1,ABC,G,A,,1,0,0,Ref_1,ABC,975,Ref_117,1
Perameles gunnii,Peramelidae,70,10,10,0,0,0,0,0,0,10,Ref_1,ABC,G,A,,1,0,0,Ref_1,ABC,870,Ref_117,1
Perameles eremiana,Peramelidae,70,10,10,0,0,0,0,0,0,10,Ref_1,ABC,G,A,,1,0,0,Ref_1,ABC,500,Ref_117,1
Perameles bougainville,Peramelidae,70,10,10,0,0,0,0,0,0,10,Ref_1,ABC,G,A,,1,0,0,Ref_1,ABC,226,Ref_117,1
Peroryctes raffrayana,Peramelidae,60,0,0,0,0,0,40,0,0,0,Ref_1,ABC,G,A,,1,0,0,Ref_1,ABC,838.5,Ref_117,1
Peroryctes broadbenti,Peramelidae,60,0,0,0,0,0,40,0,0,0,Ref_1,ABC,G,A,,1,0,0,Ref_1,ABC,4800,Ref_117,1
Echymipera clara,Peramelidae,60,0,0,0,0,0,40,0,0,0,Ref_1,ABC,G,A,,1,0,0,Ref_1,ABC,1236.5,Ref_117,1
Echymipera davidi,Peramelidae,60,0,0,0,0,0,40,0,0,0,Ref_1,ABC,G,A,,1,0,0,Ref_1,ABC,950,Ref_117,1
Echymipera echinista,Peramelidae,60,0,0,0,0,0,40,0,0,0,Ref_1,ABC,G,A,,1,0,0,Ref_1,ABC,1000,Ref_117,1
Echymipera kalubu,Peramelidae,60,0,0,0,0,0,40,0,0,0,Ref_1,ABC,G,A,,1,0,0,Ref_1,ABC,782.17,Ref_117,1
Echymipera rufescens,Peramelidae,60,0,0,0,0,0,40,0,0,0,Ref_1,ABC,G,A,,1,0,0,Ref_1,ABC,1100,Ref_117,1
Microperoryctes longicauda,Peramelidae,60,0,0,0,10,0,0,0,0,30,Ref_1,ABC,G,A,,1,0,0,Ref_2,D1,538,Ref_117,1
Microperoryctes murina,Peramelidae,60,0,0,0,10,0,0,0,0,30,Ref_1,ABC,G,A,,1,0,0,Ref_2,D1,817.52,Ref_178,2
Microperoryctes papuensis,Peramelidae,60,0,0,0,10,0,0,0,0,30,Ref_1,ABC,G,A,,1,0,0,Ref_1,ABC,158,Ref_117,1
Rhynchomeles prattorum,Peramelidae,60,0,0,0,10,0,0,0,0,30,Ref_1,ABC,G,A,,1,0,0,Ref_3,D2,817.52,Ref_178,2
Phascolarctos cinereus,Phascolarctidae,0,0,0,0,0,0,0,0,0,100,Ref_1,ABC,Ar,A,,1,0,0,Ref_1,ABC,10250,Ref_117,1
Lasiorhinus krefftii,Vombatidae,0,0,0,0,0,0,0,0,0,100,Ref_1,ABC,G,A,,1,0,0,Ref_1,ABC,2900,Ref_117,1
Lasiorhinus latifrons,Vombatidae,0,0,0,0,0,0,0,0,0,100,Ref_1,ABC,G,A,,1,0,0,Ref_1,ABC,25500,Ref_117,1
Vombatus ursinus,Vombatidae,0,0,0,0,0,0,0,0,0,100,Ref_1,ABC,G,A,,1,0,0,Ref_58,ABC,26000,Ref_117,1
Burramys parvus,Burramyidae,40,0,0,0,0,0,30,0,30,0,Ref_1,ABC,Ar,A,,1,0,0,Ref_1,ABC,41.5,Ref_117,1
Cercartetus nanus,Burramyidae,20,0,10,0,0,0,20,20,10,20,Ref_1,ABC,Ar,A,,1,0,0,Ref_1,ABC,24,Ref_117,1
Cercartetus caudatus,Burramyidae,20,0,10,0,0,0,20,20,10,20,Ref_1,ABC,Ar,A,,1,0,0,Ref_1,ABC,25,Ref_117,1
Cercartetus concinnus,Burramyidae,20,0,10,0,0,0,20,20,10,20,Ref_1,ABC,Ar,A,,1,0,0,Ref_1,ABC,13,Ref_117,1
Cercartetus lepidus,Burramyidae,20,0,10,0,0,0,20,20,10,20,Ref_1,ABC,Ar,A,,1,0,0,Ref_1,ABC,7,Ref_117,1
Ailurops melanotis,Phalangeridae,0,0,0,0,0,0,0,0,0,100,Ref_2,D1,Ar,A,,0,0,1,Ref_2,D1,10000,"Ref_2, Ref_3",0
Ailurops ursinus,Phalangeridae,0,0,0,0,0,0,0,0,0,100,Ref_1,ABC,Ar,A,,0,0,1,Ref_1,ABC,10000,Ref_117,1
Phalanger lullulae,Phalangeridae,10,0,0,0,10,0,40,0,0,40,Ref_1,ABC,Ar,A,,1,0,0,Ref_1,ABC,1632.5,Ref_117,1
Phalanger vestitus,Phalangeridae,10,0,0,0,10,0,40,0,0,40,Ref_1,ABC,Ar,A,,1,0,0,Ref_1,ABC,1850,Ref_117,1
Phalanger sericeus,Phalangeridae,10,0,0,0,10,0,40,0,0,40,Ref_1,ABC,Ar,A,,1,0,0,Ref_1,ABC,2003,Ref_117,1
Phalanger rothschildi,Phalangeridae,10,0,0,0,10,0,40,0,0,40,Ref_1,ABC,Ar,A,,1,0,0,Ref_1,ABC,1365,Ref_117,1
Phalanger ornatus,Phalangeridae,10,0,0,0,10,0,40,0,0,40,Ref_1,ABC,Ar,A,,1,0,0,Ref_1,ABC,1787.5,Ref_117,1
Phalanger orientalis,Phalangeridae,10,0,0,0,10,0,40,0,0,40,Ref_1,ABC,Ar,A,,1,0,0,Ref_1,ABC,2168.75,Ref_117,1
Phalanger mimicus,Phalangeridae,10,0,0,0,10,0,40,0,0,40,Ref_2,D1,Ar,A,,1,0,0,Ref_2,D1,1846.67,"Ref_2, Ref_3",0
Phalanger matabiru,Phalangeridae,10,0,0,0,10,0,40,0,0,40,Ref_2,D1,Ar,A,,1,0,0,Ref_2,D1,1846.67,"Ref_2, Ref_3",0
Phalanger intercastellanus,Phalangeridae,10,0,0,0,10,0,40,0,0,40,Ref_2,D1,Ar,A,,1,0,0,Ref_2,D1,1747.5,Ref_117,1
Phalanger gymnotis,Phalangeridae,0,0,0,0,0,0,100,0,0,0,Ref_1,ABC,Ar,A,,1,0,0,Ref_1,ABC,2597.89,Ref_58,1
Phalanger carmelitae,Phalangeridae,10,0,0,0,10,0,40,0,0,40,Ref_1,ABC,Ar,A,,1,0,0,Ref_1,ABC,2047.5,Ref_117,1
Phalanger alexandrae,Phalangeridae,10,0,0,0,10,0,40,0,0,40,Ref_2,D1,Ar,A,,1,0,0,Ref_2,D1,1846.67,"Ref_2, Ref_3",0
Phalanger matanim,Phalangeridae,10,0,0,0,10,0,40,0,0,40,Ref_1,ABC,Ar,A,,1,0,0,Ref_1,ABC,1550,Ref_117,1
Spilocuscus rufoniger,Phalangeridae,0,0,0,0,0,0,40,0,0,60,Ref_1,ABC,Ar,A,,1,0,0,Ref_1,ABC,6000,Ref_117,1
Spilocuscus kraemeri,Phalangeridae,0,0,0,0,0,0,40,0,0,60,Ref_2,D1,Ar,A,,1,0,0,Ref_1,ABC,5535.39,"Ref_2, Ref_3",0
Spilocuscus maculatus,Phalangeridae,0,0,0,0,0,0,40,0,0,60,Ref_1,ABC,Ar,A,,1,0,0,Ref_1,ABC,5106.75,Ref_117,1
Spilocuscus papuensis,Phalangeridae,0,0,0,0,0,0,40,0,0,60,Ref_2,D1,Ar,A,,1,0,0,Ref_1,ABC,5535.39,"Ref_2, Ref_3",0
Strigocuscus celebensis,Phalangeridae,0,0,0,0,0,0,100,0,0,0,Ref_1,ABC,Ar,A,,1,0,0,Ref_1,ABC,500,Ref_117,1
Strigocuscus pelengensis,Phalangeridae,10,0,0,0,10,0,40,0,0,40,Ref_1,ABC,Ar,A,,1,0,0,Ref_1,ABC,500,"Ref_2, Ref_3",0
Trichosurus arnhemensis,Phalangeridae,0,0,0,0,0,0,20,0,20,60,Ref_1,ABC,Ar,A,,1,0,0,Ref_1,ABC,1300,Ref_117,1
Trichosurus caninus,Phalangeridae,0,0,0,0,0,0,20,0,20,60,Ref_1,ABC,Ar,A,,1,0,0,Ref_1,ABC,3500,Ref_117,1
Trichosurus cunninghami,Phalangeridae,0,0,0,0,0,0,0,0,0,100,Ref_7,ABC,Ar,A,,1,0,0,Ref_2,D1,2293.08,"Ref_2, Ref_3",0
Trichosurus johnstonii,Phalangeridae,0,0,0,0,0,0,20,0,0,80,Ref_1,ABC,Ar,A,,1,0,0,Ref_1,ABC,2293.08,"Ref_2, Ref_3",0
Trichosurus vulpecula,Phalangeridae,0,0,0,0,0,0,20,0,20,60,Ref_1,ABC,Ar,A,,1,0,0,Ref_1,ABC,2650,Ref_117,1
Wyulda squamicaudata,Phalangeridae,20,0,0,0,10,0,20,0,0,50,Ref_1,ABC,Ar,A,,1,0,0,Ref_1,ABC,1675,Ref_117,1
Hemibelideus lemuroides,Pseudocheiridae,0,0,0,0,0,0,0,0,0,100,Ref_1,ABC,Ar,A,,1,0,0,Ref_1,ABC,952.5,Ref_117,1
Petauroides volans,Pseudocheiridae,0,0,0,0,0,0,0,0,0,100,Ref_1,ABC,Ar,A,,1,0,0,Ref_1,ABC,1300,Ref_117,1
Petropseudes dahli,Pseudocheiridae,0,0,0,0,0,0,30,0,0,70,Ref_1,ABC,Ar,A,,1,0,0,Ref_1,ABC,1640,Ref_117,1
Pseudocheirus peregrinus,Pseudocheiridae,0,0,0,0,0,0,20,10,0,70,Ref_1,ABC,Ar,A,,1,0,0,Ref_1,ABC,900,Ref_117,1
Pseudochirulus caroli,Pseudocheiridae,0,0,0,0,0,0,20,0,0,80,Ref_1,ABC,Ar,A,,1,0,0,Ref_1,ABC,456.02,Ref_58,1
Pseudochirulus schlegeli,Pseudocheiridae,0,0,0,0,0,0,20,0,0,80,Ref_1,ABC,Ar,A,,1,0,0,Ref_1,ABC,255.44,Ref_58,1
Pseudochirulus mayeri,Pseudocheiridae,0,0,0,0,0,0,20,0,0,80,Ref_1,ABC,Ar,A,,1,0,0,Ref_1,ABC,151.75,Ref_58,1
Pseudochirulus larvatus,Pseudocheiridae,0,0,0,0,0,0,20,0,0,80,Ref_100,ABC,Ar,A,,1,0,0,Ref_1,ABC,448.3,"Ref_2, Ref_3",0
Pseudochirulus herbertensis,Pseudocheiridae,0,0,0,0,0,0,20,0,0,80,Ref_1,ABC,Ar,A,,1,0,0,Ref_1,ABC,1098.34,Ref_58,1
Pseudochirulus forbesi,Pseudocheiridae,0,0,0,0,0,0,20,0,0,80,Ref_1,ABC,Ar,A,,1,0,0,Ref_1,ABC,639.16,Ref_58,1
Pseudochirulus cinereus,Pseudocheiridae,0,0,0,0,0,0,20,0,0,80,Ref_2,D1,Ar,A,,1,0,0,Ref_1,ABC,977.48,Ref_58,1
Pseudochirulus canescens,Pseudocheiridae,0,0,0,0,0,0,20,0,0,80,Ref_1,ABC,Ar,A,,1,0,0,Ref_1,ABC,300,Ref_58,1
Pseudochirops albertisii,Pseudocheiridae,0,0,0,0,0,0,10,0,0,90,Ref_1,ABC,Ar,A,,1,0,0,Ref_1,ABC,784.85,Ref_117,1
Pseudochirops archeri,Pseudocheiridae,0,0,0,0,0,0,10,0,0,90,Ref_1,ABC,Ar,A,,1,0,0,Ref_1,ABC,1091.5,Ref_117,1
Pseudochirops corinnae,Pseudocheiridae,0,0,0,0,0,0,10,0,0,90,Ref_1,ABC,Ar,A,,1,0,0,Ref_1,ABC,1123,Ref_117,1
Pseudochirops coronatus,Pseudocheiridae,0,0,0,0,0,0,10,0,0,90,Ref_2,D1,Ar,A,,1,0,0,Ref_1,ABC,1500,Ref_117,1
Pseudochirops cupreus,Pseudocheiridae,0,0,0,0,0,0,10,0,0,90,Ref_1,ABC,Ar,A,,1,0,0,Ref_1,ABC,1724.5,Ref_117,1
Dactylopsila tatei,Petauridae,80,0,0,0,0,0,10,0,0,10,Ref_1,ABC,Ar,A,,1,0,0,Ref_1,ABC,252,Ref_117,1
Dactylopsila trivirgata,Petauridae,80,0,0,0,0,0,10,0,0,10,Ref_1,ABC,Ar,A,,1,0,0,Ref_1,ABC,413.53,Ref_117,1
Dactylopsila palpator,Petauridae,80,0,0,0,0,0,10,0,0,10,Ref_1,ABC,Ar,A,,1,0,0,Ref_1,ABC,398,Ref_117,1
Dactylopsila megalura,Petauridae,80,0,0,0,0,0,10,0,0,10,Ref_1,ABC,Ar,A,,1,0,0,Ref_1,ABC,277.74,Ref_178,2
Gymnobelideus leadbeateri,Petauridae,50,0,0,0,0,0,0,50,0,0,Ref_1,ABC,Ar,A,,1,0,0,Ref_1,ABC,127,Ref_117,1
Petaurus abidi,Petauridae,40,0,0,0,10,0,0,30,20,0,Ref_1,ABC,Ar,A,,1,0,0,Ref_1,ABC,278,Ref_117,1
Petaurus breviceps,Petauridae,40,0,0,0,10,0,0,30,20,0,Ref_1,ABC,Ar,A,,1,0,0,Ref_1,ABC,106.28,Ref_117,1
Petaurus norfolcensis,Petauridae,40,0,0,0,10,0,0,30,20,0,Ref_1,ABC,Ar,A,,1,0,0,Ref_1,ABC,230,Ref_117,1
Petaurus australis,Petauridae,40,0,0,0,10,0,0,30,20,0,Ref_1,ABC,Ar,A,,1,0,0,Ref_1,ABC,575,Ref_117,1
Petaurus gracilis,Petauridae,40,0,0,0,10,0,0,30,20,0,Ref_1,ABC,Ar,A,,1,0,0,Ref_1,ABC,353,Ref_117,1
Petaurus biacensis,Petauridae,40,0,0,0,10,0,0,30,20,0,Ref_2,D1,Ar,A,,1,0,0,Ref_1,ABC,90.98,Ref_58,1
Tarsipes rostratus,Tarsipedidae,0,0,0,0,0,0,0,100,0,0,Ref_1,ABC,Ar,A,,1,0,0,Ref_1,ABC,9,Ref_117,1
Acrobates pygmaeus,Acrobatidae,80,0,0,0,0,0,0,10,0,10,Ref_1,ABC,Ar,A,,1,0,0,Ref_1,ABC,12,Ref_117,1
Distoechurus pennatus,Acrobatidae,40,0,0,0,0,0,40,20,0,0,Ref_113,ABC,Ar,A,,1,0,0,Ref_1,ABC,44.1,Ref_117,1
Lagorchestes leporides,Macropodidae,0,0,0,0,0,0,0,0,0,100,Ref_1,ABC,G,A,,1,0,0,Ref_1,ABC,3000,Ref_117,1
Lagorchestes hirsutus,Macropodidae,0,0,0,0,0,0,0,0,0,100,Ref_1,ABC,G,A,,1,0,0,Ref_1,ABC,1265,Ref_117,1
Lagorchestes conspicillatus,Macropodidae,0,0,0,0,0,0,0,0,0,100,Ref_1,ABC,G,A,,1,0,0,Ref_1,ABC,3050,Ref_117,1
Lagorchestes asomatus,Macropodidae,0,0,0,0,0,0,0,0,0,100,Ref_1,ABC,G,A,,1,0,0,Ref_1,ABC,1500,Ref_117,1
Macropus fuliginosus,Macropodidae,0,0,0,0,0,0,0,0,0,100,Ref_1,ABC,G,A,,1,1,0,Ref_1,ABC,22000,Ref_117,1
Macropus giganteus,Macropodidae,0,0,0,0,0,0,0,0,0,100,Ref_1,ABC,G,A,,1,1,0,Ref_1,ABC,25875,Ref_117,1
Macropus parryi,Macropodidae,0,0,0,0,0,0,0,0,0,100,Ref_1,ABC,G,A,,1,1,0,Ref_1,ABC,13500,Ref_117,1
Macropus dorsalis,Macropodidae,0,0,0,0,0,0,0,0,0,100,Ref_1,ABC,G,A,,1,1,0,Ref_1,ABC,11250,Ref_117,1
Macropus eugenii,Macropodidae,0,0,0,0,0,0,0,0,0,100,Ref_1,ABC,G,A,,1,1,0,Ref_1,ABC,6500,Ref_117,1
Macropus greyi,Macropodidae,0,0,0,0,0,0,0,0,0,100,Ref_1,ABC,G,A,,1,1,0,Ref_1,ABC,10000,Ref_117,1
Macropus parma,Macropodidae,0,0,0,0,0,0,0,0,0,100,Ref_1,ABC,G,A,,1,1,0,Ref_1,ABC,4500,Ref_117,1
Macropus agilis,Macropodidae,0,0,0,0,0,0,0,0,0,100,Ref_1,ABC,G,A,,1,1,0,Ref_1,ABC,15000,Ref_117,1
Macropus rufogriseus,Macropodidae,0,0,0,0,0,0,0,0,0,100,Ref_1,ABC,G,A,,1,1,0,Ref_1,ABC,16850,Ref_117,1
Macropus irma,Macropodidae,0,0,0,0,0,0,0,0,0,100,Ref_1,ABC,G,A,,1,1,0,Ref_1,ABC,8000,Ref_117,1
Macropus antilopinus,Macropodidae,0,0,0,0,0,0,0,0,0,100,Ref_1,ABC,G,A,,1,1,0,Ref_1,ABC,27250,Ref_117,1
Macropus robustus,Macropodidae,0,0,0,0,0,0,0,0,0,100,Ref_1,ABC,G,A,,1,1,0,Ref_1,ABC,21262.5,Ref_117,1
Macropus bernardus,Macropodidae,0,0,0,0,0,0,0,0,0,100,Ref_1,ABC,G,A,,1,1,0,Ref_1,ABC,17000,Ref_117,1
Macropus rufus,Macropodidae,0,0,0,0,0,0,0,0,0,100,Ref_1,ABC,G,A,,1,1,0,Ref_1,ABC,46250,Ref_117,1
Dendrolagus inustus,Macropodidae,0,0,0,0,0,0,50,0,0,50,Ref_1,ABC,Ar,A,,1,1,1,Ref_1,ABC,13031.25,Ref_117,1
Dendrolagus lumholtzi,Macropodidae,0,0,0,0,0,0,50,0,0,50,Ref_1,ABC,Ar,A,,1,1,1,Ref_1,ABC,6750,Ref_117,1
Dendrolagus matschiei,Macropodidae,0,0,0,0,0,0,50,0,0,50,Ref_1,ABC,Ar,A,,1,1,1,Ref_1,ABC,6960,Ref_117,1
Dendrolagus mbaiso,Macropodidae,0,0,0,0,0,0,50,0,0,50,Ref_1,ABC,Ar,A,,1,1,1,Ref_1,ABC,9395.06,Ref_58,1
Dendrolagus pulcherrimus,Macropodidae,0,0,0,0,0,0,50,0,0,50,Ref_1,ABC,Ar,A,,1,1,1,Ref_2,D1,9511.11,"Ref_2, Ref_3",0
Dendrolagus scottae,Macropodidae,0,0,0,0,0,0,50,0,0,50,Ref_1,ABC,Ar,A,,1,1,1,Ref_1,ABC,10375,Ref_117,1
Dendrolagus spadix,Macropodidae,0,0,0,0,0,0,50,0,0,50,Ref_1,ABC,Ar,A,,1,1,1,Ref_1,ABC,9100,Ref_117,1
Dendrolagus stellarum,Macropodidae,0,0,0,0,0,0,50,0,0,50,Ref_1,ABC,Ar,A,,1,1,1,Ref_2,D1,9511.11,"Ref_2, Ref_3",0
Dendrolagus ursinus,Macropodidae,0,0,0,0,0,0,50,0,0,50,Ref_1,ABC,Ar,A,,1,1,1,Ref_1,ABC,13250,Ref_117,1
Dendrolagus bennettianus,Macropodidae,0,0,0,0,0,0,50,0,0,50,Ref_1,ABC,Ar,A,,1,1,1,Ref_1,ABC,10950,Ref_117,1
Dendrolagus dorianus,Macropodidae,0,0,0,0,0,0,50,0,0,50,Ref_1,ABC,Ar,A,,1,1,1,Ref_1,ABC,9581,Ref_117,1
Dendrolagus goodfellowi,Macropodidae,0,0,0,0,0,0,50,0,0,50,Ref_1,ABC,Ar,A,,1,1,1,Ref_1,ABC,8025,Ref_117,1
Dorcopsis luctuosa,Macropodidae,0,0,0,0,0,0,20,0,0,80,Ref_1,ABC,G,A,,1,1,0,Ref_1,ABC,6352,Ref_117,1
Dorcopsis muelleri,Macropodidae,0,0,0,0,0,0,20,0,0,80,Ref_1,ABC,G,A,,1,1,0,Ref_1,ABC,5500,Ref_117,1
Dorcopsis hageni,Macropodidae,0,0,0,0,0,0,20,0,0,80,Ref_1,ABC,G,A,,1,1,0,Ref_1,ABC,5500,Ref_117,1
Dorcopsis atrata,Macropodidae,0,0,0,0,0,0,20,0,0,80,Ref_1,ABC,G,A,,1,1,0,Ref_1,ABC,5916.5,Ref_117,1
Dorcopsulus vanheurni,Macropodidae,0,0,0,0,0,0,50,0,0,50,Ref_1,ABC,G,A,,1,1,1,Ref_1,ABC,1785.75,Ref_117,1
Dorcopsulus macleayi,Macropodidae,0,0,0,0,0,0,50,0,0,50,Ref_1,ABC,G,A,,1,0,0,Ref_1,ABC,2988,Ref_117,1
Onychogalea unguifera,Macropodidae,0,0,0,0,0,0,0,0,0,100,Ref_1,ABC,G,A,,1,0,0,Ref_1,ABC,6650,Ref_117,1
Onychogalea lunata,Macropodidae,0,0,0,0,0,0,0,0,0,100,Ref_1,ABC,G,A,,1,0,0,Ref_1,ABC,3500,Ref_117,1
Onychogalea fraenata,Macropodidae,0,0,0,0,0,0,0,0,0,100,Ref_1,ABC,G,A,,1,0,0,Ref_1,ABC,5500,Ref_117,1
Petrogale purpureicollis,Macropodidae,0,0,0,0,0,0,10,0,0,90,Ref_2,D1,G,A,,1,0,0,Ref_1,ABC,5850,Ref_130,1
Petrogale coenensis,Macropodidae,0,0,0,0,0,0,10,0,0,90,Ref_2,D1,G,A,,1,0,0,Ref_1,ABC,4123.14,"Ref_2, Ref_3",0
Petrogale burbidgei,Macropodidae,0,0,0,0,0,0,0,0,0,100,Ref_1,ABC,G,A,,1,0,0,Ref_1,ABC,1258,Ref_117,1
Petrogale brachyotis,Macropodidae,0,0,0,0,0,0,10,0,10,80,Ref_37,ABC,G,A,,1,0,0,Ref_1,ABC,4050,Ref_117,1
Petrogale assimilis,Macropodidae,0,0,0,0,0,0,10,0,0,90,Ref_37,ABC,G,A,,1,0,0,Ref_1,ABC,4500,Ref_117,1
Petrogale godmani,Macropodidae,0,0,0,0,0,0,0,0,0,100,Ref_1,ABC,G,A,,1,0,0,Ref_1,ABC,4750,Ref_117,1
Petrogale xanthopus,Macropodidae,0,0,0,0,0,0,0,0,0,100,Ref_1,ABC,G,A,,1,0,0,Ref_1,ABC,8500,Ref_117,1
Petrogale sharmani,Macropodidae,0,0,0,0,0,0,0,0,0,100,Ref_2,D1,G,A,,1,0,0,Ref_1,ABC,4123.14,"Ref_2, Ref_3",0
Petrogale herberti,Macropodidae,0,0,0,0,0,0,0,0,0,100,Ref_2,D1,G,A,,1,0,0,Ref_1,ABC,4123.14,"Ref_2, Ref_3",0
Petrogale inornata,Macropodidae,0,0,0,0,0,0,0,0,0,100,Ref_1,ABC,G,A,,1,0,0,Ref_1,ABC,4600,Ref_117,1
Petrogale lateralis,Macropodidae,0,0,0,0,0,0,0,0,0,100,Ref_1,ABC,G,A,,1,0,0,Ref_1,ABC,4625,Ref_117,1
Petrogale mareeba,Macropodidae,0,0,0,0,0,0,0,0,0,100,Ref_2,D1,G,A,,1,0,0,Ref_1,ABC,4123.14,"Ref_2, Ref_3",0
Petrogale concinna,Macropodidae,0,0,0,0,0,0,0,0,0,100,Ref_37,ABC,G,A,,1,0,0,Ref_1,ABC,1400,Ref_117,1
Petrogale persephone,Macropodidae,0,0,0,0,0,0,0,0,0,100,Ref_1,ABC,G,A,,1,0,0,Ref_1,ABC,6200,Ref_117,1
Petrogale rothschildi,Macropodidae,0,0,0,0,0,0,0,0,0,100,Ref_1,ABC,G,A,,1,0,0,Ref_1,ABC,3400,Ref_117,1
Petrogale penicillata,Macropodidae,0,0,0,0,0,0,20,0,10,70,Ref_1,ABC,G,A,,1,0,0,Ref_1,ABC,7100,Ref_117,1
Setonix brachyurus,Macropodidae,0,0,0,0,0,0,0,0,0,100,Ref_1,ABC,G,A,,1,0,0,Ref_1,ABC,3250,Ref_117,1
Thylogale calabyi,Macropodidae,0,0,0,0,0,0,0,0,0,100,Ref_1,ABC,G,A,,1,1,0,Ref_1,ABC,4326.13,Ref_117,1
Thylogale browni,Macropodidae,0,0,0,0,0,0,0,0,0,100,Ref_1,ABC,G,A,,1,1,0,Ref_1,ABC,5478,Ref_117,1
Thylogale thetis,Macropodidae,0,0,0,0,0,0,0,0,0,100,Ref_1,ABC,G,A,,1,1,0,Ref_1,ABC,5400,Ref_117,1
Thylogale stigmatica,Macropodidae,0,0,0,0,0,0,0,0,0,100,Ref_1,ABC,G,A,,1,1,0,Ref_1,ABC,4600,Ref_117,1
Thylogale lanatus,Macropodidae,0,0,0,0,0,0,0,0,0,100,Ref_1,ABC,G,A,,1,1,0,Ref_2,D1,4758.79,"Ref_2, Ref_3",0
Thylogale brunii,Macropodidae,0,0,0,0,0,0,0,0,0,100,Ref_1,ABC,G,A,,1,1,0,Ref_1,ABC,3620,Ref_117,1
Thylogale billardierii,Macropodidae,0,0,0,0,0,0,0,0,0,100,Ref_1,ABC,G,A,,1,1,0,Ref_1,ABC,5450,Ref_117,1
Wallabia bicolor,Macropodidae,0,0,0,0,0,0,0,0,0,100,Ref_1,ABC,G,A,,1,0,0,Ref_1,ABC,15000,Ref_117,1
Lagostrophus fasciatus,Macropodidae,0,0,0,0,0,0,50,0,0,50,Ref_1,ABC,G,A,,1,0,0,Ref_1,ABC,1700,Ref_117,1
Hypsiprymnodon moschatus,Hypsiprymnodontidae,70,0,0,0,0,0,20,0,0,10,Ref_1,ABC,G,A,,0,0,1,Ref_1,ABC,520,Ref_117,1
Aepyprymnus rufescens,Potoroidae,0,0,0,0,0,0,0,0,0,100,Ref_1,ABC,G,A,,1,0,0,Ref_1,ABC,3250,Ref_117,1
Bettongia lesueur,Potoroidae,0,0,0,0,0,0,0,0,30,70,Ref_1,ABC,G,A,,1,0,0,Ref_1,ABC,1500,Ref_117,1
Bettongia penicillata,Potoroidae,0,0,0,0,0,0,0,0,30,70,Ref_1,ABC,G,A,,1,0,0,Ref_1,ABC,1300,Ref_117,1
Bettongia tropica,Potoroidae,10,0,0,0,0,0,0,0,10,80,Ref_54,ABC,G,A,,1,0,0,Ref_1,ABC,1256.58,Ref_58,1
Bettongia gaimardi,Potoroidae,0,0,0,0,0,0,0,0,30,70,Ref_1,ABC,G,A,,1,0,0,Ref_1,ABC,1660,Ref_117,1
Caloprymnus campestris,Potoroidae,30,0,0,0,0,0,0,0,0,70,Ref_1,ABC,G,A,,1,0,0,Ref_1,ABC,900,Ref_117,1
Potorous platyops,Potoroidae,20,0,0,0,0,0,0,0,0,80,Ref_1,ABC,G,A,,1,0,0,Ref_1,ABC,500,Ref_117,1
Potorous gilbertii,Potoroidae,20,0,0,0,0,0,0,0,0,80,Ref_1,ABC,G,A,,1,0,0,Ref_1,ABC,1569.46,Ref_58,1
Potorous longipes,Potoroidae,20,0,0,0,0,0,0,0,0,80,Ref_1,ABC,G,A,,1,0,0,Ref_1,ABC,1900,Ref_117,1
Potorous tridactylus,Potoroidae,20,0,0,0,0,0,0,0,0,80,Ref_1,ABC,G,A,,1,0,0,Ref_1,ABC,1100,Ref_117,1
Geogale aurita,Tenrecidae,70,30,0,0,0,0,0,0,0,0,Ref_1,ABC,G,A,,1,0,0,Ref_1,ABC,7,Ref_117,1
Limnogale mergulus,Tenrecidae,60,0,20,20,0,0,0,0,0,0,Ref_1,ABC,G,A,,1,0,0,Ref_1,ABC,78.6,Ref_117,1
Microgale longicaudata,Tenrecidae,100,0,0,0,0,0,0,0,0,0,Ref_1,ABC,G,A,,1,1,1,Ref_1,ABC,7.3,Ref_117,1
Microgale thomasi,Tenrecidae,100,0,0,0,0,0,0,0,0,0,Ref_1,ABC,G,A,,1,1,1,Ref_1,ABC,22.9,Ref_117,1
