capID,code,trapper,site,day,date,trap,trap.type,species,age,sex,breed,recap,left.tag,right.tag,clipped,total.wt,bag.wt,body.lgth,tail.lgth,comments,catnum,indID,tail.ratio,weight
305,GRNTUR-1-B,MJH,GRNTUR,1,2017-07-11,F9,S,MISS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Not set (still in prebaiting mode),NA,NA,NA,NA
306,GRNTUR-1.5-A,MJH,GRNTUR,1,2017-07-11,I6,S,PEMA,MD,F,MD,N,53,NA,NA,13,NA,69,68,dead,KING-033,053,0.985507246376812,NA
307,GRNTUR-2-A,MJH,GRNTUR,2,2017-07-12,J10,L,PEMA,A,M,N,Y,344,NA,NA,59,41,69,62,huge ears,NA,344,0.898550724637681,18
308,GRNTUR-2-A,MJH,GRNTUR,2,2017-07-12,J8,L,PEMA,A,F,P,Y,215,NA,NA,58,42,83,69,may have recently given birth?,NA,215,0.831325301204819,16
309,GRNTUR-2-A,MJH,GRNTUR,2,2017-07-12,J6,L,SPBE,A,F,P,N,209,NA,NA,700,40,NA,NA,NA,NA,209,NA,660
310,GRNTUR-2-A,MJH,GRNTUR,2,2017-07-12,J3,S,PEMA,S,M,N,Y,341,NA,NA,56,41,66,56,NA,NA,341,0.848484848484849,15
311,GRNTUR-2-A,MJH,GRNTUR,2,2017-07-12,J2,L,SOTR,S,F,N,N,NA,NA,NA,43,41,NA,NA,escaped,NA,UNIQ-1,NA,2
312,GRNTUR-2-A,MJH,GRNTUR,2,2017-07-12,H8,L,MISS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
313,GRNTUR-2-A,MJH,GRNTUR,2,2017-07-12,H1,S,PEMA,A,M,N,Y,335,NA,NA,60,40,77,72,NA,NA,335,0.935064935064935,20
314,GRNTUR-2-B,AMM,GRNTUR,2,2017-07-12,B1,S,SPRU,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
315,GRNTUR-2-B,AMM,GRNTUR,2,2017-07-12,B10,L,PEMA,S,M,N,N,354,NA,NA,49,36,73,68,NA,NA,354,0.931506849315068,13
316,GRNTUR-2-B,AMM,GRNTUR,2,2017-07-12,D10,L,SPRU,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
317,GRNTUR-2-B,AMM,GRNTUR,2,2017-07-12,E7,L,TAQU,S,M,T,N,135,NA,NA,106,34,NA,NA,NA,NA,135,NA,72
318,GRNTUR-2-B,AMM,GRNTUR,2,2017-07-12,F5,S,SPRU,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
319,GRNTUR-2-B,AMM,GRNTUR,2,2017-07-12,G6,S,SPRU,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
320,GRNTUR-3-A,AMM,GRNTUR,3,2017-07-13,C10,S,SPRU,MD,MD,MD,MD,NA,NA,NA,NA,NA,NA,NA,escaped,NA,NA,NA,NA
321,GRNTUR-3-A,AMM,GRNTUR,3,2017-07-13,C9,L,PEMA,A,M,T,Y,355,NA,NA,52,36,75,66,NA,NA,355,0.88,16
322,GRNTUR-3-B,MJH,GRNTUR,3,2017-07-13,J6,L,SPRU,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
323,GRNTUR-3-B,MJH,GRNTUR,3,2017-07-13,J8,L,PEMA,A,F,L,Y,215,NA,NA,58,42,86,72,NA,NA,215,0.837209302325581,16
324,GRNTUR-3-B,MJH,GRNTUR,3,2017-07-13,J10,L,SPRU,MD,MD,MD,MD,NA,NA,NA,NA,NA,NA,NA,escaped,NA,NA,NA,NA
325,GRNTUR-3-B,MJH,GRNTUR,3,2017-07-13,H10,L,SPRU,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
326,GRNTUR-3-B,MJH,GRNTUR,3,2017-07-13,H1,S,PEMA,A,F,P,Y,487,NA,NA,58,42,75,60,NA,NA,487,0.8,16
327,GRNTUR-3-B,MJH,GRNTUR,3,2017-07-13,H2,L,MISS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,door half open,NA,NA,NA,NA
328,GRNTUR-3-B,MJH,GRNTUR,3,2017-07-13,H7,S,PEMA,S,F,N,N,224,NA,NA,53,42,59,49,NA,NA,224,0.830508474576271,11
329,GRNTUR-3-B,MJH,GRNTUR,3,2017-07-13,H8,L,SPRU,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
330,GRNTUR-3-B,MJH,GRNTUR,3,2017-07-13,G6,S,PEMA,A,M,N,N,218,NA,NA,59,42,74,68,NA,NA,218,0.918918918918919,17
331,GRNTUR-3-B,MJH,GRNTUR,3,2017-07-13,G4,S,MISS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
334,GRNWOO-1-A,HEM JMP,GRNWOO,1,2017-07-04,A3,L,MISS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,not set; no batting,NA,NA,NA,NA
335,GRNWOO-1-A,HEM JMP,GRNWOO,1,2017-07-04,B2,L,NEFU,A,M,T,N,432,NA,NA,293,34,NA,NA,NA,NA,432,NA,259
336,GRNWOO-1-A,HEM JMP,GRNWOO,1,2017-07-04,A5,L,NEFU,A,F,P,N,168,NA,NA,215,34,NA,NA,NA,NA,168,NA,181
337,GRNWOO-1-A,HEM JMP,GRNWOO,1,2017-07-04,A6,S,PEBO,A,M,T,N,434,NA,NA,54,33,84,86,NA,NA,434,1.02380952380952,21
338,GRNWOO-1-A,HEM JMP,GRNWOO,1,2017-07-04,A7,L,SPRU,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,treadle too tight,NA,NA,NA,NA
339,GRNWOO-1-A,HEM JMP,GRNWOO,1,2017-07-04,B8,L,PEBO,A,M,T,N,436,NA,NA,52,31,NA,89,escaped; PEBO is guess,NA,436,NA,21
340,GRNWOO-1-A,HEM JMP,GRNWOO,1,2017-07-04,B1,S,PEMA,J,M,N,N,433,NA,NA,47,33,70,64,NA,NA,433,0.914285714285714,14
341,GRNWOO-1-A,HEM JMP,GRNWOO,1,2017-07-04,C1,L,SOTR,MD,MD,MD,N,NA,NA,NA,NA,NA,NA,NA,dead; mort,KING-048,KING-048,NA,NA
342,GRNWOO-1-A,HEM JMP,GRNWOO,1,2017-07-04,C2,S,SPRU,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
343,GRNWOO-1-A,HEM JMP,GRNWOO,1,2017-07-04,D3,S,SOTR,A,F,N,N,NA,NA,CLIPPED,38,33,NA,NA,NA,NA,CLIP-10,NA,5
344,GRNWOO-1-A,HEM JMP,GRNWOO,1,2017-07-04,C4,S,PEMA,J,M,N,N,151,NA,NA,47,35,70,68,treadle too tight,NA,151,0.971428571428571,12
345,GRNWOO-1-A,HEM JMP,GRNWOO,1,2017-07-04,E10,S,PEMA,A,F,P,N,157,NA,NA,44,31,76,66,NA,NA,157,0.868421052631579,13
346,GRNWOO-1-A,HEM JMP,GRNWOO,1,2017-07-04,E7,L,SPRU,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,sprung by beetles,NA,NA,NA,NA
347,GRNWOO-1-A,HEM JMP,GRNWOO,1,2017-07-04,D6,L,SPRU,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,sprung by beetles,NA,NA,NA,NA
348,GRNWOO-1-A,HEM JMP,GRNWOO,1,2017-07-04,E5,L,SPRU,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,door doesn't close,NA,NA,NA,NA
349,GRNWOO-1-A,HEM JMP,GRNWOO,1,2017-07-04,D4,L,SPRU,MD,MD,MD,MD,NA,NA,NA,NA,NA,NA,NA,escaped,NA,NA,NA,NA
350,GRNWOO-1-A,HEM JMP,GRNWOO,1,2017-07-04,H3,L,SPRU,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,sprung by millipede,NA,NA,NA,NA
351,GRNWOO-1-A,HEM JMP,GRNWOO,1,2017-07-04,H6,L,SPRU,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
352,GRNWOO-1-A,HEM JMP,GRNWOO,1,2017-07-04,J2,L,SPRU,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,sprung by banana slug,NA,NA,NA,NA
353,GRNWOO-1-A,HEM JMP,GRNWOO,1,2017-07-04,H9,L,PEMA,A,M,T,N,439,NA,NA,49,33,70,63,broken tail,NA,439,0.9,16
354,GRNWOO-1-A,HEM JMP,GRNWOO,1,2017-07-04,F1,L,PEMA,S,M,N,N,167,NA,NA,51,40,70,66,NA,NA,167,0.942857142857143,11
355,GRNWOO-1-A,HEM JMP,GRNWOO,1,2017-07-04,J4,L,PEMA,A,M,T,N,430,NA,NA,52,37,71,64,NA,NA,430,0.901408450704225,15
356,GRNWOO-2-A,HEM JMP,GRNWOO,2,2017-07-05,J1,S,MISS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
357,GRNWOO-2-A,HEM JMP,GRNWOO,2,2017-07-05,J9,L,PEMA,A,M,T,N,154,NA,NA,40,31,80,62,NA,NA,154,0.775,9
358,GRNWOO-2-A,HEM JMP,GRNWOO,2,2017-07-05,H1,L,SPRU,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
359,GRNWOO-2-A,HEM JMP,GRNWOO,2,2017-07-05,H5,L,MISS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
360,GRNWOO-2-A,HEM JMP,GRNWOO,2,2017-07-05,H9,L,SOTR,A,U,U,N,NA,NA,NA,NA,NA,NA,NA,dead,KING-065,KING-065,NA,NA
361,GRNWOO-2-A,HEM JMP,GRNWOO,2,2017-07-05,H10,S,MISS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ants,NA,NA,NA,NA
362,GRNWOO-2-A,HEM JMP,GRNWOO,2,2017-07-05,G9,S,MISS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ants,NA,NA,NA,NA
363,GRNWOO-2-A,HEM JMP,GRNWOO,2,2017-07-05,G2,L,SOTR,U,U,U,N,NA,NA,NA,NA,NA,NA,NA,dead (trap in sun),KING-047,KING-047,NA,NA
364,GRNWOO-2-A,HEM JMP,GRNWOO,2,2017-07-05,F1,L,PEMA,A,M,T,Y,430,NA,NA,44,32,71,64,NA,NA,430,0.901408450704225,12
365,GRNWOO-2-A,HEM JMP,GRNWOO,2,2017-07-05,F2,S,PEMA,S,M,N,Y,167,NA,NA,39,30,68,65,NA,NA,167,0.955882352941177,9
366,GRNWOO-2-A,HEM JMP,GRNWOO,2,2017-07-05,B4,L,SPRU,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
367,GRNWOO-2-A,HEM JMP,GRNWOO,2,2017-07-05,C9,L,MISS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
368,GRNWOO-2-A,HEM JMP,GRNWOO,2,2017-07-05,E6,S,PEMA,A,F,P,Y,157,NA,NA,41,33,70,63,NA,NA,157,0.9,8
369,GRNWOO-2-A,HEM JMP,GRNWOO,2,2017-07-05,D9,S,SOTR,A,U,U,Y,NA,NA,CLIPPED,NA,NA,NA,NA,dead (recap of live SOTR from 4 Jul 2017); updated from previous info,KING-057,CLIP-10,NA,NA
370,GRNWOO-2-A,HEM JMP,GRNWOO,2,2017-07-05,E2,S,PEMA,A,M,T,N,174,NA,NA,43,32,75,67,NA,NA,174,0.893333333333333,11
371,GRNWOO-2-A,HEM JMP,GRNWOO,2,2017-07-05,B3,S,PEMA,A,M,T,N,155,NA,NA,50,34,65,14,had no tail; old injury,NA,155,0.215384615384615,16
372,GRNWOO-2-A,HEM JMP,GRNWOO,2,2017-07-05,B1,S,SOTR,MD,MD,MD,N,NA,NA,NA,NA,NA,NA,NA,dead,KING-058,KING-058,NA,NA
373,GRNWOO-2-A,HEM JMP,GRNWOO,2,2017-07-05,D1,S,PEBO,A,M,T,Y,436,NA,NA,50,30,91,91,NA,NA,436,1,20
374,GRNWOO-2-A,HEM JMP,GRNWOO,2,2017-07-05,A5,L,NEFU,S,M,N,N,152,NA,NA,110,35,NA,NA,juvenile,NA,152,NA,75
375,GRNWOO-2-A,HEM JMP,GRNWOO,2,2017-07-05,C1,L,NEFU,A,F,P,Y,168,NA,NA,235,70,NA,NA,NA,NA,168,NA,165
376,GRNWOO-3-A,HEM JMP,GRNWOO,3,2017-07-06,A2,S,PEMA,A,M,T,Y,155,NA,NA,52,32,78,NA,no tail,NA,155,NA,20
377,GRNWOO-3-A,HEM JMP,GRNWOO,3,2017-07-06,A6,S,PEBO,A,M,T,Y,436,NA,NA,55,37,86,90,chewed off end of tail?,NA,436,1.04651162790698,18
378,GRNWOO-3-A,HEM JMP,GRNWOO,3,2017-07-06,C6,S,PEBO,S,M,N,N,468,NA,NA,49,37,78,83,NA,NA,468,1.06410256410256,12
379,GRNWOO-3-A,HEM JMP,GRNWOO,3,2017-07-06,J1,S,PEBO,A,M,T,N,473,NA,NA,47,40,85,84,NA,NA,473,0.988235294117647,7
380,GRNWOO-3-A,HEM JMP,GRNWOO,3,2017-07-06,J7,L,SOTR,A,F,N,N,NA,NA,NA,35,34,NA,NA,given pedialyte,NA,DAY3-3,NA,1
381,GRNWOO-3-A,HEM JMP,GRNWOO,3,2017-07-06,E2,S,PEMA,S,M,N,Y,167,NA,NA,49,35,59,62,NA,NA,167,1.05084745762712,14
382,GRNWOO-3-A,HEM JMP,GRNWOO,3,2017-07-06,J9,L,PEMA,A,M,T,Y,154,NA,NA,53,37,75,61,NA,NA,154,0.813333333333333,16
383,GRNWOO-3-A,HEM JMP,GRNWOO,3,2017-07-06,I8,S,SPRU,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
384,GRNWOO-3-A,HEM JMP,GRNWOO,3,2017-07-06,H10,S,SPRU,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
385,GRNWOO-3-A,HEM JMP,GRNWOO,3,2017-07-06,G3,S,MISS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
386,GRNWOO-3-A,HEM JMP,GRNWOO,3,2017-07-06,F3,L,MISS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
387,GRNWOO-3-A,HEM JMP,GRNWOO,3,2017-07-06,F7,L,SPRU,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
388,GRNWOO-3-A,HEM JMP,GRNWOO,3,2017-07-06,E1,L,NEFU,A,F,P,Y,168,NA,NA,245,35,NA,NA,NA,NA,168,NA,210
389,HIBADR-1-A,MJH,HIBADR,1,2017-08-29,E10,S,PEMA,A,F,P,N,262,NA,NA,50,30,80,63,NA,NA,262,0.7875,20
390,HIBADR-1-A,MJH,HIBADR,1,2017-08-29,H10,L,PEMA,A,F,P,N,464,NA,NA,48,30,72,61,NA,NA,464,0.847222222222222,18
391,HIBADR-1-A,MJH,HIBADR,1,2017-08-29,C8,S,SPBE,S,F,N,N,768,NA,NA,340,34,NA,NA,NA,NA,768,NA,306
392,HIBADR-1-A,MJH,HIBADR,1,2017-08-29,J7,L,PEMA,A,M,T,N,326,NA,NA,51,34,77,72,NA,NA,326,0.935064935064935,17
393,HIBADR-1-A,MJH,HIBADR,1,2017-08-29,C7,L,SPBE,S,F,N,N,767,NA,NA,315,34,NA,NA,NA,NA,767,NA,281
394,HIBADR-1-A,MJH,HIBADR,1,2017-08-29,D6,L,SPRU,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,squirrel tail inside,NA,NA,NA,NA
395,HIBADR-1-A,MJH,HIBADR,1,2017-08-29,G6,L,PEMA,A,M,T,N,NA,NA,NA,14,NA,79,72,mort,KING-012,KING-012,0.911392405063291,NA
396,HIBADR-1-A,MJH,HIBADR,1,2017-08-29,E5,L,PEMA,A,M,T,N,754,NA,NA,49,34,80,72,NA,NA,754,0.9,15
397,HIBADR-1-A,MJH,HIBADR,1,2017-08-29,B2,L,PEMA,A,F,P,N,757,NA,NA,54,36,82,72,NA,NA,757,0.878048780487805,18
398,HIBADR-1-A,MJH,HIBADR,1,2017-08-29,C2,S,PEMA,A,F,P,N,NA,NA,NA,17,NA,74,65,mort,KING-009,KING-009,0.878378378378378,NA
399,HIBADR-1-B,CHT,HIBADR,1,2017-08-29,A1,L,PEMA,A,M,T,N,985,NA,NA,54,34,80,62,NA,NA,985,0.775,20
400,HIBADR-1-B,CHT,HIBADR,1,2017-08-29,E1,L,PEMA,A,M,T,N,NA,NA,NA,54,35,80,5,mort; tail also cut off (possibly in trap),KING-007,KING-007,0.0625,19
401,HIBADR-1-B,CHT,HIBADR,1,2017-08-29,I1,L,PEMA,A,F,P,N,894,NA,NA,56,33,85,70,NA,NA,894,0.823529411764706,23
402,HIBADR-1-B,CHT,HIBADR,1,2017-08-29,J2,L,SPRU,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
403,HIBADR-1-B,CHT,HIBADR,1,2017-08-29,E3,L,SPBE,S,M,T,N,660,NA,NA,320,32,NA,NA,NA,NA,660,NA,288
404,HIBADR-1-B,CHT,HIBADR,1,2017-08-29,I3,L,PEMA,A,M,T,N,NA,NA,NA,50,34,88,65,mort,KING-004,KING-004,0.738636363636364,16
405,HIBADR-2-A,CHT,HIBADR,2,2017-08-30,I10,S,PEMA,A,F,L,Y,464,NA,NA,53,35,81,59,NA,NA,464,0.728395061728395,18
406,HIBADR-2-A,CHT,HIBADR,2,2017-08-30,J10,L,PEMA,A,M,T,N,887,NA,NA,54,35,88,60,NA,NA,887,0.681818181818182,19
407,HIBADR-2-A,CHT,HIBADR,2,2017-08-30,D8,L,PEMA,A,M,T,N,739,NA,NA,52,34,80,67,NA,NA,739,0.8375,18
408,HIBADR-2-A,CHT,HIBADR,2,2017-08-30,J7,S,PEMA,A,M,T,Y,326,NA,NA,51,33,80,66,NA,NA,326,0.825,18
409,HIBADR-2-A,CHT,HIBADR,2,2017-08-30,C5,L,SPBE,S,F,N,Y,767,NA,NA,320,35,NA,NA,NA,NA,767,NA,285
410,HIBADR-2-A,CHT,HIBADR,2,2017-08-30,D5,S,SPBE,S,M,T,Y,892,NA,NA,330,30,NA,NA,NA,NA,768,NA,300
411,HIBADR-2-A,CHT,HIBADR,2,2017-08-30,E7,L,SPRU,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,sprung by cricket,NA,NA,NA,NA
412,HIBADR-2-A,CHT,HIBADR,2,2017-08-30,B6,L,SPRU,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
413,HIBADR-2-B,MJH,HIBADR,2,2017-08-30,A1,L,TASE,S,M,N,N,735,NA,NA,100,35,NA,NA,NA,NA,735,NA,65
414,HIBADR-2-B,MJH,HIBADR,2,2017-08-30,H2,L,PEMA,A,F,P,Y,894,NA,NA,54,33,78,66,NA,NA,894,0.846153846153846,21
415,HIBADR-2-B,MJH,HIBADR,2,2017-08-30,E2,S,PEMA,A,M,T,N,779,NA,NA,48,32,77,70,NA,NA,779,0.909090909090909,16
416,HIBADR-2-B,MJH,HIBADR,2,2017-08-30,C2,S,SPRU,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
417,HIBADR-2-B,MJH,HIBADR,2,2017-08-30,A2,S,PEMA,A,F,P,Y,757,NA,NA,52,33,75,69,NA,NA,757,0.92,19
418,HIBADR-2-B,MJH,HIBADR,2,2017-08-30,C3,L,PEMA,A,M,T,N,807,NA,NA,54,34,82,72,NA,NA,807,0.878048780487805,20
419,HIBADR-2-B,MJH,HIBADR,2,2017-08-30,G4,S,PEMA,A,M,T,N,771,NA,NA,45,33,79,69,NA,NA,771,0.873417721518987,12
420,HIBADR-2-B,MJH,HIBADR,2,2017-08-30,A4,S,SPRU,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
421,HIBADR-2-B,MJH,HIBADR,2,2017-08-30,B5,S,SPBE,S,F,N,Y,99,NA,NA,320,34,NA,NA,NA,NA,660,NA,286
422,HIBADR-2-B,MJH,HIBADR,2,2017-08-30,F5,S,PEMA,A,M,T,Y,754,NA,NA,45,34,79,71,NA,NA,754,0.89873417721519,11
423,HIBADR-2-B,MJH,HIBADR,2,2017-08-30,I5,L,SPRU,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
424,HIBADR-2-B,MJH,HIBADR,2,2017-08-30,H6,L,PEMA,A,F,P,N,NA,NA,NA,16,NA,78,67,mort,KING-010,KING-010,0.858974358974359,NA
425,HIBADR-2-B,MJH,HIBADR,2,2017-08-30,G6,S,MISS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,treadle not working,NA,NA,NA,NA
426,HIBADR-3-A,CHT,HIBADR,3,2017-08-31,A1,L,TASE,J,M,N,Y,735,NA,NA,100,34,NA,NA,NA,NA,735,NA,66
427,HIBADR-3-A,CHT,HIBADR,3,2017-08-31,I2,S,PEMA,S,M,N,N,996,NA,NA,47,34,65,60,NA,NA,996,0.923076923076923,13
428,HIBADR-3-A,CHT,HIBADR,3,2017-08-31,G2,S,SPRU,MD,MD,MD,MD,NA,NA,NA,NA,NA,NA,NA,escaped,NA,NA,NA,NA
429,HIBADR-3-A,CHT,HIBADR,3,2017-08-31,E2,S,PEMA,A,F,L,N,NA,NA,NA,15,NA,85,65,mort,KING-121,KING-121,0.764705882352941,NA
430,HIBADR-3-A,CHT,HIBADR,3,2017-08-31,C2,S,PEMA,A,M,T,Y,807,NA,NA,19,NA,77,68,mort,KING-092,807,0.883116883116883,NA
431,HIBADR-3-A,CHT,HIBADR,3,2017-08-31,B2,L,MISS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,front door undisturbed; back door jammed open,NA,NA,NA,NA
432,HIBADR-3-A,CHT,HIBADR,3,2017-08-31,A2,S,PEMA,A,F,L,Y,757,NA,NA,55,33,95,80,NA,NA,757,0.842105263157895,22
433,HIBADR-3-A,CHT,HIBADR,3,2017-08-31,J3,S,PEMA,A,M,T,N,971,NA,NA,50,35,80,68,NA,NA,971,0.85,15
434,HIBADR-3-A,CHT,HIBADR,3,2017-08-31,G4,S,PEMA,A,M,T,Y,771,NA,NA,13,NA,73,66,mort,KING-139,771,0.904109589041096,NA
435,HIBADR-3-A,CHT,HIBADR,3,2017-08-31,B5,S,PEMA,A,M,T,Y,739,NA,NA,53,34,80,65,NA,NA,739,0.8125,19
436,HIBADR-3-B,MJH,HIBADR,3,2017-08-31,J10,L,PEMA,A,M,T,Y,887,NA,NA,51,33,78,62,NA,NA,887,0.794871794871795,18
437,HIBADR-3-B,MJH,HIBADR,3,2017-08-31,D10,L,PEMA,S,M,N,N,773,NA,NA,50,38,61,55,NA,NA,773,0.901639344262295,12
438,HIBADR-3-B,MJH,HIBADR,3,2017-08-31,C10,S,PEMA,S,M,N,N,756,NA,NA,46,34,70,51,NA,NA,756,0.728571428571429,12
439,HIBADR-3-B,MJH,HIBADR,3,2017-08-31,A9,L,PEMA,A,F,P,N,825,NA,NA,51,33,79,71,NA,NA,825,0.89873417721519,18
440,HIBADR-3-B,MJH,HIBADR,3,2017-08-31,E9,L,PEMA,A,F,P,N,900,NA,NA,53,33,80,62,NA,NA,900,0.775,20
441,HIBADR-3-B,MJH,HIBADR,3,2017-08-31,I9,L,SPBE,A,F,P,N,818,NA,NA,490,33,NA,NA,claws ripped off,NA,818,NA,457
442,HIBADR-3-B,MJH,HIBADR,3,2017-08-31,J9,S,SPRU,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
443,HIBADR-3-B,MJH,HIBADR,3,2017-08-31,D8,L,SPBE,S,M,N,Y,768,NA,NA,320,33,NA,NA,NA,NA,768,NA,287
444,HIBADR-3-B,MJH,HIBADR,3,2017-08-31,C6,S,SPRU,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
445,HIBADR-3-B,MJH,HIBADR,3,2017-08-31,E6,S,SPBE,S,F,N,Y,767,NA,NA,325,32,NA,NA,NA,NA,767,NA,293
446,HICAMP-1-A,AMM BRP HEM MLW,HICAMP,1,2017-06-27,G1,L,SPRU,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,knocked over,NA,NA,NA,NA
447,HICAMP-1-A,AMM BRP HEM MLW,HICAMP,1,2017-06-27,G4,L,SPRU,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
448,HICAMP-1-A,AMM BRP HEM MLW,HICAMP,1,2017-06-27,H4,S,SPRU,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
449,HICAMP-1-A,AMM BRP HEM MLW,HICAMP,1,2017-06-27,H8,S,SPRU,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
450,HICAMP-1-A,AMM BRP HEM MLW,HICAMP,1,2017-06-27,F6,S,SPRU,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
451,HICAMP-1-A,AMM BRP HEM MLW,HICAMP,1,2017-06-27,G6,L,SPRU,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,knocked over,NA,NA,NA,NA
452,HICAMP-1-A,AMM BRP HEM MLW,HICAMP,1,2017-06-27,F3,L,PEBO,A,M,T,N,300,399,NA,48,32,60,66,parasites,NA,300399,1.1,16
453,HICAMP-1-A,AMM BRP HEM MLW,HICAMP,1,2017-06-27,G3,S,MISS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Not set,NA,NA,NA,NA
454,HICAMP-1-A,AMM BRP HEM MLW,HICAMP,1,2017-06-27,F10,S,SPRU,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
455,HICAMP-1-A,AMM BRP HEM MLW,HICAMP,1,2017-06-27,F2,S,SPRU,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,knocked over,NA,NA,NA,NA
456,HICAMP-1-A,AMM BRP HEM MLW,HICAMP,1,2017-06-27,F1,S,SPRU,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,knocked over,NA,NA,NA,NA
457,HICAMP-1-A,AMM BRP HEM MLW,HICAMP,1,2017-06-27,D1,L,SPRU,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
458,HICAMP-1-A,AMM BRP HEM MLW,HICAMP,1,2017-06-27,D2,S,SPRU,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,knocked over,NA,NA,NA,NA
459,HICAMP-1-A,AMM BRP HEM MLW,HICAMP,1,2017-06-27,D4,S,SPRU,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
460,HICAMP-1-A,AMM BRP HEM MLW,HICAMP,1,2017-06-27,D5,L,SPRU,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
461,HICAMP-1-A,AMM BRP HEM MLW,HICAMP,1,2017-06-27,D6,S,SPRU,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
