capID,code,trapper,site,day,date,trap,trap.type,species,age,sex,breed,recap,left.tag,right.tag,clipped,total.wt,bag.wt,body.lgth,tail.lgth,comments,catnum,indID,tail.ratio,weight
148,GRNMAS-1-B,MFS,GRNMAS,1,2017-08-15,G3,S,PEMA,A,M,T,N,752,NA,NA,51,36,83,68,NA,NA,752,0.819277108433735,15
149,GRNMAS-2-A,AMM,GRNMAS,2,2017-08-16,A10,L,PEMA,S,M,T,N,826,NA,NA,49,34,74,67,NA,NA,826,0.905405405405405,15
150,GRNMAS-2-A,AMM,GRNMAS,2,2017-08-16,D6,S,PEMA,S,F,P,Y,657,NA,NA,48,34,75,60,NA,NA,657,0.8,14
151,GRNMAS-2-A,AMM,GRNMAS,2,2017-08-16,E10,L,SPRU,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
152,GRNMAS-2-A,AMM,GRNMAS,2,2017-08-16,F5,L,PEMA,S,M,N,Y,664,NA,NA,52,36,81,79,NA,NA,664,0.975308641975309,16
153,GRNMAS-2-A,AMM,GRNMAS,2,2017-08-16,F8,S,SOTR,S,M,U,N,NA,NA,NA,4,NA,NA,NA,NA,KING-067,KING-067,NA,NA
154,GRNMAS-2-B,MFS,GRNMAS,2,2017-08-16,J2,S,PEMA,S,F,N,Y,662,NA,NA,51,35,80,60,NA,NA,662,0.75,16
155,GRNMAS-2-B,MFS,GRNMAS,2,2017-08-16,J3,L,SPRU,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,knocked over,NA,NA,NA,NA
156,GRNMAS-2-B,MFS,GRNMAS,2,2017-08-16,J6,S,PEMA,S,F,N,Y,753,NA,NA,50,35,82,71,NA,NA,753,0.865853658536585,15
157,GRNMAS-2-B,MFS,GRNMAS,2,2017-08-16,I8,L,MISS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
158,GRNMAS-2-B,MFS,GRNMAS,2,2017-08-16,I5,S,PEMA,S,F,N,N,847,NA,NA,53,35,84,64,NA,NA,847,0.761904761904762,18
159,GRNMAS-2-B,MFS,GRNMAS,2,2017-08-16,I3,S,PEBO,A,M,T,Y,803,NA,NA,52,35,83,91,NA,NA,803,1.09638554216867,17
160,GRNMAS-2-B,MFS,GRNMAS,2,2017-08-16,I1,S,PETR,A,F,P,N,705,NA,NA,59,36,100,97,NA,NA,705,0.97,23
161,GRNMAS-2-B,MFS,GRNMAS,2,2017-08-16,H7,L,SPRU,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
162,GRNMAS-2-B,MFS,GRNMAS,2,2017-08-16,H9,L,SPRU,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
163,GRNMAS-2-B,MFS,GRNMAS,2,2017-08-16,H10,S,PEMA,S,M,N,N,845,NA,NA,50,36,75,64,NA,NA,845,0.853333333333333,14
164,GRNMAS-2-B,MFS,GRNMAS,2,2017-08-16,G5,S,PEMA,S,M,N,Y,280,NA,NA,54,37,77,64,NA,NA,280,0.831168831168831,17
165,GRNMAS-2-B,MFS,GRNMAS,2,2017-08-16,G3,S,PEMA,S,M,T,Y,752,NA,NA,50,35,77,69,NA,NA,752,0.896103896103896,15
166,GRNMAS-2-B,MFS,GRNMAS,2,2017-08-16,B5,L,PEMA,S,M,T,Y,673,NA,NA,54,35,85,76,NA,NA,673,0.894117647058824,19
167,GRNMAS-3-A,AMM,GRNMAS,3,2017-08-17,C10,L,SOTR,A,M,U,N,NA,NA,NA,44,38,NA,NA,died; possibly testicular (stinky),KING-096,KING-096,NA,6
168,GRNMAS-3-A,AMM,GRNMAS,3,2017-08-17,F8,S,SPRU,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
169,GRNMAS-3-A,AMM,GRNMAS,3,2017-08-17,I2,L,PEMA,S,M,N,Y,752,NA,NA,57,40,76,71,NA,NA,752,0.934210526315789,17
170,GRNMAS-3-A,AMM,GRNMAS,3,2017-08-17,H2,S,PEMA,S,M,N,Y,753,NA,NA,52,35,82,71,NA,NA,753,0.865853658536585,17
171,GRNMAS-3-A,AMM,GRNMAS,3,2017-08-17,G5,S,PEMA,J,F,N,N,829,NA,NA,44,34,73,56,NA,NA,829,0.767123287671233,10
172,GRNMAS-3-A,AMM,GRNMAS,3,2017-08-17,F5,L,PEMA,S,M,N,Y,280,NA,NA,50,33,80,63,NA,NA,280,0.7875,17
173,GRNMAS-3-A,AMM,GRNMAS,3,2017-08-17,E3,S,PEMA,S,F,N,Y,662,NA,NA,50,35,75,55,very still,NA,662,0.733333333333333,15
174,GRNMAS-3-A,AMM,GRNMAS,3,2017-08-17,J1,L,SOTR,A,U,U,N,NA,NA,NA,4,NA,NA,NA,kind of smelly,KING-076,KING-076,NA,NA
175,GRNMAS-3-B,MFS,GRNMAS,3,2017-08-17,B8,L,PEMA,S,F,N,Y,657,NA,NA,49,34,73,58,NA,NA,657,0.794520547945205,15
176,GRNMAS-3-B,MFS,GRNMAS,3,2017-08-17,B4,S,PEMA,A,M,T,Y,673,NA,NA,51,33,83,70,NA,NA,673,0.843373493975904,18
177,GRNMAS-3-B,MFS,GRNMAS,3,2017-08-17,D8,L,PEBO,A,M,T,Y,803,NA,NA,50,34,80,90,NA,NA,803,1.125,16
178,GRNMAS-3-B,MFS,GRNMAS,3,2017-08-17,F10,S,PEMA,S,M,N,N,755,NA,NA,48,35,74,67,NA,NA,755,0.905405405405405,13
179,GRNMAS-3-B,MFS,GRNMAS,3,2017-08-17,E2,L,PEMA,A,M,T,Y,664,NA,NA,58,40,85,75,NA,NA,664,0.882352941176471,18
180,GRNQUA-1-A,MJH,GRNQUA,1,2017-08-08,J1,L,MISS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Trap half open; replaced,NA,NA,NA,NA
181,GRNQUA-1-A,MJH,GRNQUA,1,2017-08-08,J8,S,PEMA,A,F,P,N,448,NA,NA,54,40,72,63,2 small holes in left ear; very large ears,NA,448,0.875,14
182,GRNQUA-1-A,MJH,GRNQUA,1,2017-08-08,J10,S,PEMA,A,M,T,N,169,NA,NA,59,39,78,79,NA,NA,169,1.01282051282051,20
183,GRNQUA-1-A,MJH,GRNQUA,1,2017-08-08,I3,S,MISS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,treadle stuck open,NA,NA,NA,NA
184,GRNQUA-1-A,MJH,GRNQUA,1,2017-08-08,H3,L,PEMA,A,F,P,N,317,NA,NA,63,36,81,72,NA,NA,317,0.888888888888889,27
185,GRNQUA-1-A,MJH,GRNQUA,1,2017-08-08,G1,S,PEMA,A,M,T,N,243,NA,NA,58,40,80,62,NA,NA,243,0.775,18
186,GRNQUA-1-B,CHT,GRNQUA,1,2017-08-08,D4,S,SPRU,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
187,GRNQUA-1-B,CHT,GRNQUA,1,2017-08-08,D8,S,PEMA,A,M,T,N,378,NA,NA,48,34,70,60,NA,NA,378,0.857142857142857,14
188,GRNQUA-1-B,CHT,GRNQUA,1,2017-08-08,F5,L,PEMA,A,M,T,N,289,NA,NA,56,35,70,65,NA,NA,289,0.928571428571429,21
189,GRNQUA-1-B,CHT,GRNQUA,1,2017-08-08,G9,S,PEMA,A,M,T,N,282,NA,NA,54,35,65,60,NA,NA,282,0.923076923076923,19
190,GRNQUA-1-C,JMP,GRNQUA,1,2017-08-08,A5,S,PEMA,J,M,N,N,86,NA,NA,60,43,67,57,NA,NA,086,0.850746268656716,17
191,GRNQUA-1-C,JMP,GRNQUA,1,2017-08-08,C1,S,PEMA,A,M,T,N,339,NA,NA,65,47,64,66,NA,NA,339,1.03125,18
192,GRNQUA-1-C,JMP,GRNQUA,1,2017-08-08,C3,S,PEMA,J,M,N,N,211,NA,NA,61,46,58,60,NA,NA,211,1.03448275862069,15
193,GRNQUA-1-C,JMP,GRNQUA,1,2017-08-08,C9,S,SOTR,U,U,U,N,NA,NA,NA,5,NA,NA,NA,dead,KING-034,KING-034,NA,NA
194,GRNQUA-1-C,JMP,GRNQUA,1,2017-08-08,G10,L,PEMA,A,F,P,N,80,NA,NA,68,42,68,65,NA,NA,080,0.955882352941177,26
195,GRNQUA-1-C,JMP,GRNQUA,1,2017-08-08,G3,S,PEMA,A,M,T,N,214,NA,NA,71,44,69,64,NA,NA,214,0.927536231884058,27
196,GRNQUA-2-A,MJH,GRNQUA,2,2017-08-09,A1,S,PEMA,A,M,T,Y,339,NA,NA,66,44,71,64,NA,NA,339,0.901408450704225,22
197,GRNQUA-2-A,MJH,GRNQUA,2,2017-08-09,A7,S,SPRU,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
198,GRNQUA-2-A,MJH,GRNQUA,2,2017-08-09,B1,L,SPRU,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
199,GRNQUA-2-A,MJH,GRNQUA,2,2017-08-09,C5,S,PEMA,A,M,T,Y,86,NA,NA,56,41,72,56,NA,NA,086,0.777777777777778,15
200,GRNQUA-2-A,MJH,GRNQUA,2,2017-08-09,C9,S,SPRU,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
201,GRNQUA-2-A,MJH,GRNQUA,2,2017-08-09,D8,S,PEMA,A,M,T,Y,282,NA,NA,57,40,73,64,NA,NA,282,0.876712328767123,17
202,GRNQUA-2-A,MJH,GRNQUA,2,2017-08-09,D3,L,PEMA,S,M,N,Y,211,NA,NA,48,40,72,55,NA,NA,211,0.763888888888889,8
203,GRNQUA-2-A,MJH,GRNQUA,2,2017-08-09,E10,L,SOTR,A,F,N,N,NA,NA,NA,4.6,NA,NA,NA,dead,KING-014,KING-014,NA,NA
204,GRNQUA-2-A,MJH,GRNQUA,2,2017-08-09,F4,S,PEMA,A,F,P,Y,317,NA,NA,64,39,89,79,NA,NA,317,0.887640449438202,25
205,GRNQUA-2-B,CHT,GRNQUA,2,2017-08-09,J1,L,PEMA,A,F,P,Y,214,NA,NA,58,35,65,60,NA,NA,214,0.923076923076923,23
206,GRNQUA-2-B,CHT,GRNQUA,2,2017-08-09,J9,L,PEMA,MD,MD,MD,Y,448,NA,NA,50,35,NA,NA,escaped,NA,448,NA,15
207,GRNQUA-2-B,CHT,GRNQUA,2,2017-08-09,I1,S,SPRU,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
208,GRNQUA-2-B,CHT,GRNQUA,2,2017-08-09,H6,S,PEMA,A,F,P,Y,378,NA,NA,51,33,65,61,NA,NA,378,0.938461538461538,18
209,GRNQUA-2-B,CHT,GRNQUA,2,2017-08-09,G10,L,PEMA,A,F,N,Y,80,NA,NA,54,33,70,60,NA,NA,080,0.857142857142857,21
210,GRNQUA-2-B,CHT,GRNQUA,2,2017-08-09,G8,L,PEMA,A,M,T,Y,289,NA,NA,57,39,68,65,NA,NA,289,0.955882352941177,18
211,GRNQUA-2-B,CHT,GRNQUA,2,2017-08-09,G1,S,PEMA,A,M,T,Y,243,NA,NA,53,39,66,61,NA,NA,243,0.924242424242424,14
212,GRNQUA-3-A,MJH,GRNQUA,3,2017-08-10,A4,L,PEMA,A,F,P,N,238,NA,NA,59,39,81,60,NA,NA,238,0.740740740740741,20
213,GRNQUA-3-A,MJH,GRNQUA,3,2017-08-10,B4,S,PEMA,A,M,T,Y,86,NA,NA,58,40,70,59,NA,NA,086,0.842857142857143,18
214,GRNQUA-3-A,MJH,GRNQUA,3,2017-08-10,B2,S,PEMA,A,M,T,Y,339,NA,NA,57,40,70,68,huge ears,NA,339,0.971428571428571,17
215,GRNQUA-3-A,MJH,GRNQUA,3,2017-08-10,C10,L,SOTR,A,F,L,N,NA,NA,NA,6,NA,NA,NA,dead; looks like recap; maybe from GRNSNO?,KING-079,KING-079,NA,NA
216,GRNQUA-3-A,MJH,GRNQUA,3,2017-08-10,C1,S,PEMA,A,M,T,N,314,NA,NA,56,40,69,60,NA,NA,314,0.869565217391304,16
217,GRNQUA-3-B,CHT,GRNQUA,3,2017-08-10,D2,S,PEMA,A,F,P,N,290,NA,NA,51,35,63,55,NA,NA,290,0.873015873015873,16
218,GRNQUA-3-B,CHT,GRNQUA,3,2017-08-10,D3,L,PEMA,A,F,P,Y,112,NA,NA,50,36,62,57,NA,NA,211,0.919354838709677,14
219,GRNQUA-3-B,CHT,GRNQUA,3,2017-08-10,E8,L,SPRU,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
220,GRNQUA-3-B,CHT,GRNQUA,3,2017-08-10,F2,S,SOTR,A,U,U,N,NA,NA,NA,46,41,55,46,dead,KING-003,KING-003,0.836363636363636,5
221,GRNQUA-3-B,CHT,GRNQUA,3,2017-08-10,F9,L,PEMA,A,M,T,Y,282,NA,NA,51,33,68,64,NA,NA,282,0.941176470588235,18
222,GRNQUA-3-B,CHT,GRNQUA,3,2017-08-10,G10,L,PEMA,A,F,P,Y,80,NA,NA,54,31,65,61,NA,NA,080,0.938461538461538,23
223,GRNQUA-3-B,CHT,GRNQUA,3,2017-08-10,G6,L,PEMA,A,F,P,Y,378,NA,NA,51,36,70,62,NA,NA,378,0.885714285714286,15
224,GRNQUA-3-C,AMM,GRNQUA,3,2017-08-10,J1,L,PEMA,A,M,T,N,704,NA,NA,57,35,89,69,could be recap; had holes in left ear where tag would be,NA,704,0.775280898876405,22
225,GRNQUA-3-C,AMM,GRNQUA,3,2017-08-10,J9,L,PEMA,S,F,P,Y,448,NA,NA,48,34,74,64,NA,NA,448,0.864864864864865,14
226,GRNQUA-3-C,AMM,GRNQUA,3,2017-08-10,J3,L,SPRU,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
227,GRNQUA-3-C,AMM,GRNQUA,3,2017-08-10,H9,L,PEMA,A,M,T,Y,169,NA,NA,57,35,84,76,NA,NA,169,0.904761904761905,22
228,GRNQUA-3-C,AMM,GRNQUA,3,2017-08-10,H6,S,PEMA,A,M,T,Y,289,NA,NA,53,35,86,68,NA,NA,289,0.790697674418605,18
229,GRNQUA-3-C,AMM,GRNQUA,3,2017-08-10,I2,L,PEMA,A,M,T,Y,214,NA,NA,55,35,82,58,NA,NA,214,0.707317073170732,20
230,GRNQUA-3-C,AMM,GRNQUA,3,2017-08-10,G1,S,PEMA,A,M,T,Y,243,NA,NA,49,33,66,56,dead in trap; no fluff and trap in shaded area --> hypothermia? Could possibly not have been checked yesterday. Hard to stretch body to measure body length.,KING-087,243,0.848484848484849,16
231,GRNQUA-3-C,AMM,GRNQUA,3,2017-08-10,G3,S,PEMA,A,F,P,Y,317,NA,NA,58,34,92,77,NA,NA,317,0.83695652173913,24
232,GRNSNO-1-A,KAT,GRNSNO,1,2017-07-18,F2,L,PEMA,A,M,T,N,11,NA,NA,49,33,75,73,NA,NA,011,0.973333333333333,16
233,GRNSNO-1-A,KAT,GRNSNO,1,2017-07-18,G3,L,PEMA,A,F,P,N,197,NA,NA,56,35,85,66,NA,NA,197,0.776470588235294,21
234,GRNSNO-1-A,KAT,GRNSNO,1,2017-07-18,G10,S,PEMA,A,M,T,N,191,NA,NA,52,34,80,70,NA,NA,191,0.875,18
235,GRNSNO-1-A,KAT,GRNSNO,1,2017-07-18,H7,S,SOTR,A,U,U,N,NA,NA,CLIPPED,39,33,NA,49,butt clipped,NA,CLIP-7,NA,6
236,GRNSNO-1-A,KAT,GRNSNO,1,2017-07-18,H6,L,PEMA,A,M,T,N,182,NA,NA,53,34,85,68,NA,NA,182,0.8,19
237,GRNSNO-1-B,MLW,GRNSNO,1,2017-07-18,J3,S,PEMA,A,M,T,N,348,NA,NA,47,32,79,66,NA,NA,348,0.835443037974684,15
238,GRNSNO-1-B,MLW,GRNSNO,1,2017-07-18,J4,L,PEMA,A,M,T,N,332,NA,NA,46,38,76,59,NA,NA,332,0.776315789473684,8
239,GRNSNO-1-B,MLW,GRNSNO,1,2017-07-18,J5,S,PEMA,A,F,P,N,327,NA,NA,55,32,77,71,NA,NA,327,0.922077922077922,23
240,GRNSNO-1-B,MLW,GRNSNO,1,2017-07-18,J10,L,PEMA,S,F,N,N,281,NA,NA,48,34,72,62,NA,NA,281,0.861111111111111,14
241,GRNSNO-1-B,MLW,GRNSNO,1,2017-07-18,I7,L,PEMA,A,M,T,N,388,NA,NA,51,33,74,70,NA,NA,388,0.945945945945946,18
242,GRNSNO-1-B,MLW,GRNSNO,1,2017-07-18,I4,S,SPRU,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
243,GRNSNO-1-B,MLW,GRNSNO,1,2017-07-18,I2,S,SPRU,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
244,GRNSNO-1-B,MLW,GRNSNO,1,2017-07-18,H1,S,SPRU,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
245,GRNSNO-1-B,MLW,GRNSNO,1,2017-07-18,H3,S,PEMA,A,F,P,N,489,NA,NA,44,34,71,66,NA,NA,489,0.929577464788732,10
246,GRNSNO-2-A,KAT,GRNSNO,2,2017-07-19,J1,S,PEMA,A,M,T,Y,332,NA,NA,51,33,75,60,NA,NA,332,0.8,18
247,GRNSNO-2-A,KAT,GRNSNO,2,2017-07-19,J3,S,PEMA,A,M,T,Y,348,NA,NA,49,34,78,66,NA,NA,348,0.846153846153846,15
248,GRNSNO-2-A,KAT,GRNSNO,2,2017-07-19,J4,L,PEMA,A,F,P,Y,327,NA,NA,56,34,83,75,NA,NA,327,0.903614457831325,22
249,GRNSNO-2-A,KAT,GRNSNO,2,2017-07-19,J7,S,PEMA,A,M,T,Y,182,NA,NA,53,34,78,68,NA,NA,182,0.871794871794872,19
250,GRNSNO-2-A,KAT,GRNSNO,2,2017-07-19,J10,L,PEMA,A,F,N,Y,281,NA,NA,46,33,67,64,NA,NA,281,0.955223880597015,13
251,GRNSNO-2-A,KAT,GRNSNO,2,2017-07-19,I4,S,PEMA,A,M,T,Y,388,NA,NA,50,33,78,69,NA,NA,388,0.884615384615385,17
252,GRNSNO-2-A,KAT,GRNSNO,2,2017-07-19,H1,S,PEMA,A,M,T,N,184,NA,NA,51,35,80,65,NA,NA,184,0.8125,16
253,GRNSNO-2-A,KAT,GRNSNO,2,2017-07-19,H3,S,PEMA,A,M,T,Y,11,NA,NA,49,34,76,73,NA,NA,011,0.960526315789474,15
254,GRNSNO-2-A,KAT,GRNSNO,2,2017-07-19,H6,L,PEMA,A,F,N,Y,197,NA,NA,54,34,82,66,fat but doesn't seem pregnant,NA,197,0.804878048780488,20
255,GRNSNO-2-A,KAT,GRNSNO,2,2017-07-19,H10,L,SOTR,A,U,U,N,NA,NA,CLIPPED,42,37,NA,49,NA,NA,CLIP-8,NA,5
256,GRNSNO-2-A,KAT,GRNSNO,2,2017-07-19,G9,L,PEMA,A,M,T,Y,191,NA,NA,54,35,78,67,NA,NA,191,0.858974358974359,19
257,GRNSNO-2-B,MLW,GRNSNO,2,2017-07-19,A3,L,PEMA,A,M,N,N,391,NA,NA,43,33,73,69,NA,NA,391,0.945205479452055,10
258,GRNSNO-2-B,MLW,GRNSNO,2,2017-07-19,B2,L,SOTR,A,F,U,N,NA,NA,CLIPPED,39,35,NA,52,butt clipped,NA,CLIP-9,NA,4
259,GRNSNO-2-B,MLW,GRNSNO,2,2017-07-19,C6,S,SOTR,U,U,U,N,NA,NA,NA,NA,NA,NA,NA,dead,KING-025,KING-025,NA,NA
260,GRNSNO-2-B,MLW,GRNSNO,2,2017-07-19,C7,L,PEMA,A,M,T,N,338,NA,NA,48,33,69,65,NA,NA,338,0.942028985507246,15
261,GRNSNO-2-B,MLW,GRNSNO,2,2017-07-19,E1,L,SPRU,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
262,GRNSNO-2-B,MLW,GRNSNO,2,2017-07-19,E5,L,SPRU,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
263,GRNSNO-2-B,MLW,GRNSNO,2,2017-07-19,G4,S,PEMA,A,F,P,Y,489,NA,NA,50,33,74,68,NA,NA,489,0.918918918918919,17
264,GRNSNO-2-B,MLW,GRNSNO,2,2017-07-19,G5,L,PEMA,A,M,T,N,296,NA,NA,51,36,77,67,NA,NA,296,0.87012987012987,15
265,GRNSNO-3-A,KAT,GRNSNO,3,2017-07-20,B3,S,PEMA,A,M,N,Y,391,NA,NA,49,35,70,68,NA,NA,391,0.971428571428571,14
266,GRNSNO-3-A,KAT,GRNSNO,3,2017-07-20,A7,L,SPRU,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
267,GRNSNO-3-A,KAT,GRNSNO,3,2017-07-20,C2,S,PEMA,A,M,T,Y,11,NA,NA,57,40,76,73,NA,NA,011,0.960526315789474,17
268,GRNSNO-3-A,KAT,GRNSNO,3,2017-07-20,C7,L,PEMA,A,M,N,Y,338,NA,NA,49,35,70,64,NA,NA,338,0.914285714285714,14
269,GRNSNO-3-A,KAT,GRNSNO,3,2017-07-20,D8,L,SPRU,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
270,GRNSNO-3-A,KAT,GRNSNO,3,2017-07-20,G2,L,PEMA,A,F,P,Y,197,NA,NA,55,34,85,66,NA,NA,197,0.776470588235294,21
271,GRNSNO-3-A,KAT,GRNSNO,3,2017-07-20,F2,S,PEMA,A,M,T,Y,388,NA,NA,51,34,70,68,NA,NA,388,0.971428571428571,17
272,GRNSNO-3-A,KAT,GRNSNO,3,2017-07-20,F1,L,PEMA,A,M,T,Y,184,NA,NA,50,34,83,65,NA,NA,184,0.783132530120482,16
273,GRNSNO-3-B,MLW,GRNSNO,3,2017-07-20,J1,S,PEMA,A,M,T,Y,332,NA,NA,52,38,77,61,NA,NA,332,0.792207792207792,14
274,GRNSNO-3-B,MLW,GRNSNO,3,2017-07-20,J3,L,PEMA,A,F,P,Y,327,NA,NA,53,32,76,71,NA,NA,327,0.934210526315789,21
275,GRNSNO-3-B,MLW,GRNSNO,3,2017-07-20,J8,L,PEMA,A,M,T,Y,182,NA,NA,53,34,81,70,NA,NA,182,0.864197530864197,19
276,GRNSNO-3-B,MLW,GRNSNO,3,2017-07-20,J10,L,PEMA,S,F,N,Y,281,NA,NA,51,33,73,63,NA,NA,281,0.863013698630137,18
277,GRNSNO-3-B,MLW,GRNSNO,3,2017-07-20,I8,S,PEMA,A,M,T,Y,191,NA,NA,50,32,76,69,NA,NA,191,0.907894736842105,18
278,GRNSNO-3-B,MLW,GRNSNO,3,2017-07-20,I7,L,SPRU,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
279,GRNSNO-3-B,MLW,GRNSNO,3,2017-07-20,I2,S,PEMA,A,M,T,Y,348,NA,NA,44,33,77,65,NA,NA,348,0.844155844155844,11
280,GRNSNO-3-B,MLW,GRNSNO,3,2017-07-20,H4,L,PEMA,A,F,P,Y,489,NA,NA,52,33,75,66,NA,NA,489,0.88,19
281,GRNSNO-3-B,MLW,GRNSNO,3,2017-07-20,H6,L,PEMA,A,M,T,N,295,NA,NA,48,33,74,66,NA,NA,295,0.891891891891892,15
282,GRNSNO-3-B,MLW,GRNSNO,3,2017-07-20,H7,S,SPRU,U,U,U,Y,NA,NA,CLIPPED,NA,NA,NA,NA,dead,KING-045,NA,NA,NA
283,GRNSNO-3-B,MLW,GRNSNO,3,2017-07-20,G8,S,MISS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,appears to have escaped through hole in trap,NA,NA,NA,NA
284,GRNSNO-3-B,MLW,GRNSNO,3,2017-07-20,G7,L,PEMA,A,M,T,Y,296,NA,NA,53,35,77,66,NA,NA,296,0.857142857142857,18
285,GRNTUR-1-A,AMM,GRNTUR,1,2017-07-11,A10,S,SPRU,A,M,T,N,NA,NA,NA,51,35,NA,NA,escaped,NA,NA,NA,16
286,GRNTUR-1-A,AMM,GRNTUR,1,2017-07-11,B8,L,PEMA,A,M,T,N,355,NA,NA,48,36,75,65,NA,NA,355,0.866666666666667,12
287,GRNTUR-1-A,AMM,GRNTUR,1,2017-07-11,B9,S,MISS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
288,GRNTUR-1-A,AMM,GRNTUR,1,2017-07-11,C7,L,TAQU,A,F,L,N,138,NA,NA,134,36,NA,NA,NA,NA,138,NA,98
289,GRNTUR-1-A,AMM,GRNTUR,1,2017-07-11,E6,S,SPRU,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
290,GRNTUR-1-B,MJH,GRNTUR,1,2017-07-11,J1,S,PEMA,A,F,P,N,487,NA,NA,58,44,72,58,NA,NA,487,0.805555555555556,14
291,GRNTUR-1-B,MJH,GRNTUR,1,2017-07-11,J6,L,PEMA,A,M,N,N,344,NA,NA,56,44,69,60,bad eartag,NA,344,0.869565217391304,12
292,GRNTUR-1-B,MJH,GRNTUR,1,2017-07-11,J8,L,PEMA,A,F,P,N,215,NA,NA,60,42,76,67,NA,NA,215,0.881578947368421,18
293,GRNTUR-1-B,MJH,GRNTUR,1,2017-07-11,H6,L,MISS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,treadle really tight; appears to have been missed when setting traps,NA,NA,NA,NA
294,GRNTUR-1-B,MJH,GRNTUR,1,2017-07-11,I3,L,PEMA,S,M,N,N,341,NA,NA,59,45,75,59,NA,NA,341,0.786666666666667,14
295,GRNTUR-1-B,MJH,GRNTUR,1,2017-07-11,I1,L,PEMA,A,M,T,N,335,NA,NA,59,43,73,72,looked odd for PEMA; large ears and bicolored tail,NA,335,0.986301369863014,16
296,GRNTUR-1-B,MJH,GRNTUR,1,2017-07-11,H4,L,SPRU,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
297,GRNTUR-1-B,MJH,GRNTUR,1,2017-07-11,H10,L,SPRU,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
298,GRNTUR-1-B,MJH,GRNTUR,1,2017-07-11,F1,S,MISS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Not set (still in prebaiting mode),NA,NA,NA,NA
299,GRNTUR-1-B,MJH,GRNTUR,1,2017-07-11,F2,L,MISS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Not set (still in prebaiting mode),NA,NA,NA,NA
300,GRNTUR-1-B,MJH,GRNTUR,1,2017-07-11,F3,S,MISS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Not set (still in prebaiting mode),NA,NA,NA,NA
301,GRNTUR-1-B,MJH,GRNTUR,1,2017-07-11,F4,L,MISS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Not set (still in prebaiting mode),NA,NA,NA,NA
302,GRNTUR-1-B,MJH,GRNTUR,1,2017-07-11,F5,S,MISS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Not set (still in prebaiting mode),NA,NA,NA,NA
303,GRNTUR-1-B,MJH,GRNTUR,1,2017-07-11,F7,S,MISS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Not set (still in prebaiting mode),NA,NA,NA,NA
304,GRNTUR-1-B,MJH,GRNTUR,1,2017-07-11,F8,L,MISS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Not set (still in prebaiting mode),NA,NA,NA,NA
