capID,code,trapper,site,day,date,trap,trap.type,species,age,sex,breed,recap,left.tag,right.tag,clipped,total.wt,bag.wt,body.lgth,tail.lgth,comments,catnum
830,HISHRU-1-B,AMM,HISHRU,1,8-Aug-17,H9,S,PEXX,A,MD,MD,N,,,,MD,MD,MD,MD,escaped,
831,HISHRU-1-B,AMM,HISHRU,1,8-Aug-17,H1,S,SPRU,,,,,,,,,,,,,
832,HISHRU-1-B,AMM,HISHRU,1,8-Aug-17,G9,L,PEMA,A,F,P,N,701,,,53,36,84,77,,
833,HISHRU-1-B,AMM,HISHRU,1,8-Aug-17,G10,S,PEBO,A,M,T,N,709,,,49,33,77,60,,
834,HISHRU-1-B,AMM,HISHRU,1,8-Aug-17,F5,L,PEMA,A,M,T,N,374,,,52,36,82,79,large ears; not REME,
835,HISHRU-2-A,AMM,HISHRU,2,9-Aug-17,A9,L,REME,A,F,L,N,134,,,51,34,75,75,,
836,HISHRU-2-A,AMM,HISHRU,2,9-Aug-17,A8,S,PEMA,A,M,T,Y,820,,,52,36,85,70,,
837,HISHRU-2-A,AMM,HISHRU,2,9-Aug-17,A5,L,PEMA,S,F,P,N,725,,,50,36,74,66,very grey,
838,HISHRU-2-A,AMM,HISHRU,2,9-Aug-17,A4,S,TAQU,S,F,N,N,719,,,105,35,,,could be juvenile? No apparent nipples,
839,HISHRU-2-A,AMM,HISHRU,2,9-Aug-17,A3,L,PEMA,S,F,P,N,132,,,56,36,80,70,,
840,HISHRU-2-A,AMM,HISHRU,2,9-Aug-17,A2,S,PEMA,A,M,T,Y,186,,,57,37,89,65,,
841,HISHRU-2-A,AMM,HISHRU,2,9-Aug-17,C10,S,SPRU,,,,,,,,,,,,,
842,HISHRU-2-A,AMM,HISHRU,2,9-Aug-17,C7,L,SPRU,,,,,,,,,,,,,
843,HISHRU-2-A,AMM,HISHRU,2,9-Aug-17,C2,S,PEMA,A,M,T,Y,817,,,55,35,87,66,,
844,HISHRU-2-A,AMM,HISHRU,2,9-Aug-17,D9,S,MISS,,,,,,,,,,,,never set,
845,HISHRU-2-A,AMM,HISHRU,2,9-Aug-17,E8,S,TAQU,S,F,N,N,720,,,95,33,,,,
846,HISHRU-2-B,KAT MFS,HISHRU,2,9-Aug-17,J10,L,PEMA,A,F,P,N,822,,,59,33,95,62,,
847,HISHRU-2-B,KAT MFS,HISHRU,2,9-Aug-17,J8,L,SPRU,,,,,,,,,,,,full of beetles,
848,HISHRU-2-B,KAT MFS,HISHRU,2,9-Aug-17,J6,L,PEMA,A,F,P,N,034,,,61,33,93,65,,
849,HISHRU-2-B,KAT MFS,HISHRU,2,9-Aug-17,I10,S,PEMA,A,M,T,Y,710,,,32,13,80,74,,
850,HISHRU-2-B,KAT MFS,HISHRU,2,9-Aug-17,J5,S,PEMA,A,M,T,Y,147,,,53,35,85,69,,
851,HISHRU-2-B,KAT MFS,HISHRU,2,9-Aug-17,I7,L,PEMA,A,F,P,Y,718,,,32,13,83,74,,
852,HISHRU-2-B,KAT MFS,HISHRU,2,9-Aug-17,J1,S,PEMA,A,M,T,Y,816,,,54,33,83,76,,
853,HISHRU-2-B,KAT MFS,HISHRU,2,9-Aug-17,H3,S,PEMA,A,F,P,N,804,,,53,33,90,66,,
854,HISHRU-2-B,KAT MFS,HISHRU,2,9-Aug-17,H4,L,PEMA,A,M,T,N,821,,,30,15,79,76,,
855,HISHRU-2-B,KAT MFS,HISHRU,2,9-Aug-17,H6,L,PEMA,A,M,T,N,806,,,53,34,MD,MD,,
856,HISHRU-2-B,KAT MFS,HISHRU,2,9-Aug-17,G10,S,PEMA,A,M,T,Y,710,,,32,13,84,73,,
857,HISHRU-2-B,KAT MFS,HISHRU,2,9-Aug-17,G9,L,SPBE,A,M,N,N,017,,,830,80,,,,
858,HISHRU-2-B,KAT MFS,HISHRU,2,9-Aug-17,G5,L,PEMA,A,M,T,Y,374,,,53,35,81,74,,
859,HISHRU-2-B,KAT MFS,HISHRU,2,9-Aug-17,F9,S,SPRU,,,,,,,,,,,,,
860,HISHRU-2-B,KAT MFS,HISHRU,2,9-Aug-17,E9,L,TAQU,S,M,N,Y,819,,,95,35,,,CHANGE ID OF PREVOUS CAPTURE,
861,HISHRU-3-A,KAT,HISHRU,3,10-Aug-17,E10,S,SPRU,,,,,,,,,,,,,
862,HISHRU-3-A,KAT,HISHRU,3,10-Aug-17,E6,S,ROBB,,,,,,,,,,,,treadle jammed,
863,HISHRU-3-A,KAT,HISHRU,3,10-Aug-17,E2,S,PEMA,A,M,T,Y,816,,,39,18,81,75,,
864,HISHRU-3-A,KAT,HISHRU,3,10-Aug-17,F1,S,ROBB,,,,,,,,,,,,treadle jammed,
865,HISHRU-3-A,KAT,HISHRU,3,10-Aug-17,F4,L,ROBB,,,,,,,,,,,,treadle too tight,
866,HISHRU-3-A,KAT,HISHRU,3,10-Aug-17,F9,S,SPRU,,,,,,,,,,,,,
867,HISHRU-3-A,KAT,HISHRU,3,10-Aug-17,F8,L,SPBE,A,M,T,Y,017,,,830,40,,,,
868,HISHRU-3-A,KAT,HISHRU,3,10-Aug-17,G10,S,PEMA,A,F,P,Y,822,,,37,13,85,78,,
869,HISHRU-3-A,KAT,HISHRU,3,10-Aug-17,D7,S,SPRU,,,,,,,,,,,,large hole in trap,
870,HISHRU-3-A,KAT,HISHRU,3,10-Aug-17,D10,S,PEMA,A,M,T,N,876,,,33,16,75,70,,
871,HISHRU-3-A,KAT,HISHRU,3,10-Aug-17,G2,S,DISD,,,,,,,,,,,,trap on side,
872,HISHRU-3-A,KAT,HISHRU,3,10-Aug-17,G5,L,PEMA,A,M,T,Y,374,,,29,13,81,79,,
873,HISHRU-3-B,BSM,HISHRU,3,10-Aug-17,J10,L,PEMA,A,M,T,Y,709,,,52,35,72,62,,
874,HISHRU-3-B,BSM,HISHRU,3,10-Aug-17,I2,S,PEMA,A,F,P,Y,804,,,56,38,80,68,,
875,HISHRU-3-B,BSM,HISHRU,3,10-Aug-17,I7,L,PEMA,A,F,P,Y,718,,,54,35,82,72,,
876,HISHRU-3-B,BSM,HISHRU,3,10-Aug-17,H8,S,PEMA,J,M,N,Y,368,,,49,32,75,60,,
877,HISHRU-3-B,BSM,HISHRU,3,10-Aug-17,H5,S,PEMA,A,U,T,Y,821,,,52,37,78,75,,
878,HISHRU-3-B,BSM,HISHRU,3,10-Aug-17,H4,L,PEMA,A,F,P,Y,034,,,55,34,80,61,4 pinkies left in trap,
879,HISHRU-3-B,BSM,HISHRU,3,10-Aug-17,H6,L,PEMA,A,M,T,Y,710,,,17,,80,68,dead,KING-006
880,HISHRU-3-B,BSM,HISHRU,3,10-Aug-17,H8,S,PEMA,A,M,T,Y,147,,,53,34,85,70,,
881,HISHRU-3-C,MFS,HISHRU,3,10-Aug-17,A9,L,PEMA,A,F,N,Y,134,,,52,35,85,74,,
882,HISHRU-3-C,MFS,HISHRU,3,10-Aug-17,A8,S,PEXX,MD,MD,MD,MD,,,,MD,MD,MD,MD,escaped,
883,HISHRU-3-C,MFS,HISHRU,3,10-Aug-17,A6,S,PEMA,J,F,N,Y,725,,,50,36,81,66,,
884,HISHRU-3-C,MFS,HISHRU,3,10-Aug-17,A4,S,PEMA,A,M,T,Y,186,,,51,34,82,64,,
885,HISHRU-3-C,MFS,HISHRU,3,10-Aug-17,A3,L,PEMA,A,F,N,Y,132,,,54,35,76,69,,
886,HISHRU-3-C,MFS,HISHRU,3,10-Aug-17,A1,L,TAQU,A,F,N,Y,719,,,102,36,,,,
887,HISHRU-3-C,MFS,HISHRU,3,10-Aug-17,B2,L,PEMA,A,M,T,Y,817,,,51,34,88,63,,
888,HISHRU-3-C,MFS,HISHRU,3,10-Aug-17,C8,S,PEMA,A,M,T,Y,806,,,55,35,90,78,,
889,HISHRU-3-C,MFS,HISHRU,3,10-Aug-17,C3,L,SPRU,,,,,,,,,,,,sprung by juvenile flycatcher,
890,HISQUE-1-A,BSM,HISQUE,1,1-Aug-17,G3,L,SPRU,,,,,,,,,,,,probably sprung by bear,
891,HISQUE-1-A,BSM,HISQUE,1,1-Aug-17,G4,S,SPRU,,,,,,,,,,,,probably sprung by bear,
892,HISQUE-1-A,BSM,HISQUE,1,1-Aug-17,G5,L,SPRU,,,,,,,,,,,,probably sprung by bear,
893,HISQUE-1-A,BSM,HISQUE,1,1-Aug-17,H5,S,SPRU,,,,,,,,,,,,probably sprung by bear,
894,HISQUE-1-A,BSM,HISQUE,1,1-Aug-17,J10,L,SPRU,,,,,,,,,,,,probably sprung by bear,
895,HISQUE-1-A,BSM,HISQUE,1,1-Aug-17,J9,S,SPRU,,,,,,,,,,,,probably sprung by bear,
896,HISQUE-1-A,BSM,HISQUE,1,1-Aug-17,J7,S,SPRU,,,,,,,,,,,,probably sprung by bear,
897,HISQUE-1-A,BSM,HISQUE,1,1-Aug-17,J6,L,SPRU,,,,,,,,,,,,probably sprung by bear,
898,HISQUE-1-A,BSM,HISQUE,1,1-Aug-17,A6,S,SPRU,,,,,,,,,,,,probably sprung by bear,
899,HISQUE-1-A,BSM,HISQUE,1,1-Aug-17,H4,S,PEMA,A,F,P,N,003,,,53,34,86,75,,
900,HISQUE-1-A,BSM,HISQUE,1,1-Aug-17,G8,S,PEMA,A,M,T,N,,,,15,,82,79,dead,KING-075
901,HISQUE-1-A,BSM,HISQUE,1,1-Aug-17,I4,S,PEMA,A,M,T,N,,,,16,,90,76,dead,KING-093
902,HISQUE-1-A,BSM,HISQUE,1,1-Aug-17,B8,S,PEMA,A,F,P,N,039,,,55,34,91,75,,
903,HISQUE-1-A,BSM,HISQUE,1,1-Aug-17,A9,S,PEMA,A,M,N,N,199,,,49,35,84,71,,
904,HISQUE-1-B,JMP,HISQUE,1,1-Aug-17,D9,L,PEMA,A,M,T,N,212,,,63,45,75,64,,
905,HISQUE-1-B,JMP,HISQUE,1,1-Aug-17,F10,S,PEMA,A,F,P,N,476,,,60,44,75,66,,
906,HISQUE-1-B,JMP,HISQUE,1,1-Aug-17,D2,S,PEMA,A,F,P,N,,,,26,,79,78,dead,KING-085
907,HISQUE-1-B,JMP,HISQUE,1,1-Aug-17,D3,L,SPRU,,,,,,,,,,,,,
908,HISQUE-1-B,JMP,HISQUE,1,1-Aug-17,D5,L,SPRU,,,,,,,,,,,,,
909,HISQUE-1-B,JMP,HISQUE,1,1-Aug-17,F1,L,SPRU,,,,,,,,,,,,,
910,HISQUE-1-B,JMP,HISQUE,1,1-Aug-17,F3,L,SPRU,,,,,,,,,,,,,
911,HISQUE-1-B,JMP,HISQUE,1,1-Aug-17,F4,S,SPRU,,,,,,,,,,,,,
912,HISQUE-2-A,KAT BSM,HISQUE,2,2-Aug-17,A1,S,PEMA,A,F,P,N,195,,,56,38,73,69,,
913,HISQUE-2-A,KAT BSM,HISQUE,2,2-Aug-17,A3,S,SPRU,,,,,,,,,,,,probably sprung by bear,
914,HISQUE-2-A,KAT BSM,HISQUE,2,2-Aug-17,A4,L,SPRU,,,,,,,,,,,,probably sprung by bear,
915,HISQUE-2-A,KAT BSM,HISQUE,2,2-Aug-17,C8,L,ROBB,,,,,,,,,,,,,
916,HISQUE-2-A,KAT BSM,HISQUE,2,2-Aug-17,C5,S,ROBB,,,,,,,,,,,,,
917,HISQUE-2-A,KAT BSM,HISQUE,2,2-Aug-17,E4,L,PEMA,A,M,T,N,198,,,58,39,85,75,,
918,HISQUE-2-A,KAT BSM,HISQUE,2,2-Aug-17,E6,L,SPRU,,,,,,,,,,,,,
919,HISQUE-2-A,KAT BSM,HISQUE,2,2-Aug-17,E9,S,PEMA,A,F,P,Y,476,,,50,34,82,65,,
920,HISQUE-2-B,JMP,HISQUE,2,2-Aug-17,J2,S,PEBO,A,M,T,N,206,,,59,41,65,68,,
921,HISQUE-2-B,JMP,HISQUE,2,2-Aug-17,I10,L,PEMA,A,F,L,N,208,,,65,44,67,66,,
922,HISQUE-2-B,JMP,HISQUE,2,2-Aug-17,H8,S,PEMA,A,M,T,Y,212,,,59,43,75,69,,
923,HISQUE-2-B,JMP,HISQUE,2,2-Aug-17,F1,L,SPRU,,,,,,,,,,,,,
924,HISQUE-2-B,JMP,HISQUE,2,2-Aug-17,F2,S,SPRU,,,,,,,,,,,,,
925,HISQUE-2-B,JMP,HISQUE,2,2-Aug-17,F3,L,SPRU,,,,,,,,,,,,,
926,HISQUE-2-B,JMP,HISQUE,2,2-Aug-17,F4,S,SPRU,,,,,,,,,,,,,
927,HISQUE-2-B,JMP,HISQUE,2,2-Aug-17,F5,L,SPRU,,,,,,,,,,,,,
928,HISQUE-2-B,JMP,HISQUE,2,2-Aug-17,F10,S,SPRU,,,,,,,,,,,,,
929,HISQUE-3-A,KAT,HISQUE,3,3-Aug-17,A6,L,SPRU,,,,,,,,,,,,,
930,HISQUE-3-A,KAT,HISQUE,3,3-Aug-17,A7,S,SPRU,,,,,,,,,,,,on side; disturbed,
931,HISQUE-3-A,KAT,HISQUE,3,3-Aug-17,B10,S,SPRU,,,,,,,,,,,,,
932,HISQUE-3-A,KAT,HISQUE,3,3-Aug-17,B9,L,PEMA,A,M,T,Y,199,,,35,22,77,72,slightly scrotal,
933,HISQUE-3-A,KAT,HISQUE,3,3-Aug-17,B6,S,SPRU,,,,,,,,,,,,,
934,HISQUE-3-A,KAT,HISQUE,3,3-Aug-17,C2,L,PEMA,A,M,T,Y,198,,,40,24,81,76,,
935,HISQUE-3-A,KAT,HISQUE,3,3-Aug-17,C7,S,PEMA,A,M,T,N,196,,,31,14,80,70,very scrotal,
936,HISQUE-3-A,KAT,HISQUE,3,3-Aug-17,C10,L,SPRU,,,,,,,,,,,,,
937,HISQUE-3-A,KAT,HISQUE,3,3-Aug-17,D9,L,PEMA,A,F,P,Y,039,,,43,19,89,76,,
938,HISQUE-3-B,BSM,HISQUE,3,3-Aug-17,E3,S,ROBB,,,,,,,,,,,,,
939,HISQUE-3-B,BSM,HISQUE,3,3-Aug-17,E9,S,PEMA,A,F,P,Y,476,,,51,35,MD,67,mouse escaped during length recording,
940,HISQUE-3-B,BSM,HISQUE,3,3-Aug-17,G10,L,ROBB,,,,,,,,,,,,,
941,HISQUE-3-B,BSM,HISQUE,3,3-Aug-17,F8,S,ROBB,,,,,,,,,,,,,
942,HISQUE-3-B,BSM,HISQUE,3,3-Aug-17,F3,L,ROBB,,,,,,,,,,,,,
943,HISQUE-3-B,BSM,HISQUE,3,3-Aug-17,F1,L,ROBB,,,,,,,,,,,,,
944,HISQUE-3-C,JMP,HISQUE,3,3-Aug-17,J4,S,PEMA,A,M,T,Y,206,,,61,42,75,67,,
945,HISQUE-3-C,JMP,HISQUE,3,3-Aug-17,H5,L,PEMA,A,F,P,Y,003,,,65,46,68,69,,
946,HISQUE-3-C,JMP,HISQUE,3,3-Aug-17,H8,S,PEMA,A,M,T,Y,212,,,60,45,80,75,,
947,HITEDD-1-A,MJH,HITEDD,1,18-Jul-17,J2,S,PEMA,A,F,P,N,343,,,60,43,75,70,huge ears; check species,
948,HITEDD-1-A,MJH,HITEDD,1,18-Jul-17,J4,S,PEMA,A,F,P,N,484,,,55,42,70,61,,
949,HITEDD-1-A,MJH,HITEDD,1,18-Jul-17,J5,L,PEMA,A,F,P,N,077,,,58,42,73,61,,
950,HITEDD-1-A,MJH,HITEDD,1,18-Jul-17,J6,S,SPRU,,,,,,,,,,,,,
951,HITEDD-1-A,MJH,HITEDD,1,18-Jul-17,J7,L,PEMA,A,M,T,N,346,,,57,40,80,75,,
952,HITEDD-1-A,MJH,HITEDD,1,18-Jul-17,I10,S,PEMA,A,F,N,N,203,,,53,41,83,72,,
953,HITEDD-1-A,MJH,HITEDD,1,18-Jul-17,I9,L,PEMA,A,F,P,N,225,,,65,42,88,75,,
954,HITEDD-1-A,MJH,HITEDD,1,18-Jul-17,H1,L,PEMA,A,F,P,N,204,,,66,45,79,66,,
955,HITEDD-1-A,MJH,HITEDD,1,18-Jul-17,C10,L,PEXX,A,F,P,N,,,,MD,MD,MD,MD,3 pinkies in hot trap; not processed to allow mouse to save offspring,
956,HITEDD-1-A,MJH,HITEDD,1,18-Jul-17,C2,L,PEMA,A,M,T,N,207,,,MD,45,76,68,,
957,HITEDD-1-A,MJH,HITEDD,1,18-Jul-17,E10,L,PEMA,A,F,N,N,210,,,57,44,76,61,,
958,HITEDD-1-A,MJH,HITEDD,1,18-Jul-17,D3,L,PEMA,A,F,P,N,201,,,63,44,76,68,,
959,HITEDD-1-A,MJH,HITEDD,1,18-Jul-17,G4,L,PEMA,A,M,T,N,223,,,60,41,75,69,ripped first ear tag out,
960,HITEDD-1-B,JMP,HITEDD,1,18-Jul-17,A9,S,PEMA,A,F,P,N,342,,,60,33,75,68,,
961,HITEDD-1-B,JMP,HITEDD,1,18-Jul-17,A10,L,PEMA,A,F,P,N,340,,,59,37,77,75,,
962,HITEDD-1-B,JMP,HITEDD,1,18-Jul-17,B7,L,SPRU,,,,,,,,,,,,,
963,HITEDD-1-B,JMP,HITEDD,1,18-Jul-17,C8,L,PEMA,J,M,N,N,347,,,54,33,70,74,,
964,HITEDD-1-B,JMP,HITEDD,1,18-Jul-17,F2,S,PEMA,J,F,N,N,213,,,49,34,68,61,,
965,HITEDD-1-B,JMP,HITEDD,1,18-Jul-17,D2,S,PEMA,A,M,T,N,220,,,50,35,68,65,,
966,HITEDD-1-B,JMP,HITEDD,1,18-Jul-17,D10,S,PEMA,J,M,N,N,205,,,47,32,74,71,,
967,HITEDD-1-B,JMP,HITEDD,1,18-Jul-17,F5,L,PEMA,A,F,L,N,480,,,51,34,71,65,,
968,HITEDD-2-A,MJH,HITEDD,2,19-Jul-17,J5,L,PEMA,A,F,P,Y,343,,,25,9,86,75,,
969,HITEDD-2-A,MJH,HITEDD,2,19-Jul-17,J6,S,PEMA,MD,MD,MD,Y,077,,,MD,MD,MD,MD,escaped,
970,HITEDD-2-A,MJH,HITEDD,2,19-Jul-17,J8,S,PEMA,A,M,T,Y,346,,,26,9,81,73,,
971,HITEDD-2-A,MJH,HITEDD,2,19-Jul-17,G6,L,PEMA,A,M,T,Y,205,,,24,8,77,71,,
972,HITEDD-2-A,MJH,HITEDD,2,19-Jul-17,G4,L,PEMA,A,M,T,N,449,,,26,9,85,72,,
973,HITEDD-2-A,MJH,HITEDD,2,19-Jul-17,H1,L,PEMA,A,F,P,Y,201,,,31,9,73,65,very pregnant,
974,HITEDD-2-A,MJH,HITEDD,2,19-Jul-17,J2,S,DISD,,,,,,,,,,,,,
975,HITEDD-2-A,MJH,HITEDD,2,19-Jul-17,J9,L,SPRU,,,,,,,,,,,,,
976,HITEDD-2-A,MJH,HITEDD,2,19-Jul-17,H2,S,SPRU,,,,,,,,,,,,,
977,HITEDD-2-A,MJH,HITEDD,2,19-Jul-17,H7,L,SPRU,,,,,,,,,,,,,
978,HITEDD-2-A,MJH,HITEDD,2,19-Jul-17,F1,L,SPRU,,,,,,,,,,,,,
979,HITEDD-2-A,MJH,HITEDD,2,19-Jul-17,F10,S,SPRU,,,,,,,,,,,,,
980,HITEDD-2-B,JMP,HITEDD,2,19-Jul-17,A8,L,PEMA,A,M,T,N,445,,,50,35,73,69,,
981,HITEDD-2-B,JMP,HITEDD,2,19-Jul-17,A10,L,PEMA,A,F,P,Y,342,,,MD,MD,MD,MD,Had pinkies; placed off of A-line,
982,HITEDD-2-B,JMP,HITEDD,2,19-Jul-17,B10,S,PEMA,A,F,P,Y,340,,,57,33,78,74,,
983,HITEDD-2-B,JMP,HITEDD,2,19-Jul-17,C1,S,PEMA,J,F,N,N,450,,,51,31,75,71,,
984,HITEDD-2-B,JMP,HITEDD,2,19-Jul-17,C3,S,PEMA,A,F,P,Y,201,,,55,34,68,69,,
985,HITEDD-2-B,JMP,HITEDD,2,19-Jul-17,C10,L,PEMA,J,F,N,N,443,,,50,34,76,66,,
986,HITEDD-2-B,JMP,HITEDD,2,19-Jul-17,E10,L,PEMA,A,F,P,N,,,,MD,,MD,MD,dead,KING-023
987,HITEDD-2-B,JMP,HITEDD,2,19-Jul-17,F2,S,PEMA,A,M,T,Y,207,,,50,35,70,68,,
988,HITEDD-2-B,JMP,HITEDD,2,19-Jul-17,F5,L,PEMA,A,F,L,Y,480,,,50,33,72,66,,
989,HITEDD-2-B,JMP,HITEDD,2,19-Jul-17,F8,S,PEMA,A,F,P,Y,225,,,59,33,88,75,,
990,HITEDD-3-A,MJH,HITEDD,3,20-Jul-17,J9,L,PEMA,A,M,T,N,486,,,61,41,80,74,,
991,HITEDD-3-A,MJH,HITEDD,3,20-Jul-17,J6,S,PEMA,A,F,P,Y,077,,,62,41,73,65,,
992,HITEDD-3-A,MJH,HITEDD,3,20-Jul-17,J5,L,PEMA,A,F,P,Y,343,,,56,41,79,71,,
993,HITEDD-3-A,MJH,HITEDD,3,20-Jul-17,J2,S,PEMA,A,M,T,Y,223,,,58,42,89,70,,
994,HITEDD-3-A,MJH,HITEDD,3,20-Jul-17,I9,L,PEMA,A,M,T,Y,346,,,61,42,73,72,Huge ears; check guide; changed to PEMA from prev. captures,
995,HITEDD-3-A,MJH,HITEDD,3,20-Jul-17,I7,L,PEMA,A,M,T,N,065,,,58,41,85,72,,
996,HITEDD-3-A,MJH,HITEDD,3,20-Jul-17,I6,S,PEMA,A,M,T,N,073,,,57,40,77,70,,
997,HITEDD-3-A,MJH,HITEDD,3,20-Jul-17,I1,L,PEMA,A,F,P,Y,209,,,66,40,73,61,very fat,
998,HITEDD-3-A,MJH,HITEDD,3,20-Jul-17,H6,S,PEXX,A,F,P,MD,,,,71,41,MD,MD,ecaped,
999,HITEDD-3-A,MJH,HITEDD,3,20-Jul-17,H10,S,PEMA,A,F,L,Y,203,,,59,41,79,71,,
1000,HITEDD-3-A,MJH,HITEDD,3,20-Jul-17,G5,S,PEMA,A,M,T,Y,449,,,66,43,79,68,,
1001,HITEDD-3-A,MJH,HITEDD,3,20-Jul-17,G6,L,PEMA,A,M,T,Y,205,,,55,MD,79,76,,
1002,HITEDD-3-B,JMP,HITEDD,3,20-Jul-17,A6,L,PEMA,A,M,T,Y,445,,,49,33,73,69,,
1003,HITEDD-3-B,JMP,HITEDD,3,20-Jul-17,A8,L,PEMA,A,M,T,Y,347,,,50,33,77,74,,
1004,HITEDD-3-B,JMP,HITEDD,3,20-Jul-17,B9,L,PEMA,A,F,P,Y,342,,,51,34,72,68,,
1005,HITEDD-3-B,JMP,HITEDD,3,20-Jul-17,B4,S,PEMA,A,M,T,N,446,,,59,37,74,69,,
1006,HITEDD-3-B,JMP,HITEDD,3,20-Jul-17,C10,S,PEMA,J,F,N,Y,443,,,50,33,72,66,,
1007,HITEDD-3-B,JMP,HITEDD,3,20-Jul-17,D5,L,PEMA,J,F,N,Y,201,,,55,39,75,70,,
1008,HITEDD-3-B,JMP,HITEDD,3,20-Jul-17,G4,L,PEMA,A,F,P,Y,480,,,53,33,74,68,,
1009,HIWALK-1-A,BRP KAT,HIWALK,1,11-Jul-17,D10,L,SPRU,,,,,,,,,,,,,
1010,HIWALK-1-A,BRP KAT,HIWALK,1,11-Jul-17,G3,L,PEMA,A,M,T,N,412,,,63,47,75,64,,
1011,HIWALK-1-A,BRP KAT,HIWALK,1,11-Jul-17,F9,S,PEMA,A,M,T,N,115,,,64,45,79,70,,
1012,HIWALK-1-A,BRP KAT,HIWALK,1,11-Jul-17,E7,L,PEMA,A,F,P,N,107,,,66,48,89,70,early pregnancy,
1013,HIWALK-1-A,BRP KAT,HIWALK,1,11-Jul-17,H7,S,PEMA,A,F,P,N,408,,,68,33,89,61,,
1014,HIWALK-1-A,BRP KAT,HIWALK,1,11-Jul-17,F3,S,SPRU,,,,,,,,,,,,,
1015,HIWALK-1-A,BRP KAT,HIWALK,1,11-Jul-17,F6,L,SPRU,,,,,,,,,,,,,
1016,HIWALK-1-A,BRP KAT,HIWALK,1,11-Jul-17,C3,L,PEMA,A,F,N,N,105,,,63,46,86,73,,
1017,HIWALK-1-A,BRP KAT,HIWALK,1,11-Jul-17,F8,L,PEMA,A,F,N,N,106,,,66,53,78,60,,
1018,HIWALK-1-B,KAT,HIWALK,1,11-Jul-17,I10,S,PEMA,A,F,P,N,001,,,58,33,90,80,,
1019,HIWALK-1-B,KAT,HIWALK,1,11-Jul-17,I7,L,SPRU,,,,,,,,,,,,,
1020,HIWALK-1-B,KAT,HIWALK,1,11-Jul-17,I1,L,PEMA,A,M,T,N,043,,,50,34,75,72,,
1021,HIWALK-1-B,KAT,HIWALK,1,11-Jul-17,J8,L,PEMA,A,M,T,N,187,,,49,34,73,71,,
1022,HIWALK-1-B,KAT,HIWALK,1,11-Jul-17,G9,L,ROBB,,,,,,,,,,,,,
1023,HIWALK-1-B,KAT,HIWALK,1,11-Jul-17,G4,S,ROBB,,,,,,,,,,,,,
1024,HIWALK-1-B,KAT,HIWALK,1,11-Jul-17,H1,S,ROBB,,,,,,,,,,,,,
1025,HIWALK-1-B,KAT,HIWALK,1,11-Jul-17,H4,L,ROBB,,,,,,,,,,,,,
1026,HIWALK-1-B,KAT,HIWALK,1,11-Jul-17,H10,L,SPRU,,,,,,,,,,,,,
1027,HIWALK-1-B,KAT,HIWALK,1,11-Jul-17,H3,S,PEMA,A,M,T,N,194,,,54,34,79,75,,
1028,HIWALK-1-B,KAT,HIWALK,1,11-Jul-17,C7,L,PEMA,A,M,T,N,015,,,53,33,76,74,,
1029,HIWALK-1-B,KAT,HIWALK,1,11-Jul-17,B9,S,PEMA,A,F,P,N,200,,,60,33,86,79,very pregnant,
1030,HIWALK-2-A,BRP,HIWALK,2,12-Jul-17,J9,S,SPRU,,,,,,,,,,,,,
1031,HIWALK-2-A,BRP,HIWALK,2,12-Jul-17,J3,S,SPRU,,,,,,,,,,,,,
1032,HIWALK-2-A,BRP,HIWALK,2,12-Jul-17,I8,S,PEMA,A,F,N,Y,408,,,68,46,72,61,,
1033,HIWALK-2-A,BRP,HIWALK,2,12-Jul-17,H10,L,PEMA,A,F,N,N,401,,,76,48,70,63,,
1034,HIWALK-2-A,BRP,HIWALK,2,12-Jul-17,H6,L,PEMA,A,M,T,Y,412,,,64,47,69,60,,
1035,HIWALK-2-B,KAT,HIWALK,2,12-Jul-17,A5,L,PEMA,A,F,N,Y,105,,,52,35,79,75,,
1036,HIWALK-2-B,KAT,HIWALK,2,12-Jul-17,C10,S,PEMA,A,M,T,Y,115,,,53,34,78,76,,
1037,HIWALK-2-B,KAT,HIWALK,2,12-Jul-17,C9,L,PEMA,A,F,P,Y,200,,,63,33,83,79,very pregnant,
1038,HIWALK-2-B,KAT,HIWALK,2,12-Jul-17,C8,S,PEMA,A,F,P,Y,106,,,50,34,67,59,early pregnancy,
1039,HIWALK-2-B,KAT,HIWALK,2,12-Jul-17,C6,S,SPRU,,,,,,,,,,,,,
1040,HIWALK-2-B,KAT,HIWALK,2,12-Jul-17,D1,S,PEMA,A,F,P,N,178,,,57,34,80,78,,
1041,HIWALK-2-B,KAT,HIWALK,2,12-Jul-17,D6,L,PEMA,A,F,P,Y,107,,,49,33,75,70,early pregnancy,
1042,HIWALK-2-B,KAT,HIWALK,2,12-Jul-17,D7,S,PEMA,A,M,T,Y,015,,,54,34,81,78,,
1043,HIWALK-2-B,KAT,HIWALK,2,12-Jul-17,D9,S,SPRU,,,,,,,,,,,,,
1044,HIWALK-3-A,KAT,HIWALK,3,13-Jul-17,J10,L,ROBB,,,,,,,,,,,,trap sprung but door jammed open,
1045,HIWALK-3-A,KAT,HIWALK,3,13-Jul-17,I8,S,PEMA,A,F,P,Y,408,,,53,34,82,61,already had 1 brood,
1046,HIWALK-3-A,KAT,HIWALK,3,13-Jul-17,H10,L,PEMA,A,F,P,Y,001,,,58,34,84,80,,
