site,date,day,trap,trap.type,indID,species,age,sex,breed,recap,weight,body.lgth,tail.lgth,comments,catnum
GRNSNO,2017-07-20,3,A7,L,NA,SPRU,NA,NA,NA,NA,NA,NA,NA,NA,NA
GRNSNO,2017-07-20,3,C2,S,011,PEMA,A,M,T,Y,17,76,73,NA,NA
GRNSNO,2017-07-20,3,C7,L,338,PEMA,A,M,N,Y,14,70,64,NA,NA
GRNSNO,2017-07-20,3,D8,L,NA,SPRU,NA,NA,NA,NA,NA,NA,NA,NA,NA
GRNSNO,2017-07-20,3,G2,L,197,PEMA,A,F,P,Y,21,85,66,NA,NA
GRNSNO,2017-07-20,3,F2,S,388,PEMA,A,M,T,Y,17,70,68,NA,NA
GRNSNO,2017-07-20,3,F1,L,184,PEMA,A,M,T,Y,16,83,65,NA,NA
GRNSNO,2017-07-20,3,J1,S,332,PEMA,A,M,T,Y,14,77,61,NA,NA
GRNSNO,2017-07-20,3,J3,L,327,PEMA,A,F,P,Y,21,76,71,NA,NA
GRNSNO,2017-07-20,3,J8,L,182,PEMA,A,M,T,Y,19,81,70,NA,NA
GRNSNO,2017-07-20,3,J10,L,281,PEMA,S,F,N,Y,18,73,63,NA,NA
GRNSNO,2017-07-20,3,I8,S,191,PEMA,A,M,T,Y,18,76,69,NA,NA
GRNSNO,2017-07-20,3,I7,L,NA,SPRU,NA,NA,NA,NA,NA,NA,NA,NA,NA
GRNSNO,2017-07-20,3,I2,S,348,PEMA,A,M,T,Y,11,77,65,NA,NA
GRNSNO,2017-07-20,3,H4,L,489,PEMA,A,F,P,Y,19,75,66,NA,NA
GRNSNO,2017-07-20,3,H6,L,295,PEMA,A,M,T,N,15,74,66,NA,NA
GRNSNO,2017-07-20,3,H7,S,NA,SPRU,NA,NA,NA,Y,NA,NA,NA,dead,KING-045
GRNSNO,2017-07-20,3,G8,S,NA,MISS,NA,NA,NA,NA,NA,NA,NA,appears to have escaped through hole in trap,NA
GRNSNO,2017-07-20,3,G7,L,296,PEMA,A,M,T,Y,18,77,66,NA,NA
GRNTUR,2017-07-11,1,A10,S,NA,SPRU,A,M,T,N,16,NA,NA,escaped,NA
GRNTUR,2017-07-11,1,B8,L,355,PEMA,A,M,T,N,12,75,65,NA,NA
GRNTUR,2017-07-11,1,B9,S,NA,MISS,NA,NA,NA,NA,NA,NA,NA,NA,NA
GRNTUR,2017-07-11,1,C7,L,138,NEQU,A,F,L,N,98,NA,NA,NA,NA
GRNTUR,2017-07-11,1,E6,S,NA,SPRU,NA,NA,NA,NA,NA,NA,NA,NA,NA
GRNTUR,2017-07-11,1,J1,S,487,PEMA,A,F,P,N,14,72,58,NA,NA
GRNTUR,2017-07-11,1,J6,L,344,PEMA,A,M,N,N,12,69,60,bad eartag,NA
GRNTUR,2017-07-11,1,J8,L,215,PEMA,A,F,P,N,18,76,67,NA,NA
GRNTUR,2017-07-11,1,H6,L,NA,MISS,NA,NA,NA,NA,NA,NA,NA,treadle really tight; appears to have been missed when setting traps,NA
GRNTUR,2017-07-11,1,I3,L,341,PEMA,S,M,N,N,14,75,59,NA,NA
GRNTUR,2017-07-11,1,I1,L,335,PEMA,A,M,NA,N,16,73,72,looked odd for PEMA; large ears and bicolored tail,NA
GRNTUR,2017-07-11,1,H4,L,NA,SPRU,NA,NA,NA,NA,NA,NA,NA,NA,NA
GRNTUR,2017-07-11,1,H10,L,NA,SPRU,NA,NA,NA,NA,NA,NA,NA,NA,NA
GRNTUR,2017-07-11,1,F1,S,NA,MISS,NA,NA,NA,NA,NA,NA,NA,Not set (still in prebaiting mode),NA
GRNTUR,2017-07-11,1,F2,L,NA,MISS,NA,NA,NA,NA,NA,NA,NA,Not set (still in prebaiting mode),NA
GRNTUR,2017-07-11,1,F3,S,NA,MISS,NA,NA,NA,NA,NA,NA,NA,Not set (still in prebaiting mode),NA
GRNTUR,2017-07-11,1,F4,L,NA,MISS,NA,NA,NA,NA,NA,NA,NA,Not set (still in prebaiting mode),NA
GRNTUR,2017-07-11,1,F5,S,NA,MISS,NA,NA,NA,NA,NA,NA,NA,Not set (still in prebaiting mode),NA
GRNTUR,2017-07-11,1,F7,S,NA,MISS,NA,NA,NA,NA,NA,NA,NA,Not set (still in prebaiting mode),NA
GRNTUR,2017-07-11,1,F8,L,NA,MISS,NA,NA,NA,NA,NA,NA,NA,Not set (still in prebaiting mode),NA
GRNTUR,2017-07-11,1,F9,S,NA,MISS,NA,NA,NA,NA,NA,NA,NA,Not set (still in prebaiting mode),NA
GRNTUR,2017-07-11,1,I6,S,053,PEMA,NA,F,NA,N,NA,69,68,dead,KING-033
GRNTUR,2017-07-12,2,J10,L,344,PEMA,A,M,N,Y,18,69,62,huge ears,NA
GRNTUR,2017-07-12,2,J8,L,215,PEMA,A,F,P,Y,16,83,69,may have recently given birth?,NA
GRNTUR,2017-07-12,2,J6,L,209,OTBE,A,F,P,N,660,NA,NA,NA,NA
GRNTUR,2017-07-12,2,J3,S,341,PEMA,S,M,N,Y,15,66,56,NA,NA
GRNTUR,2017-07-12,2,J2,L,UNIQ-1,SOTR,S,F,N,N,2,NA,NA,escaped,NA
GRNTUR,2017-07-12,2,H8,L,NA,MISS,NA,NA,NA,NA,NA,NA,NA,NA,NA
GRNTUR,2017-07-12,2,H1,S,335,PEMA,A,M,NA,Y,20,77,72,NA,NA
GRNTUR,2017-07-12,2,B1,S,NA,SPRU,NA,NA,NA,NA,NA,NA,NA,NA,NA
GRNTUR,2017-07-12,2,B10,L,354,PEMA,S,M,N,N,13,73,68,NA,NA
GRNTUR,2017-07-12,2,D10,L,NA,SPRU,NA,NA,NA,NA,NA,NA,NA,NA,NA
GRNTUR,2017-07-12,2,E7,L,135,NEQU,A,M,T,N,72,NA,NA,NA,NA
GRNTUR,2017-07-12,2,F5,S,NA,SPRU,NA,NA,NA,NA,NA,NA,NA,NA,NA
GRNTUR,2017-07-12,2,G6,S,NA,SPRU,NA,NA,NA,NA,NA,NA,NA,NA,NA
GRNTUR,2017-07-13,3,C10,S,NA,SPRU,NA,NA,NA,NA,NA,NA,NA,escaped,NA
GRNTUR,2017-07-13,3,C9,L,355,PEMA,A,M,T,Y,16,75,66,NA,NA
GRNTUR,2017-07-13,3,J6,L,NA,SPRU,NA,NA,NA,NA,NA,NA,NA,NA,NA
GRNTUR,2017-07-13,3,J8,L,215,PEMA,A,F,L,Y,16,86,72,NA,NA
GRNTUR,2017-07-13,3,J10,L,NA,SPRU,NA,NA,NA,NA,NA,NA,NA,escaped,NA
GRNTUR,2017-07-13,3,H10,L,NA,SPRU,NA,NA,NA,NA,NA,NA,NA,NA,NA
GRNTUR,2017-07-13,3,H1,S,487,PEMA,A,F,P,Y,16,75,60,NA,NA
GRNTUR,2017-07-13,3,H2,L,NA,MISS,NA,NA,NA,NA,NA,NA,NA,door half open,NA
GRNTUR,2017-07-13,3,H7,S,224,PEMA,S,F,N,N,11,59,49,NA,NA
GRNTUR,2017-07-13,3,H8,L,NA,SPRU,NA,NA,NA,NA,NA,NA,NA,NA,NA
GRNTUR,2017-07-13,3,G6,S,218,PEMA,A,M,N,N,17,74,68,NA,NA
GRNTUR,2017-07-13,3,G4,S,NA,MISS,NA,NA,NA,NA,NA,NA,NA,NA,NA
GRNWOO,2017-07-04,1,A3,L,NA,MISS,NA,NA,NA,NA,NA,NA,NA,not set; no batting,NA
GRNWOO,2017-07-04,1,B2,L,432,NEFU,A,M,T,N,259,NA,NA,NA,NA
GRNWOO,2017-07-04,1,A5,L,168,NEFU,A,F,P,N,181,NA,NA,NA,NA
GRNWOO,2017-07-04,1,A6,S,434,PEBO,A,M,T,N,21,84,86,NA,NA
GRNWOO,2017-07-04,1,A7,L,NA,SPRU,NA,NA,NA,NA,NA,NA,NA,treadle too tight,NA
GRNWOO,2017-07-04,1,B8,L,436,PEBO,A,M,T,N,21,NA,89,escaped; PEBO is guess,NA
GRNWOO,2017-07-04,1,B1,S,433,PEMA,S,M,N,N,14,70,64,NA,NA
GRNWOO,2017-07-04,1,C1,L,KING-048,SOTR,NA,NA,NA,N,NA,NA,NA,dead; mort,KING-048
GRNWOO,2017-07-04,1,C2,S,NA,SPRU,NA,NA,NA,NA,NA,NA,NA,NA,NA
GRNWOO,2017-07-04,1,D3,S,CLIP-10,SOTR,A,NA,NA,N,5,NA,NA,NA,NA
GRNWOO,2017-07-04,1,C4,S,151,PEMA,S,M,N,N,12,70,68,treadle too tight,NA
GRNWOO,2017-07-04,1,E10,S,157,PEMA,A,F,P,N,13,76,66,NA,NA
GRNWOO,2017-07-04,1,E7,L,NA,SPRU,NA,NA,NA,NA,NA,NA,NA,sprung by beetles,NA
GRNWOO,2017-07-04,1,D6,L,NA,SPRU,NA,NA,NA,NA,NA,NA,NA,sprung by beetles,NA
GRNWOO,2017-07-04,1,E5,L,NA,SPRU,NA,NA,NA,NA,NA,NA,NA,door doesn't close,NA
GRNWOO,2017-07-04,1,D4,L,NA,SPRU,NA,NA,NA,NA,NA,NA,NA,escaped,NA
GRNWOO,2017-07-04,1,H3,L,NA,SPRU,NA,NA,NA,NA,NA,NA,NA,sprung by millipede,NA
GRNWOO,2017-07-04,1,H6,L,NA,SPRU,NA,NA,NA,NA,NA,NA,NA,NA,NA
GRNWOO,2017-07-04,1,J2,L,NA,SPRU,NA,NA,NA,NA,NA,NA,NA,sprung by banana slug,NA
GRNWOO,2017-07-04,1,H9,L,439,PEMA,A,M,T,N,16,70,63,broken tail,NA
GRNWOO,2017-07-04,1,F1,L,167,PEMA,S,M,N,N,11,70,66,NA,NA
GRNWOO,2017-07-04,1,J4,L,430,PEMA,A,M,T,N,15,71,64,NA,NA
GRNWOO,2017-07-05,2,J1,S,NA,MISS,NA,NA,NA,NA,NA,NA,NA,NA,NA
GRNWOO,2017-07-05,2,J9,L,154,PEMA,A,M,T,N,9,80,62,NA,NA
GRNWOO,2017-07-05,2,H1,L,NA,SPRU,NA,NA,NA,NA,NA,NA,NA,NA,NA
GRNWOO,2017-07-05,2,H5,L,NA,MISS,NA,NA,NA,NA,NA,NA,NA,NA,NA
GRNWOO,2017-07-05,2,H9,L,KING-065,SOTR,A,NA,NA,N,NA,NA,NA,dead,KING-065
GRNWOO,2017-07-05,2,H10,S,NA,MISS,NA,NA,NA,NA,NA,NA,NA,ants,NA
GRNWOO,2017-07-05,2,G9,S,NA,MISS,NA,NA,NA,NA,NA,NA,NA,ants,NA
GRNWOO,2017-07-05,2,G2,L,KING-047,SOTR,NA,NA,NA,N,NA,NA,NA,dead (trap in sun),KING-047
GRNWOO,2017-07-05,2,F1,L,430,PEMA,A,M,T,Y,12,71,64,NA,NA
GRNWOO,2017-07-05,2,F2,S,167,PEMA,S,M,N,Y,9,68,65,NA,NA
GRNWOO,2017-07-05,2,B4,L,NA,SPRU,NA,NA,NA,NA,NA,NA,NA,NA,NA
GRNWOO,2017-07-05,2,C9,L,NA,MISS,NA,NA,NA,NA,NA,NA,NA,NA,NA
GRNWOO,2017-07-05,2,E6,S,157,PEMA,A,F,P,Y,8,70,63,NA,NA
GRNWOO,2017-07-05,2,D9,S,CLIP-10,SOTR,A,NA,NA,Y,NA,NA,NA,dead (recap of live SOTR from 4 Jul 2017); updated from previous info,KING-057
GRNWOO,2017-07-05,2,E2,S,174,PEMA,A,M,T,N,11,75,67,NA,NA
GRNWOO,2017-07-05,2,B3,S,155,PEMA,A,M,T,N,16,65,14,had no tail; old injury,NA
GRNWOO,2017-07-05,2,B1,S,KING-058,SOTR,NA,NA,NA,N,NA,NA,NA,dead,KING-058
GRNWOO,2017-07-05,2,D1,S,436,PEBO,A,M,T,Y,20,91,91,NA,NA
GRNWOO,2017-07-05,2,A5,L,152,NEFU,S,M,N,N,75,NA,NA,juvenile,NA
GRNWOO,2017-07-05,2,C1,L,168,NEFU,A,F,P,Y,165,NA,NA,NA,NA
GRNWOO,2017-07-06,3,A2,S,155,PEMA,A,M,T,Y,20,78,NA,no tail,NA
GRNWOO,2017-07-06,3,A6,S,436,PEBO,A,M,T,Y,18,86,90,chewed off end of tail?,NA
GRNWOO,2017-07-06,3,C6,S,468,PEBO,S,M,N,N,12,78,83,NA,NA
GRNWOO,2017-07-06,3,J1,S,473,PEBO,A,M,T,N,7,85,84,NA,NA
GRNWOO,2017-07-06,3,J7,L,DAY3-3,SOTR,A,F,N,N,1,NA,NA,given pedialyte,NA
GRNWOO,2017-07-06,3,E2,S,167,PEMA,S,M,N,Y,14,59,62,NA,NA
GRNWOO,2017-07-06,3,J9,L,154,PEMA,A,M,T,Y,16,75,61,NA,NA
GRNWOO,2017-07-06,3,I8,S,NA,SPRU,NA,NA,NA,NA,NA,NA,NA,NA,NA
GRNWOO,2017-07-06,3,H10,S,NA,SPRU,NA,NA,NA,NA,NA,NA,NA,NA,NA
GRNWOO,2017-07-06,3,G3,S,NA,MISS,NA,NA,NA,NA,NA,NA,NA,NA,NA
GRNWOO,2017-07-06,3,F3,L,NA,MISS,NA,NA,NA,NA,NA,NA,NA,NA,NA
GRNWOO,2017-07-06,3,F7,L,NA,SPRU,NA,NA,NA,NA,NA,NA,NA,NA,NA
GRNWOO,2017-07-06,3,E1,L,168,NEFU,A,F,P,Y,210,NA,NA,NA,NA
HIBADR,2017-08-29,1,E10,S,262,PEMA,A,F,P,N,20,80,63,NA,NA
HIBADR,2017-08-29,1,H10,L,464,PEMA,A,F,P,N,18,72,61,NA,NA
HIBADR,2017-08-29,1,C8,S,768,OTBE,S,M,NA,N,306,NA,NA,NA,NA
HIBADR,2017-08-29,1,J7,L,326,PEMA,A,M,T,N,17,77,72,NA,NA
HIBADR,2017-08-29,1,C7,L,767,OTBE,S,F,N,N,281,NA,NA,NA,NA
HIBADR,2017-08-29,1,D6,L,NA,SPRU,NA,NA,NA,NA,NA,NA,NA,squirrel tail inside,NA
HIBADR,2017-08-29,1,G6,L,KING-012,PEMA,A,M,T,N,NA,79,72,mort,KING-012
HIBADR,2017-08-29,1,E5,L,754,PEMA,A,M,T,N,15,80,72,NA,NA
HIBADR,2017-08-29,1,B2,L,757,PEMA,A,F,P,N,18,82,72,NA,NA
HIBADR,2017-08-29,1,C2,S,KING-009,PEMA,A,F,P,N,NA,74,65,mort,KING-009
HIBADR,2017-08-29,1,A1,L,985,PEMA,A,M,T,N,20,80,62,NA,NA
HIBADR,2017-08-29,1,E1,L,KING-007,PEMA,A,M,T,N,19,80,5,mort; tail also cut off (possibly in trap),KING-007
HIBADR,2017-08-29,1,I1,L,894,PEMA,A,F,P,N,23,85,70,NA,NA
HIBADR,2017-08-29,1,J2,L,NA,SPRU,NA,NA,NA,NA,NA,NA,NA,NA,NA
HIBADR,2017-08-29,1,E3,L,660,OTBE,S,F,N,N,288,NA,NA,NA,NA
HIBADR,2017-08-29,1,I3,L,KING-004,PEMA,A,M,T,N,16,88,65,mort,KING-004
HIBADR,2017-08-30,2,I10,S,464,PEMA,A,F,L,Y,18,81,59,NA,NA
HIBADR,2017-08-30,2,J10,L,887,PEMA,A,M,T,N,19,88,60,NA,NA
HIBADR,2017-08-30,2,D8,L,739,PEMA,A,M,T,N,18,80,67,NA,NA
HIBADR,2017-08-30,2,J7,S,326,PEMA,A,M,T,Y,18,80,66,NA,NA
HIBADR,2017-08-30,2,C5,L,767,OTBE,S,F,N,Y,285,NA,NA,NA,NA
HIBADR,2017-08-30,2,D5,S,768,OTBE,S,M,NA,Y,300,NA,NA,NA,NA
HIBADR,2017-08-30,2,E7,L,NA,SPRU,NA,NA,NA,NA,NA,NA,NA,sprung by cricket,NA
HIBADR,2017-08-30,2,B6,L,NA,SPRU,NA,NA,NA,NA,NA,NA,NA,NA,NA
HIBADR,2017-08-30,2,A1,L,735,NESE,S,M,N,N,65,NA,NA,NA,NA
HIBADR,2017-08-30,2,H2,L,894,PEMA,A,F,P,Y,21,78,66,NA,NA
HIBADR,2017-08-30,2,E2,S,779,PEMA,A,M,T,N,16,77,70,NA,NA
HIBADR,2017-08-30,2,C2,S,NA,SPRU,NA,NA,NA,NA,NA,NA,NA,NA,NA
HIBADR,2017-08-30,2,A2,S,757,PEMA,A,F,P,Y,19,75,69,NA,NA
HIBADR,2017-08-30,2,C3,L,807,PEMA,A,M,T,N,20,82,72,NA,NA
HIBADR,2017-08-30,2,G4,S,771,PEMA,A,M,T,N,12,79,69,NA,NA
HIBADR,2017-08-30,2,A4,S,NA,SPRU,NA,NA,NA,NA,NA,NA,NA,NA,NA
HIBADR,2017-08-30,2,B5,S,660,OTBE,S,F,N,Y,286,NA,NA,NA,NA
HIBADR,2017-08-30,2,F5,S,754,PEMA,A,M,T,Y,11,79,71,NA,NA
HIBADR,2017-08-30,2,I5,L,NA,SPRU,NA,NA,NA,NA,NA,NA,NA,NA,NA
HIBADR,2017-08-30,2,H6,L,KING-010,PEMA,A,F,P,N,NA,78,67,mort,KING-010
HIBADR,2017-08-30,2,G6,S,NA,MISS,NA,NA,NA,NA,NA,NA,NA,treadle not working,NA
HIBADR,2017-08-31,3,A1,L,735,NESE,S,M,N,Y,66,NA,NA,NA,NA
HIBADR,2017-08-31,3,I2,S,996,PEMA,S,M,N,N,13,65,60,NA,NA
HIBADR,2017-08-31,3,G2,S,NA,SPRU,NA,NA,NA,NA,NA,NA,NA,escaped,NA
HIBADR,2017-08-31,3,E2,S,KING-121,PEMA,A,F,L,N,NA,85,65,mort,KING-121
HIBADR,2017-08-31,3,C2,S,807,PEMA,A,M,T,Y,NA,77,68,mort,KING-092
HIBADR,2017-08-31,3,B2,L,NA,MISS,NA,NA,NA,NA,NA,NA,NA,front door undisturbed; back door jammed open,NA
HIBADR,2017-08-31,3,A2,S,757,PEMA,A,F,L,Y,22,95,80,NA,NA
HIBADR,2017-08-31,3,J3,S,971,PEMA,A,M,T,N,15,80,68,NA,NA
HIBADR,2017-08-31,3,G4,S,771,PEMA,A,M,T,Y,NA,73,66,mort,KING-139
HIBADR,2017-08-31,3,B5,S,739,PEMA,A,M,T,Y,19,80,65,NA,NA
HIBADR,2017-08-31,3,J10,L,887,PEMA,A,M,T,Y,18,78,62,NA,NA
HIBADR,2017-08-31,3,D10,L,773,PEMA,S,M,N,N,12,61,55,NA,NA
HIBADR,2017-08-31,3,C10,S,756,PEMA,S,M,N,N,12,70,51,NA,NA
HIBADR,2017-08-31,3,A9,L,825,PEMA,A,F,P,N,18,79,71,NA,NA
HIBADR,2017-08-31,3,E9,L,900,PEMA,A,F,P,N,20,80,62,NA,NA
HIBADR,2017-08-31,3,I9,L,818,OTBE,A,F,P,N,457,NA,NA,claws ripped off,NA
HIBADR,2017-08-31,3,J9,S,NA,SPRU,NA,NA,NA,NA,NA,NA,NA,NA,NA
HIBADR,2017-08-31,3,D8,L,768,OTBE,S,M,NA,Y,287,NA,NA,NA,NA
HIBADR,2017-08-31,3,C6,S,NA,SPRU,NA,NA,NA,NA,NA,NA,NA,NA,NA
HIBADR,2017-08-31,3,E6,S,767,OTBE,S,F,N,Y,293,NA,NA,NA,NA
HICAMP,2017-06-27,1,G1,L,NA,SPRU,NA,NA,NA,NA,NA,NA,NA,knocked over,NA
HICAMP,2017-06-27,1,G4,L,NA,SPRU,NA,NA,NA,NA,NA,NA,NA,NA,NA
HICAMP,2017-06-27,1,H4,S,NA,SPRU,NA,NA,NA,NA,NA,NA,NA,NA,NA
HICAMP,2017-06-27,1,H8,S,NA,SPRU,NA,NA,NA,NA,NA,NA,NA,NA,NA
HICAMP,2017-06-27,1,F6,S,NA,SPRU,NA,NA,NA,NA,NA,NA,NA,NA,NA
HICAMP,2017-06-27,1,G6,L,NA,SPRU,NA,NA,NA,NA,NA,NA,NA,knocked over,NA
HICAMP,2017-06-27,1,F3,L,300399,PEBO,A,M,T,N,16,60,66,parasites,NA
HICAMP,2017-06-27,1,G3,S,NA,MISS,NA,NA,NA,NA,NA,NA,NA,Not set,NA
HICAMP,2017-06-27,1,F10,S,NA,SPRU,NA,NA,NA,NA,NA,NA,NA,NA,NA
HICAMP,2017-06-27,1,F2,S,NA,SPRU,NA,NA,NA,NA,NA,NA,NA,knocked over,NA
HICAMP,2017-06-27,1,F1,S,NA,SPRU,NA,NA,NA,NA,NA,NA,NA,knocked over,NA
HICAMP,2017-06-27,1,D1,L,NA,SPRU,NA,NA,NA,NA,NA,NA,NA,NA,NA
HICAMP,2017-06-27,1,D2,S,NA,SPRU,NA,NA,NA,NA,NA,NA,NA,knocked over,NA
HICAMP,2017-06-27,1,D4,S,NA,SPRU,NA,NA,NA,NA,NA,NA,NA,NA,NA
HICAMP,2017-06-27,1,D5,L,NA,SPRU,NA,NA,NA,NA,NA,NA,NA,NA,NA
HICAMP,2017-06-27,1,D6,S,NA,SPRU,NA,NA,NA,NA,NA,NA,NA,NA,NA
HICAMP,2017-06-27,1,E1,S,NA,SPRU,NA,NA,NA,NA,NA,NA,NA,NA,NA
HICAMP,2017-06-27,1,E2,L,NA,SPRU,NA,NA,NA,NA,NA,NA,NA,NA,NA
HICAMP,2017-06-27,1,E3,S,NA,SPRU,NA,NA,NA,NA,NA,NA,NA,NA,NA
HICAMP,2017-06-27,1,E4,L,NA,SPRU,NA,NA,NA,NA,NA,NA,NA,NA,NA
HICAMP,2017-06-27,1,J4,S,NA,SPRU,NA,NA,NA,NA,NA,NA,NA,NA,NA
HICAMP,2017-06-27,1,I1,S,NA,SPRU,NA,NA,NA,NA,NA,NA,NA,NA,NA
HICAMP,2017-06-27,1,I2,L,NA,SPRU,NA,NA,NA,NA,NA,NA,NA,NA,NA
HICAMP,2017-06-27,1,A3,L,NA,SPRU,NA,NA,NA,NA,NA,NA,NA,NA,NA
HICAMP,2017-06-27,1,A4,S,NA,SPRU,NA,NA,NA,NA,NA,NA,NA,NA,NA
HICAMP,2017-06-27,1,A6,S,NA,SPRU,NA,NA,NA,NA,NA,NA,NA,NA,NA
HICAMP,2017-06-27,1,A5,L,NA,SPRU,NA,NA,NA,NA,NA,NA,NA,noticibly moved,NA
HICAMP,2017-06-27,1,B1,S,NA,SPRU,NA,NA,NA,NA,NA,NA,NA,NA,NA
HICAMP,2017-06-27,1,B2,L,NA,SPRU,NA,NA,NA,NA,NA,NA,NA,NA,NA
HICAMP,2017-06-27,1,B3,S,NA,SPRU,NA,NA,NA,NA,NA,NA,NA,NA,NA
HICAMP,2017-06-27,1,B4,L,NA,SPRU,NA,NA,NA,NA,NA,NA,NA,NA,NA
HICAMP,2017-06-27,1,B5,S,NA,SPRU,NA,NA,NA,NA,NA,NA,NA,NA,NA
HICAMP,2017-06-27,1,B6,L,NA,SPRU,NA,NA,NA,NA,NA,NA,NA,NA,NA
HICAMP,2017-06-27,1,B8,L,NA,SPRU,NA,NA,NA,NA,NA,NA,NA,NA,NA
HICAMP,2017-06-27,1,B10,L,NA,SPRU,NA,NA,NA,NA,NA,NA,NA,NA,NA
HICAMP,2017-06-27,1,C1,L,NA,SPRU,NA,NA,NA,NA,NA,NA,NA,NA,NA
HICAMP,2017-06-27,1,C2,S,NA,MISS,NA,NA,NA,NA,NA,NA,NA,NA,NA
HICAMP,2017-06-27,1,C3,L,NA,SPRU,NA,NA,NA,NA,NA,NA,NA,NA,NA
HICAMP,2017-06-27,1,C5,L,NA,MISS,NA,NA,NA,NA,NA,NA,NA,NA,NA
HICAMP,2017-06-27,1,C6,S,NA,SPRU,NA,NA,NA,NA,NA,NA,NA,NA,NA
HICAMP,2017-06-27,1,E5,S,NA,SPRU,NA,NA,NA,NA,NA,NA,NA,knocked over,NA
HICAMP,2017-06-27,1,E7,S,NA,SPRU,NA,NA,NA,NA,NA,NA,NA,NA,NA
HICAMP,2017-06-27,1,E8,L,NA,SPRU,NA,NA,NA,NA,NA,NA,NA,NA,NA
HICAMP,2017-06-27,1,J8,S,129373,PEMA,S,M,N,N,19,68,61,NA,NA
HICAMP,2017-06-27,1,J10,S,413422,PEMA,S,F,N,N,13,77,63,NA,NA
HICAMP,2017-06-27,1,J9,L,382277,PEMA,S,F,N,N,11,52,59,NA,NA
HICAMP,2017-06-27,1,C8,L,131357,PEMA,A,F,P,N,13,64,63,NA,NA
HICAMP,2017-06-27,1,J5,L,NA,SPRU,NA,NA,NA,NA,NA,NA,NA,escaped mouse,NA
HICAMP,2017-06-27,1,I10,L,415109,PEMA,S,F,N,N,14,75,59,NA,NA
HICAMP,2017-06-27,1,B9,L,NA,SPRU,A,NA,NA,N,600,NA,NA,escaped,NA
HICAMP,2017-06-28,2,A8,L,458,OTBE,NA,NA,NA,N,630,NA,NA,NA,NA
HICAMP,2017-06-28,2,B9,L,470465,PEMA,A,M,T,N,15,73,65,NA,NA
HICAMP,2017-06-28,2,B1,L,255,OTBE,A,F,P,N,620,NA,NA,NA,NA
HICAMP,2017-06-28,2,J9,L,NA,SPRU,NA,NA,NA,NA,NA,NA,NA,escaped,NA
HICAMP,2017-06-28,2,G3,S,NA,SPRU,NA,NA,NA,NA,NA,NA,NA,moved,NA
HICAMP,2017-06-28,2,G5,S,NA,SPRU,NA,NA,NA,NA,NA,NA,NA,NA,NA
HICAMP,2017-06-28,2,G7,S,NA,SPRU,NA,NA,NA,NA,NA,NA,NA,knocked over,NA
HICAMP,2017-06-28,2,G9,S,NA,SPRU,NA,NA,NA,NA,NA,NA,NA,knocked over,NA
HICAMP,2017-06-28,2,G10,L,NA,SPRU,NA,NA,NA,NA,NA,NA,NA,NA,NA
HICAMP,2017-06-28,2,H10,S,NA,SPRU,NA,NA,NA,NA,NA,NA,NA,flipped,NA
HICAMP,2017-06-28,2,H8,S,NA,SPRU,NA,NA,NA,NA,NA,NA,NA,NA,NA
HICAMP,2017-06-28,2,H7,L,NA,SPRU,NA,NA,NA,NA,NA,NA,NA,NA,NA
HICAMP,2017-06-28,2,H4,S,300399,PEBO,A,M,T,Y,20,64,72,NA,NA
HICAMP,2017-06-28,2,A3,S,NA,SPRU,NA,NA,NA,NA,NA,NA,NA,NA,NA
HICAMP,2017-06-28,2,C2,S,NA,MISS,NA,NA,NA,NA,NA,NA,NA,NA,NA
HICAMP,2017-06-28,2,D10,S,NA,MISS,NA,NA,NA,NA,NA,NA,NA,NA,NA
HICAMP,2017-06-28,2,C5,L,NA,SPRU,NA,NA,NA,NA,NA,NA,NA,kicked over,NA
HICAMP,2017-06-28,2,F4,S,NA,MISS,NA,NA,NA,NA,NA,NA,NA,kicked over; grass inside,NA
HICAMP,2017-06-28,2,I10,L,415109,PEMA,A,F,N,Y,9,70,58,NA,NA
HICAMP,2017-06-28,2,F6,S,NA,SPRU,NA,NA,NA,NA,NA,NA,NA,NA,NA
HICAMP,2017-06-28,2,F7,L,NA,SPRU,NA,NA,NA,NA,NA,NA,NA,NA,NA
HICAMP,2017-06-28,2,F8,S,NA,SPRU,NA,NA,NA,NA,NA,NA,NA,NA,NA
HICAMP,2017-06-28,2,F9,L,NA,SPRU,NA,NA,NA,NA,NA,NA,NA,NA,NA
HICAMP,2017-06-28,2,F10,L,454452,PEMA,A,M,T,N,25,73,61,NA,NA
HICAMP,2017-06-28,2,J7,L,NA,SPRU,NA,NA,NA,NA,NA,NA,NA,tipped over/on side; bait present,NA
HICAMP,2017-06-28,2,I2,L,NA,SPRU,NA,NA,NA,NA,NA,NA,NA,NA,NA
HICAMP,2017-06-28,2,E2,L,NA,SPRU,NA,NA,NA,NA,NA,NA,NA,NA,NA
HICAMP,2017-06-28,2,E5,S,NA,SPRU,NA,NA,NA,NA,NA,NA,NA,moved out of place,NA
HICAMP,2017-06-28,2,E6,L,NA,SPRU,NA,NA,NA,NA,NA,NA,NA,treadle too loose,NA
HICAMP,2017-06-28,2,E7,S,NA,SPRU,NA,NA,NA,NA,NA,NA,NA,NA,NA
HICAMP,2017-06-28,2,E9,S,NA,SPRU,NA,NA,NA,NA,NA,NA,NA,knocked over and sprung,NA
