site,severity,date,trap,indID,species,binomial,binomial_short,family,age,recap,weight,comments
HITEDD,high,2017-07-20,A6,445,PEMA,Peromyscus maniculatus,P. maniculatus,Cricetidae,A,Y,16,NA
HITEDD,high,2017-07-20,A8,347,PEMA,Peromyscus maniculatus,P. maniculatus,Cricetidae,A,Y,17,NA
HITEDD,high,2017-07-20,B9,342,PEMA,Peromyscus maniculatus,P. maniculatus,Cricetidae,A,Y,17,NA
HITEDD,high,2017-07-20,B4,446,PEMA,Peromyscus maniculatus,P. maniculatus,Cricetidae,A,N,22,NA
HITEDD,high,2017-07-20,C10,443,PEMA,Peromyscus maniculatus,P. maniculatus,Cricetidae,S,Y,17,NA
HITEDD,high,2017-07-20,D5,201,PEMA,Peromyscus maniculatus,P. maniculatus,Cricetidae,A,Y,16,NA
HITEDD,high,2017-07-20,G4,480,PEMA,Peromyscus maniculatus,P. maniculatus,Cricetidae,A,Y,20,NA
HIWALK,high,2017-07-13,I8,408,PEMA,Peromyscus maniculatus,P. maniculatus,Cricetidae,A,Y,19,already had 1 brood
HIWALK,high,2017-07-13,H10,001,PEMA,Peromyscus maniculatus,P. maniculatus,Cricetidae,A,Y,24,NA
HIWALK,high,2017-07-13,H2,190,PEMA,Peromyscus maniculatus,P. maniculatus,Cricetidae,A,N,15,NA
HIWALK,high,2017-07-13,G3,194,PEMA,Peromyscus maniculatus,P. maniculatus,Cricetidae,A,Y,20,NA
HIWALK,high,2017-07-13,F5,037,PEMA,Peromyscus maniculatus,P. maniculatus,Cricetidae,A,N,20,NA
HIWALK,high,2017-07-13,E5,107,PEMA,Peromyscus maniculatus,P. maniculatus,Cricetidae,A,Y,17,NA
HIWALK,high,2017-07-13,B9,015,PEMA,Peromyscus maniculatus,P. maniculatus,Cricetidae,A,Y,19,two mice in same trap
HIWALK,high,2017-07-13,B9,115,PEMA,Peromyscus maniculatus,P. maniculatus,Cricetidae,A,Y,18,two mice in same trap
HIWALK,high,2017-07-13,D3,120,PEMA,Peromyscus maniculatus,P. maniculatus,Cricetidae,A,N,21,NA
HIWALK,high,2017-07-13,D6,412,PEMA,Peromyscus maniculatus,P. maniculatus,Cricetidae,A,Y,17,NA
HIWALK,high,2017-07-13,D9,200,PEMA,Peromyscus maniculatus,P. maniculatus,Cricetidae,A,Y,25,gave birth to 1 pinkie while in hand and escaped; pinkie dispatched
MIXBUS,mod,2017-07-27,A8,230,NEQU,Neotamias quadrimaculatus,N. quadrimaculatus,Sciuridae,A,N,89,NA
MIXBUS,mod,2017-07-27,A10,247,NEQU,Neotamias quadrimaculatus,N. quadrimaculatus,Sciuridae,S,N,43,NA
MIXBUS,mod,2017-07-27,C7,309,OTBE,Otospermophilus beecheyi,O. beecheyi,Cricetidae,A,Y,525,NA
MIXBUS,mod,2017-07-27,C10,303,NEQU,Neotamias quadrimaculatus,N. quadrimaculatus,Sciuridae,S,N,46,right ear tagged
MIXBUS,mod,2017-07-27,D3,241,PEMA,Peromyscus maniculatus,P. maniculatus,Cricetidae,S,Y,16,blind mouse from earlier
MIXBUS,mod,2017-07-27,J3,499,PEMA,Peromyscus maniculatus,P. maniculatus,Cricetidae,A,Y,18,NA
MIXBUS,mod,2017-07-27,J5,298,PEMA,Peromyscus maniculatus,P. maniculatus,Cricetidae,A,N,20,NA
MIXBUS,mod,2017-07-27,J6,328,PEMA,Peromyscus maniculatus,P. maniculatus,Cricetidae,S,Y,7,NA
MIXBUS,mod,2017-07-27,J8,495,PEMA,Peromyscus maniculatus,P. maniculatus,Cricetidae,A,N,18,NA
MIXBUS,mod,2017-07-27,J10,498,PEMA,Peromyscus maniculatus,P. maniculatus,Cricetidae,A,N,13,NA
MIXBUS,mod,2017-07-27,I7,494,NEQU,Neotamias quadrimaculatus,N. quadrimaculatus,Sciuridae,A,Y,91,NA
MIXBUS,mod,2017-07-27,F10,493,NEQU,Neotamias quadrimaculatus,N. quadrimaculatus,Sciuridae,A,N,59,NA
MIXBUT,mod,2017-06-29,D2,081091,NEQU,Neotamias quadrimaculatus,N. quadrimaculatus,Sciuridae,A,N,79,NA
MIXBUT,mod,2017-06-29,D3,097090,PEMA,Peromyscus maniculatus,P. maniculatus,Cricetidae,A,Y,21,NA
MIXBUT,mod,2017-06-29,F3,056075,PEMA,Peromyscus maniculatus,P. maniculatus,Cricetidae,A,N,19,NA
MIXBUT,mod,2017-06-29,J7,095063,PEMA,Peromyscus maniculatus,P. maniculatus,Cricetidae,A,N,18,NA
MIXBUT,mod,2017-06-29,I2,890090,PEMA,Peromyscus maniculatus,P. maniculatus,Cricetidae,A,Y,18,NA
MIXBUT,mod,2017-06-29,H1,059087,PEMA,Peromyscus maniculatus,P. maniculatus,Cricetidae,A,Y,19,NA
MIXBUT,mod,2017-06-29,H2,074079,PEMA,Peromyscus maniculatus,P. maniculatus,Cricetidae,A,Y,17,NA
MIXBUT,mod,2017-06-29,H3,250058,PEMA,Peromyscus maniculatus,P. maniculatus,Cricetidae,A,Y,20,NA
MIXBUT,mod,2017-06-29,A3,160175,PEMA,Peromyscus maniculatus,P. maniculatus,Cricetidae,A,Y,17,NA
MIXBUT,mod,2017-06-29,A6,156429,PEMA,Peromyscus maniculatus,P. maniculatus,Cricetidae,A,N,13,NA
MIXBUT,mod,2017-06-29,B1,435437,PEMA,Peromyscus maniculatus,P. maniculatus,Cricetidae,A,N,15,NA
MIXBUT,mod,2017-06-29,C4,444170,PEMA,Peromyscus maniculatus,P. maniculatus,Cricetidae,A,N,13,NA
MIXDP2,mod,2017-08-03,J5,127,NEFU,Neotoma fuscipes,N. fuscipes,Cricetidae,A,Y,119,NA
MIXDP2,mod,2017-08-03,J2,306,PEMA,Peromyscus maniculatus,P. maniculatus,Cricetidae,A,Y,18,NA
MIXDP2,mod,2017-08-03,I2,143,PEMA,Peromyscus maniculatus,P. maniculatus,Cricetidae,S,N,15,ripped ear during ear tag; tagged right ear
MIXMID,mod,2017-08-25,F3,952,PEMA,Peromyscus maniculatus,P. maniculatus,Cricetidae,A,Y,15,NA
MIXMID,mod,2017-08-25,E3,370,PEMA,Peromyscus maniculatus,P. maniculatus,Cricetidae,A,Y,16,NA
MIXMID,mod,2017-08-25,F5,738,PEMA,Peromyscus maniculatus,P. maniculatus,Cricetidae,A,Y,15,cut tail from yesterday; still in pain
MIXMID,mod,2017-08-25,D10,834,PEMA,Peromyscus maniculatus,P. maniculatus,Cricetidae,A,Y,18,weird yellow sticky discharge and will give birth soon
MIXMID,mod,2017-08-25,B5,708,PEMA,Peromyscus maniculatus,P. maniculatus,Cricetidae,A,Y,18,NA
MIXMID,mod,2017-08-25,A9,741,NESE,Neotamias senex,N. senex,Sciuridae,S,N,61,NA
MIXMID,mod,2017-08-25,A7,835,PEMA,Peromyscus maniculatus,P. maniculatus,Cricetidae,A,Y,17,NA
MIXMID,mod,2017-08-25,A4,711,PEMA,Peromyscus maniculatus,P. maniculatus,Cricetidae,A,Y,14,NA
MIXMID,mod,2017-08-25,B10,836,PEMA,Peromyscus maniculatus,P. maniculatus,Cricetidae,A,Y,19,NA
MIXMID,mod,2017-08-25,B6,740,PEMA,Peromyscus maniculatus,P. maniculatus,Cricetidae,S,N,13,NA
MIXMID,mod,2017-08-25,J7,840,PEMA,Peromyscus maniculatus,P. maniculatus,Cricetidae,S,Y,17,NA
MIXMID,mod,2017-08-25,I9,841,PEMA,Peromyscus maniculatus,P. maniculatus,Cricetidae,A,Y,17,NA
MIXMID,mod,2017-08-25,I8,813,PEMA,Peromyscus maniculatus,P. maniculatus,Cricetidae,S,N,12,NA
MIXMID,mod,2017-08-25,I2,849,PEMA,Peromyscus maniculatus,P. maniculatus,Cricetidae,A,Y,15,NA
MIXMID,mod,2017-08-25,H1,737,PEMA,Peromyscus maniculatus,P. maniculatus,Cricetidae,A,Y,12,NA
MIXMIX,mod,2017-07-13,D6,442,PEMA,Peromyscus maniculatus,P. maniculatus,Cricetidae,A,Y,12,NA
MIXMIX,mod,2017-07-13,I10,044,PEMA,Peromyscus maniculatus,P. maniculatus,Cricetidae,A,N,19,NA
MIXMIX,mod,2017-07-13,I1,428,PEMA,Peromyscus maniculatus,P. maniculatus,Cricetidae,A,Y,20,NA
MIXMIX,mod,2017-07-13,E2,337,PEMA,Peromyscus maniculatus,P. maniculatus,Cricetidae,A,Y,23,NA
MIXMOR,mod,2017-08-17,A2,671,PEMA,Peromyscus maniculatus,P. maniculatus,Cricetidae,A,Y,18,NA
MIXMOR,mod,2017-08-17,A5,009046,PEMA,Peromyscus maniculatus,P. maniculatus,Cricetidae,A,Y,18,NA
MIXMOR,mod,2017-08-17,C4,667,PEMA,Peromyscus maniculatus,P. maniculatus,Cricetidae,A,N,20,NA
MIXMOR,mod,2017-08-17,C6,674,PEMA,Peromyscus maniculatus,P. maniculatus,Cricetidae,A,N,14,NA
MIXMOR,mod,2017-08-17,C9,712,PEMA,Peromyscus maniculatus,P. maniculatus,Cricetidae,A,Y,18,NA
MIXMOR,mod,2017-08-17,C10,656,OTBE,Otospermophilus beecheyi,O. beecheyi,Cricetidae,S,N,300,NA
MIXMOR,mod,2017-08-17,E3,385,PEMA,Peromyscus maniculatus,P. maniculatus,Cricetidae,A,Y,NA,mort
MIXMOR,mod,2017-08-17,E5,675,NESE,Neotamias senex,N. senex,Sciuridae,A,N,55,NA
MIXMOR,mod,2017-08-17,E10,703,PEMA,Peromyscus maniculatus,P. maniculatus,Cricetidae,A,Y,15,NA
MIXMOR,mod,2017-08-17,G8,715,OTBE,Otospermophilus beecheyi,O. beecheyi,Cricetidae,A,Y,601,NA
MIXMOR,mod,2017-08-17,J3,089,OTBE,Otospermophilus beecheyi,O. beecheyi,Cricetidae,S,Y,243,NA
MIXMOR,mod,2017-08-17,J4,249,NESE,Neotamias senex,N. senex,Sciuridae,A,Y,69,NA
MIXMOR,mod,2017-08-17,J5,313,PEMA,Peromyscus maniculatus,P. maniculatus,Cricetidae,A,Y,19,NA
MIXMOR,mod,2017-08-17,J6,491,OTBE,Otospermophilus beecheyi,O. beecheyi,Cricetidae,S,Y,243,NA
MIXMOR,mod,2017-08-17,J9,423,PEMA,Peromyscus maniculatus,P. maniculatus,Cricetidae,A,Y,19,NA
MIXMOR,mod,2017-08-17,J10,400294,PEMA,Peromyscus maniculatus,P. maniculatus,Cricetidae,A,N,18,NA
MIXMOR,mod,2017-08-17,B4,716,PEMA,Peromyscus maniculatus,P. maniculatus,Cricetidae,S,Y,21,NA
MIXMOR,mod,2017-08-17,B8,665,PEMA,Peromyscus maniculatus,P. maniculatus,Cricetidae,A,Y,18,NA
MIXMOR,mod,2017-08-17,B10,DAY3-5,SOTR,Sorex trowbridgii,S. trowbridgii,Soricidae,A,N,6,NA
MIXMOR,mod,2017-08-17,B9,666,OTBE,Otospermophilus beecheyi,O. beecheyi,Cricetidae,A,N,705,NA
