site,evc
MIXWAT,106
MIXWAT,106
MIXWAT,106
MIXWAT,107
MIXWAT,106
MIXWAT,107
MIXWAT,106
MIXWAT,106
MIXWAT,105
MIXWAT,106
MIXWAT,106
MIXWAT,114.99999999999999
MIXWAT,106
MIXWAT,106
MIXWAT,106
MIXWAT,106
MIXWAT,106
MIXWAT,106
MIXWAT,106
MIXWAT,106
MIXWAT,107
MIXWAT,107
MIXWAT,106
MIXWAT,105
MIXWAT,106
MIXWAT,105
MIXWAT,106
MIXWAT,106
MIXWAT,106
MIXWAT,106
MIXWAT,106
MIXWAT,106
MIXWAT,106
MIXWAT,106
MIXWAT,106
MIXWAT,106
MIXWAT,105
MIXWAT,106
MIXWAT,106
MIXWAT,106
MIXWAT,106
MIXWAT,106
MIXWAT,106
MIXWAT,105
MIXWAT,106
MIXWAT,106
MIXWAT,106
MIXWAT,106
MIXWAT,106
MIXWAT,106
MIXWAT,105
MIXWAT,105
MIXWAT,106
MIXWAT,106
