site,severity,date,day,trap,indID,species,binomial,binomial_short,common_name,family,age,recap,weight,comments
GRNQUA,unb,2017-08-08,1,D8,378,PEMA,Peromyscus maniculatus,P. maniculatus,Deer mouse,Cricetidae,A,N,14,NA
GRNQUA,unb,2017-08-08,1,F5,289,PEMA,Peromyscus maniculatus,P. maniculatus,Deer mouse,Cricetidae,A,N,21,NA
GRNQUA,unb,2017-08-08,1,G9,282,PEMA,Peromyscus maniculatus,P. maniculatus,Deer mouse,Cricetidae,A,N,19,NA
GRNQUA,unb,2017-08-08,1,A5,086,PEMA,Peromyscus maniculatus,P. maniculatus,Deer mouse,Cricetidae,S,N,17,NA
GRNQUA,unb,2017-08-08,1,C1,339,PEMA,Peromyscus maniculatus,P. maniculatus,Deer mouse,Cricetidae,A,N,18,NA
GRNQUA,unb,2017-08-08,1,C3,211,PEMA,Peromyscus maniculatus,P. maniculatus,Deer mouse,Cricetidae,S,N,15,NA
GRNQUA,unb,2017-08-08,1,C9,KING-034,SOTR,Sorex trowbridgii,S. trowbridgii,Trowbridge's shrew,Soricidae,NA,N,NA,dead
GRNQUA,unb,2017-08-08,1,G10,080,PEMA,Peromyscus maniculatus,P. maniculatus,Deer mouse,Cricetidae,A,N,26,NA
GRNQUA,unb,2017-08-08,1,G3,214,PEMA,Peromyscus maniculatus,P. maniculatus,Deer mouse,Cricetidae,A,N,27,NA
GRNQUA,unb,2017-08-09,2,A1,339,PEMA,Peromyscus maniculatus,P. maniculatus,Deer mouse,Cricetidae,A,Y,22,NA
GRNQUA,unb,2017-08-09,2,A7,NA,SPRU,NA,NA,NA,NA,NA,NA,NA,NA
GRNQUA,unb,2017-08-09,2,B1,NA,SPRU,NA,NA,NA,NA,NA,NA,NA,NA
GRNQUA,unb,2017-08-09,2,C5,086,PEMA,Peromyscus maniculatus,P. maniculatus,Deer mouse,Cricetidae,A,Y,15,NA
GRNQUA,unb,2017-08-09,2,C9,NA,SPRU,NA,NA,NA,NA,NA,NA,NA,NA
GRNQUA,unb,2017-08-09,2,D8,282,PEMA,Peromyscus maniculatus,P. maniculatus,Deer mouse,Cricetidae,A,Y,17,NA
GRNQUA,unb,2017-08-09,2,D3,211,PEMA,Peromyscus maniculatus,P. maniculatus,Deer mouse,Cricetidae,S,Y,8,NA
GRNQUA,unb,2017-08-09,2,E10,KING-014,SOTR,Sorex trowbridgii,S. trowbridgii,Trowbridge's shrew,Soricidae,A,N,NA,dead
GRNQUA,unb,2017-08-09,2,F4,317,PEMA,Peromyscus maniculatus,P. maniculatus,Deer mouse,Cricetidae,A,Y,25,NA
GRNQUA,unb,2017-08-09,2,J1,214,PEMA,Peromyscus maniculatus,P. maniculatus,Deer mouse,Cricetidae,A,Y,23,NA
GRNQUA,unb,2017-08-09,2,J9,448,PEMA,Peromyscus maniculatus,P. maniculatus,Deer mouse,Cricetidae,A,Y,15,escaped
GRNQUA,unb,2017-08-09,2,I1,NA,SPRU,NA,NA,NA,NA,NA,NA,NA,NA
GRNQUA,unb,2017-08-09,2,H6,378,PEMA,Peromyscus maniculatus,P. maniculatus,Deer mouse,Cricetidae,A,Y,18,NA
GRNQUA,unb,2017-08-09,2,G10,080,PEMA,Peromyscus maniculatus,P. maniculatus,Deer mouse,Cricetidae,A,Y,21,NA
GRNQUA,unb,2017-08-09,2,G8,289,PEMA,Peromyscus maniculatus,P. maniculatus,Deer mouse,Cricetidae,A,Y,18,NA
GRNQUA,unb,2017-08-09,2,G1,243,PEMA,Peromyscus maniculatus,P. maniculatus,Deer mouse,Cricetidae,A,Y,14,NA
GRNQUA,unb,2017-08-10,3,A4,238,PEMA,Peromyscus maniculatus,P. maniculatus,Deer mouse,Cricetidae,A,N,20,NA
GRNQUA,unb,2017-08-10,3,B4,086,PEMA,Peromyscus maniculatus,P. maniculatus,Deer mouse,Cricetidae,A,Y,18,NA
GRNQUA,unb,2017-08-10,3,B2,339,PEMA,Peromyscus maniculatus,P. maniculatus,Deer mouse,Cricetidae,A,Y,17,huge ears
GRNQUA,unb,2017-08-10,3,C10,KING-079,SOTR,Sorex trowbridgii,S. trowbridgii,Trowbridge's shrew,Soricidae,A,N,NA,dead; looks like recap; maybe from GRNSNO?
GRNQUA,unb,2017-08-10,3,C1,314,PEMA,Peromyscus maniculatus,P. maniculatus,Deer mouse,Cricetidae,A,N,16,NA
GRNQUA,unb,2017-08-10,3,D2,290,PEMA,Peromyscus maniculatus,P. maniculatus,Deer mouse,Cricetidae,A,N,16,NA
GRNQUA,unb,2017-08-10,3,D3,211,PEMA,Peromyscus maniculatus,P. maniculatus,Deer mouse,Cricetidae,A,Y,14,NA
GRNQUA,unb,2017-08-10,3,E8,NA,SPRU,NA,NA,NA,NA,NA,NA,NA,NA
GRNQUA,unb,2017-08-10,3,F2,KING-003,SOTR,Sorex trowbridgii,S. trowbridgii,Trowbridge's shrew,Soricidae,A,N,5,dead
GRNQUA,unb,2017-08-10,3,F9,282,PEMA,Peromyscus maniculatus,P. maniculatus,Deer mouse,Cricetidae,A,Y,18,NA
GRNQUA,unb,2017-08-10,3,G10,080,PEMA,Peromyscus maniculatus,P. maniculatus,Deer mouse,Cricetidae,A,Y,23,NA
GRNQUA,unb,2017-08-10,3,G6,378,PEMA,Peromyscus maniculatus,P. maniculatus,Deer mouse,Cricetidae,A,Y,15,NA
GRNQUA,unb,2017-08-10,3,J1,704,PEMA,Peromyscus maniculatus,P. maniculatus,Deer mouse,Cricetidae,A,N,22,could be recap; had holes in left ear where tag would be
GRNQUA,unb,2017-08-10,3,J9,448,PEMA,Peromyscus maniculatus,P. maniculatus,Deer mouse,Cricetidae,A,Y,14,NA
GRNQUA,unb,2017-08-10,3,J3,NA,SPRU,NA,NA,NA,NA,NA,NA,NA,NA
GRNQUA,unb,2017-08-10,3,H9,169,PEMA,Peromyscus maniculatus,P. maniculatus,Deer mouse,Cricetidae,A,Y,22,NA
GRNQUA,unb,2017-08-10,3,H6,289,PEMA,Peromyscus maniculatus,P. maniculatus,Deer mouse,Cricetidae,A,Y,18,NA
GRNQUA,unb,2017-08-10,3,I2,214,PEMA,Peromyscus maniculatus,P. maniculatus,Deer mouse,Cricetidae,A,Y,20,NA
GRNQUA,unb,2017-08-10,3,G1,243,PEMA,Peromyscus maniculatus,P. maniculatus,Deer mouse,Cricetidae,A,Y,16,dead in trap; no fluff and trap in shaded area --> hypothermia? Could possibly not have been checked yesterday. Hard to stretch body to measure body length.
GRNQUA,unb,2017-08-10,3,G3,317,PEMA,Peromyscus maniculatus,P. maniculatus,Deer mouse,Cricetidae,A,Y,24,NA
GRNSNO,unb,2017-07-18,1,F2,011,PEMA,Peromyscus maniculatus,P. maniculatus,Deer mouse,Cricetidae,A,N,16,NA
GRNSNO,unb,2017-07-18,1,G3,197,PEMA,Peromyscus maniculatus,P. maniculatus,Deer mouse,Cricetidae,A,N,21,NA
GRNSNO,unb,2017-07-18,1,G10,191,PEMA,Peromyscus maniculatus,P. maniculatus,Deer mouse,Cricetidae,A,N,18,NA
GRNSNO,unb,2017-07-18,1,H7,CLIP-7,SOTR,Sorex trowbridgii,S. trowbridgii,Trowbridge's shrew,Soricidae,A,N,6,butt clipped
GRNSNO,unb,2017-07-18,1,H6,182,PEMA,Peromyscus maniculatus,P. maniculatus,Deer mouse,Cricetidae,A,N,19,NA
GRNSNO,unb,2017-07-18,1,J3,348,PEMA,Peromyscus maniculatus,P. maniculatus,Deer mouse,Cricetidae,A,N,15,NA
GRNSNO,unb,2017-07-18,1,J4,332,PEMA,Peromyscus maniculatus,P. maniculatus,Deer mouse,Cricetidae,A,N,8,NA
GRNSNO,unb,2017-07-18,1,J5,327,PEMA,Peromyscus maniculatus,P. maniculatus,Deer mouse,Cricetidae,A,N,23,NA
GRNSNO,unb,2017-07-18,1,J10,281,PEMA,Peromyscus maniculatus,P. maniculatus,Deer mouse,Cricetidae,S,N,14,NA
GRNSNO,unb,2017-07-18,1,I7,388,PEMA,Peromyscus maniculatus,P. maniculatus,Deer mouse,Cricetidae,A,N,18,NA
GRNSNO,unb,2017-07-18,1,I4,NA,SPRU,NA,NA,NA,NA,NA,NA,NA,NA
GRNSNO,unb,2017-07-18,1,I2,NA,SPRU,NA,NA,NA,NA,NA,NA,NA,NA
GRNSNO,unb,2017-07-18,1,H1,NA,SPRU,NA,NA,NA,NA,NA,NA,NA,NA
GRNSNO,unb,2017-07-18,1,H3,489,PEMA,Peromyscus maniculatus,P. maniculatus,Deer mouse,Cricetidae,A,N,10,NA
GRNSNO,unb,2017-07-19,2,J1,332,PEMA,Peromyscus maniculatus,P. maniculatus,Deer mouse,Cricetidae,A,Y,18,NA
GRNSNO,unb,2017-07-19,2,J3,348,PEMA,Peromyscus maniculatus,P. maniculatus,Deer mouse,Cricetidae,A,Y,15,NA
GRNSNO,unb,2017-07-19,2,J4,327,PEMA,Peromyscus maniculatus,P. maniculatus,Deer mouse,Cricetidae,A,Y,22,NA
GRNSNO,unb,2017-07-19,2,J7,182,PEMA,Peromyscus maniculatus,P. maniculatus,Deer mouse,Cricetidae,A,Y,19,NA
GRNSNO,unb,2017-07-19,2,J10,281,PEMA,Peromyscus maniculatus,P. maniculatus,Deer mouse,Cricetidae,A,Y,13,NA
GRNSNO,unb,2017-07-19,2,I4,388,PEMA,Peromyscus maniculatus,P. maniculatus,Deer mouse,Cricetidae,A,Y,17,NA
GRNSNO,unb,2017-07-19,2,H1,184,PEMA,Peromyscus maniculatus,P. maniculatus,Deer mouse,Cricetidae,A,N,16,NA
GRNSNO,unb,2017-07-19,2,H3,011,PEMA,Peromyscus maniculatus,P. maniculatus,Deer mouse,Cricetidae,A,Y,15,NA
GRNSNO,unb,2017-07-19,2,H6,197,PEMA,Peromyscus maniculatus,P. maniculatus,Deer mouse,Cricetidae,A,Y,20,fat but doesn't seem pregnant
GRNSNO,unb,2017-07-19,2,H10,CLIP-8,SOTR,Sorex trowbridgii,S. trowbridgii,Trowbridge's shrew,Soricidae,A,N,5,NA
GRNSNO,unb,2017-07-19,2,G9,191,PEMA,Peromyscus maniculatus,P. maniculatus,Deer mouse,Cricetidae,A,Y,19,NA
GRNSNO,unb,2017-07-19,2,A3,391,PEMA,Peromyscus maniculatus,P. maniculatus,Deer mouse,Cricetidae,A,N,10,NA
GRNSNO,unb,2017-07-19,2,B2,CLIP-9,SOTR,Sorex trowbridgii,S. trowbridgii,Trowbridge's shrew,Soricidae,A,N,4,butt clipped
GRNSNO,unb,2017-07-19,2,C6,KING-025,SOTR,Sorex trowbridgii,S. trowbridgii,Trowbridge's shrew,Soricidae,NA,N,NA,dead
GRNSNO,unb,2017-07-19,2,C7,338,PEMA,Peromyscus maniculatus,P. maniculatus,Deer mouse,Cricetidae,A,N,15,NA
GRNSNO,unb,2017-07-19,2,E1,NA,SPRU,NA,NA,NA,NA,NA,NA,NA,NA
GRNSNO,unb,2017-07-19,2,E5,NA,SPRU,NA,NA,NA,NA,NA,NA,NA,NA
GRNSNO,unb,2017-07-19,2,G4,489,PEMA,Peromyscus maniculatus,P. maniculatus,Deer mouse,Cricetidae,A,Y,17,NA
GRNSNO,unb,2017-07-19,2,G5,296,PEMA,Peromyscus maniculatus,P. maniculatus,Deer mouse,Cricetidae,A,N,15,NA
GRNSNO,unb,2017-07-20,3,B3,391,PEMA,Peromyscus maniculatus,P. maniculatus,Deer mouse,Cricetidae,A,Y,14,NA
GRNSNO,unb,2017-07-20,3,A7,NA,SPRU,NA,NA,NA,NA,NA,NA,NA,NA
GRNSNO,unb,2017-07-20,3,C2,011,PEMA,Peromyscus maniculatus,P. maniculatus,Deer mouse,Cricetidae,A,Y,17,NA
GRNSNO,unb,2017-07-20,3,C7,338,PEMA,Peromyscus maniculatus,P. maniculatus,Deer mouse,Cricetidae,A,Y,14,NA
GRNSNO,unb,2017-07-20,3,D8,NA,SPRU,NA,NA,NA,NA,NA,NA,NA,NA
GRNSNO,unb,2017-07-20,3,G2,197,PEMA,Peromyscus maniculatus,P. maniculatus,Deer mouse,Cricetidae,A,Y,21,NA
GRNSNO,unb,2017-07-20,3,F2,388,PEMA,Peromyscus maniculatus,P. maniculatus,Deer mouse,Cricetidae,A,Y,17,NA
GRNSNO,unb,2017-07-20,3,F1,184,PEMA,Peromyscus maniculatus,P. maniculatus,Deer mouse,Cricetidae,A,Y,16,NA
GRNSNO,unb,2017-07-20,3,J1,332,PEMA,Peromyscus maniculatus,P. maniculatus,Deer mouse,Cricetidae,A,Y,14,NA
GRNSNO,unb,2017-07-20,3,J3,327,PEMA,Peromyscus maniculatus,P. maniculatus,Deer mouse,Cricetidae,A,Y,21,NA
GRNSNO,unb,2017-07-20,3,J8,182,PEMA,Peromyscus maniculatus,P. maniculatus,Deer mouse,Cricetidae,A,Y,19,NA
GRNSNO,unb,2017-07-20,3,J10,281,PEMA,Peromyscus maniculatus,P. maniculatus,Deer mouse,Cricetidae,S,Y,18,NA
GRNSNO,unb,2017-07-20,3,I8,191,PEMA,Peromyscus maniculatus,P. maniculatus,Deer mouse,Cricetidae,A,Y,18,NA
GRNSNO,unb,2017-07-20,3,I7,NA,SPRU,NA,NA,NA,NA,NA,NA,NA,NA
GRNSNO,unb,2017-07-20,3,I2,348,PEMA,Peromyscus maniculatus,P. maniculatus,Deer mouse,Cricetidae,A,Y,11,NA
GRNSNO,unb,2017-07-20,3,H4,489,PEMA,Peromyscus maniculatus,P. maniculatus,Deer mouse,Cricetidae,A,Y,19,NA
GRNSNO,unb,2017-07-20,3,H6,295,PEMA,Peromyscus maniculatus,P. maniculatus,Deer mouse,Cricetidae,A,N,15,NA
GRNSNO,unb,2017-07-20,3,H7,NA,SPRU,NA,NA,NA,NA,NA,Y,NA,dead
GRNSNO,unb,2017-07-20,3,G8,NA,MISS,NA,NA,NA,NA,NA,NA,NA,appears to have escaped through hole in trap
GRNSNO,unb,2017-07-20,3,G7,296,PEMA,Peromyscus maniculatus,P. maniculatus,Deer mouse,Cricetidae,A,Y,18,NA
GRNTUR,unb,2017-07-11,1,A10,NA,SPRU,NA,NA,NA,NA,A,N,16,escaped
GRNTUR,unb,2017-07-11,1,B8,355,PEMA,Peromyscus maniculatus,P. maniculatus,Deer mouse,Cricetidae,A,N,12,NA
GRNTUR,unb,2017-07-11,1,B9,NA,MISS,NA,NA,NA,NA,NA,NA,NA,NA
GRNTUR,unb,2017-07-11,1,C7,138,NEQU,Neotamias quadrimaculatus,N. quadrimaculatus,Long-eared chipmunk,Sciuridae,A,N,98,NA
GRNTUR,unb,2017-07-11,1,E6,NA,SPRU,NA,NA,NA,NA,NA,NA,NA,NA
GRNTUR,unb,2017-07-11,1,J1,487,PEMA,Peromyscus maniculatus,P. maniculatus,Deer mouse,Cricetidae,A,N,14,NA
GRNTUR,unb,2017-07-11,1,J6,344,PEMA,Peromyscus maniculatus,P. maniculatus,Deer mouse,Cricetidae,A,N,12,bad eartag
GRNTUR,unb,2017-07-11,1,J8,215,PEMA,Peromyscus maniculatus,P. maniculatus,Deer mouse,Cricetidae,A,N,18,NA
GRNTUR,unb,2017-07-11,1,H6,NA,MISS,NA,NA,NA,NA,NA,NA,NA,treadle really tight; appears to have been missed when setting traps
GRNTUR,unb,2017-07-11,1,I3,341,PEMA,Peromyscus maniculatus,P. maniculatus,Deer mouse,Cricetidae,S,N,14,NA
GRNTUR,unb,2017-07-11,1,I1,335,PEMA,Peromyscus maniculatus,P. maniculatus,Deer mouse,Cricetidae,A,N,16,looked odd for PEMA; large ears and bicolored tail
GRNTUR,unb,2017-07-11,1,H4,NA,SPRU,NA,NA,NA,NA,NA,NA,NA,NA
GRNTUR,unb,2017-07-11,1,H10,NA,SPRU,NA,NA,NA,NA,NA,NA,NA,NA
GRNTUR,unb,2017-07-11,1,F1,NA,MISS,NA,NA,NA,NA,NA,NA,NA,Not set (still in prebaiting mode)
GRNTUR,unb,2017-07-11,1,F2,NA,MISS,NA,NA,NA,NA,NA,NA,NA,Not set (still in prebaiting mode)
GRNTUR,unb,2017-07-11,1,F3,NA,MISS,NA,NA,NA,NA,NA,NA,NA,Not set (still in prebaiting mode)
GRNTUR,unb,2017-07-11,1,F4,NA,MISS,NA,NA,NA,NA,NA,NA,NA,Not set (still in prebaiting mode)
GRNTUR,unb,2017-07-11,1,F5,NA,MISS,NA,NA,NA,NA,NA,NA,NA,Not set (still in prebaiting mode)
GRNTUR,unb,2017-07-11,1,F7,NA,MISS,NA,NA,NA,NA,NA,NA,NA,Not set (still in prebaiting mode)
GRNTUR,unb,2017-07-11,1,F8,NA,MISS,NA,NA,NA,NA,NA,NA,NA,Not set (still in prebaiting mode)
GRNTUR,unb,2017-07-11,1,F9,NA,MISS,NA,NA,NA,NA,NA,NA,NA,Not set (still in prebaiting mode)
GRNTUR,unb,2017-07-11,1,I6,053,PEMA,Peromyscus maniculatus,P. maniculatus,Deer mouse,Cricetidae,NA,N,NA,dead
GRNTUR,unb,2017-07-12,2,J10,344,PEMA,Peromyscus maniculatus,P. maniculatus,Deer mouse,Cricetidae,A,Y,18,huge ears
GRNTUR,unb,2017-07-12,2,J8,215,PEMA,Peromyscus maniculatus,P. maniculatus,Deer mouse,Cricetidae,A,Y,16,may have recently given birth?
GRNTUR,unb,2017-07-12,2,J6,209,OTBE,Otospermophilus beecheyi,O. beecheyi,California ground squirrel,Cricetidae,A,N,660,NA
GRNTUR,unb,2017-07-12,2,J3,341,PEMA,Peromyscus maniculatus,P. maniculatus,Deer mouse,Cricetidae,S,Y,15,NA
GRNTUR,unb,2017-07-12,2,J2,UNIQ-1,SOTR,Sorex trowbridgii,S. trowbridgii,Trowbridge's shrew,Soricidae,S,N,2,escaped
GRNTUR,unb,2017-07-12,2,H8,NA,MISS,NA,NA,NA,NA,NA,NA,NA,NA
GRNTUR,unb,2017-07-12,2,H1,335,PEMA,Peromyscus maniculatus,P. maniculatus,Deer mouse,Cricetidae,A,Y,20,NA
GRNTUR,unb,2017-07-12,2,B1,NA,SPRU,NA,NA,NA,NA,NA,NA,NA,NA
GRNTUR,unb,2017-07-12,2,B10,354,PEMA,Peromyscus maniculatus,P. maniculatus,Deer mouse,Cricetidae,S,N,13,NA
GRNTUR,unb,2017-07-12,2,D10,NA,SPRU,NA,NA,NA,NA,NA,NA,NA,NA
GRNTUR,unb,2017-07-12,2,E7,135,NEQU,Neotamias quadrimaculatus,N. quadrimaculatus,Long-eared chipmunk,Sciuridae,A,N,72,NA
GRNTUR,unb,2017-07-12,2,F5,NA,SPRU,NA,NA,NA,NA,NA,NA,NA,NA
GRNTUR,unb,2017-07-12,2,G6,NA,SPRU,NA,NA,NA,NA,NA,NA,NA,NA
GRNTUR,unb,2017-07-13,3,C10,NA,SPRU,NA,NA,NA,NA,NA,NA,NA,escaped
GRNTUR,unb,2017-07-13,3,C9,355,PEMA,Peromyscus maniculatus,P. maniculatus,Deer mouse,Cricetidae,A,Y,16,NA
GRNTUR,unb,2017-07-13,3,J6,NA,SPRU,NA,NA,NA,NA,NA,NA,NA,NA
GRNTUR,unb,2017-07-13,3,J8,215,PEMA,Peromyscus maniculatus,P. maniculatus,Deer mouse,Cricetidae,A,Y,16,NA
GRNTUR,unb,2017-07-13,3,J10,NA,SPRU,NA,NA,NA,NA,NA,NA,NA,escaped
GRNTUR,unb,2017-07-13,3,H10,NA,SPRU,NA,NA,NA,NA,NA,NA,NA,NA
GRNTUR,unb,2017-07-13,3,H1,487,PEMA,Peromyscus maniculatus,P. maniculatus,Deer mouse,Cricetidae,A,Y,16,NA
GRNTUR,unb,2017-07-13,3,H2,NA,MISS,NA,NA,NA,NA,NA,NA,NA,door half open
GRNTUR,unb,2017-07-13,3,H7,224,PEMA,Peromyscus maniculatus,P. maniculatus,Deer mouse,Cricetidae,S,N,11,NA
GRNTUR,unb,2017-07-13,3,H8,NA,SPRU,NA,NA,NA,NA,NA,NA,NA,NA
GRNTUR,unb,2017-07-13,3,G6,218,PEMA,Peromyscus maniculatus,P. maniculatus,Deer mouse,Cricetidae,A,N,17,NA
GRNTUR,unb,2017-07-13,3,G4,NA,MISS,NA,NA,NA,NA,NA,NA,NA,NA
GRNWOO,unb,2017-07-04,1,A3,NA,MISS,NA,NA,NA,NA,NA,NA,NA,not set; no batting
GRNWOO,unb,2017-07-04,1,B2,432,NEFU,Neotoma fuscipes,N. fuscipes,Dusky-footed woodrat,Cricetidae,A,N,259,NA
GRNWOO,unb,2017-07-04,1,A5,168,NEFU,Neotoma fuscipes,N. fuscipes,Dusky-footed woodrat,Cricetidae,A,N,181,NA
GRNWOO,unb,2017-07-04,1,A6,434,PEBO,Peromyscus boylii,P. boylii,Brush mouse,Cricetidae,A,N,21,NA
GRNWOO,unb,2017-07-04,1,A7,NA,SPRU,NA,NA,NA,NA,NA,NA,NA,treadle too tight
GRNWOO,unb,2017-07-04,1,B8,436,PEBO,Peromyscus boylii,P. boylii,Brush mouse,Cricetidae,A,N,21,escaped; PEBO is guess
GRNWOO,unb,2017-07-04,1,B1,433,PEMA,Peromyscus maniculatus,P. maniculatus,Deer mouse,Cricetidae,S,N,14,NA
GRNWOO,unb,2017-07-04,1,C1,KING-048,SOTR,Sorex trowbridgii,S. trowbridgii,Trowbridge's shrew,Soricidae,NA,N,NA,dead; mort
GRNWOO,unb,2017-07-04,1,C2,NA,SPRU,NA,NA,NA,NA,NA,NA,NA,NA
GRNWOO,unb,2017-07-04,1,D3,CLIP-10,SOTR,Sorex trowbridgii,S. trowbridgii,Trowbridge's shrew,Soricidae,A,N,5,NA
GRNWOO,unb,2017-07-04,1,C4,151,PEMA,Peromyscus maniculatus,P. maniculatus,Deer mouse,Cricetidae,S,N,12,treadle too tight
GRNWOO,unb,2017-07-04,1,E10,157,PEMA,Peromyscus maniculatus,P. maniculatus,Deer mouse,Cricetidae,A,N,13,NA
GRNWOO,unb,2017-07-04,1,E7,NA,SPRU,NA,NA,NA,NA,NA,NA,NA,sprung by beetles
GRNWOO,unb,2017-07-04,1,D6,NA,SPRU,NA,NA,NA,NA,NA,NA,NA,sprung by beetles
GRNWOO,unb,2017-07-04,1,E5,NA,SPRU,NA,NA,NA,NA,NA,NA,NA,door doesn't close
GRNWOO,unb,2017-07-04,1,D4,NA,SPRU,NA,NA,NA,NA,NA,NA,NA,escaped
GRNWOO,unb,2017-07-04,1,H3,NA,SPRU,NA,NA,NA,NA,NA,NA,NA,sprung by millipede
GRNWOO,unb,2017-07-04,1,H6,NA,SPRU,NA,NA,NA,NA,NA,NA,NA,NA
GRNWOO,unb,2017-07-04,1,J2,NA,SPRU,NA,NA,NA,NA,NA,NA,NA,sprung by banana slug
GRNWOO,unb,2017-07-04,1,H9,439,PEMA,Peromyscus maniculatus,P. maniculatus,Deer mouse,Cricetidae,A,N,16,broken tail
GRNWOO,unb,2017-07-04,1,F1,167,PEMA,Peromyscus maniculatus,P. maniculatus,Deer mouse,Cricetidae,S,N,11,NA
GRNWOO,unb,2017-07-04,1,J4,430,PEMA,Peromyscus maniculatus,P. maniculatus,Deer mouse,Cricetidae,A,N,15,NA
GRNWOO,unb,2017-07-05,2,J1,NA,MISS,NA,NA,NA,NA,NA,NA,NA,NA
GRNWOO,unb,2017-07-05,2,J9,154,PEMA,Peromyscus maniculatus,P. maniculatus,Deer mouse,Cricetidae,A,N,9,NA
GRNWOO,unb,2017-07-05,2,H1,NA,SPRU,NA,NA,NA,NA,NA,NA,NA,NA
GRNWOO,unb,2017-07-05,2,H5,NA,MISS,NA,NA,NA,NA,NA,NA,NA,NA
GRNWOO,unb,2017-07-05,2,H9,KING-065,SOTR,Sorex trowbridgii,S. trowbridgii,Trowbridge's shrew,Soricidae,A,N,NA,dead
GRNWOO,unb,2017-07-05,2,H10,NA,MISS,NA,NA,NA,NA,NA,NA,NA,ants
GRNWOO,unb,2017-07-05,2,G9,NA,MISS,NA,NA,NA,NA,NA,NA,NA,ants
GRNWOO,unb,2017-07-05,2,G2,KING-047,SOTR,Sorex trowbridgii,S. trowbridgii,Trowbridge's shrew,Soricidae,NA,N,NA,dead (trap in sun)
GRNWOO,unb,2017-07-05,2,F1,430,PEMA,Peromyscus maniculatus,P. maniculatus,Deer mouse,Cricetidae,A,Y,12,NA
GRNWOO,unb,2017-07-05,2,F2,167,PEMA,Peromyscus maniculatus,P. maniculatus,Deer mouse,Cricetidae,S,Y,9,NA
GRNWOO,unb,2017-07-05,2,B4,NA,SPRU,NA,NA,NA,NA,NA,NA,NA,NA
GRNWOO,unb,2017-07-05,2,C9,NA,MISS,NA,NA,NA,NA,NA,NA,NA,NA
GRNWOO,unb,2017-07-05,2,E6,157,PEMA,Peromyscus maniculatus,P. maniculatus,Deer mouse,Cricetidae,A,Y,8,NA
GRNWOO,unb,2017-07-05,2,D9,CLIP-10,SOTR,Sorex trowbridgii,S. trowbridgii,Trowbridge's shrew,Soricidae,A,Y,NA,dead (recap of live SOTR from 4 Jul 2017); updated from previous info
GRNWOO,unb,2017-07-05,2,E2,174,PEMA,Peromyscus maniculatus,P. maniculatus,Deer mouse,Cricetidae,A,N,11,NA
GRNWOO,unb,2017-07-05,2,B3,155,PEMA,Peromyscus maniculatus,P. maniculatus,Deer mouse,Cricetidae,A,N,16,had no tail; old injury
GRNWOO,unb,2017-07-05,2,B1,KING-058,SOTR,Sorex trowbridgii,S. trowbridgii,Trowbridge's shrew,Soricidae,NA,N,NA,dead
GRNWOO,unb,2017-07-05,2,D1,436,PEBO,Peromyscus boylii,P. boylii,Brush mouse,Cricetidae,A,Y,20,NA
GRNWOO,unb,2017-07-05,2,A5,152,NEFU,Neotoma fuscipes,N. fuscipes,Dusky-footed woodrat,Cricetidae,S,N,75,juvenile
GRNWOO,unb,2017-07-05,2,C1,168,NEFU,Neotoma fuscipes,N. fuscipes,Dusky-footed woodrat,Cricetidae,A,Y,165,NA
GRNWOO,unb,2017-07-06,3,A2,155,PEMA,Peromyscus maniculatus,P. maniculatus,Deer mouse,Cricetidae,A,Y,20,no tail
GRNWOO,unb,2017-07-06,3,A6,436,PEBO,Peromyscus boylii,P. boylii,Brush mouse,Cricetidae,A,Y,18,chewed off end of tail?
GRNWOO,unb,2017-07-06,3,C6,468,PEBO,Peromyscus boylii,P. boylii,Brush mouse,Cricetidae,S,N,12,NA
GRNWOO,unb,2017-07-06,3,J1,473,PEBO,Peromyscus boylii,P. boylii,Brush mouse,Cricetidae,A,N,7,NA
GRNWOO,unb,2017-07-06,3,J7,DAY3-3,SOTR,Sorex trowbridgii,S. trowbridgii,Trowbridge's shrew,Soricidae,A,N,1,given pedialyte
GRNWOO,unb,2017-07-06,3,E2,167,PEMA,Peromyscus maniculatus,P. maniculatus,Deer mouse,Cricetidae,S,Y,14,NA
GRNWOO,unb,2017-07-06,3,J9,154,PEMA,Peromyscus maniculatus,P. maniculatus,Deer mouse,Cricetidae,A,Y,16,NA
GRNWOO,unb,2017-07-06,3,I8,NA,SPRU,NA,NA,NA,NA,NA,NA,NA,NA
GRNWOO,unb,2017-07-06,3,H10,NA,SPRU,NA,NA,NA,NA,NA,NA,NA,NA
GRNWOO,unb,2017-07-06,3,G3,NA,MISS,NA,NA,NA,NA,NA,NA,NA,NA
GRNWOO,unb,2017-07-06,3,F3,NA,MISS,NA,NA,NA,NA,NA,NA,NA,NA
GRNWOO,unb,2017-07-06,3,F7,NA,SPRU,NA,NA,NA,NA,NA,NA,NA,NA
GRNWOO,unb,2017-07-06,3,E1,168,NEFU,Neotoma fuscipes,N. fuscipes,Dusky-footed woodrat,Cricetidae,A,Y,210,NA
HIBADR,high,2017-08-29,1,E10,262,PEMA,Peromyscus maniculatus,P. maniculatus,Deer mouse,Cricetidae,A,N,20,NA
HIBADR,high,2017-08-29,1,H10,464,PEMA,Peromyscus maniculatus,P. maniculatus,Deer mouse,Cricetidae,A,N,18,NA
