site,severity,date,day,trap,indID,species,binomial,binomial_short,common_name,family,age,recap,weight,comments
HICORN,high,2017-08-16,2,A1,744,PEMA,Peromyscus maniculatus,P. maniculatus,Deer mouse,Cricetidae,A,N,13,possible recap? Hole in ear
HICORN,high,2017-08-16,2,A2,743993,PEMA,Peromyscus maniculatus,P. maniculatus,Deer mouse,Cricetidae,A,N,18,NA
HICORN,high,2017-08-16,2,A3,981,PEMA,Peromyscus maniculatus,P. maniculatus,Deer mouse,Cricetidae,A,Y,20,NA
HICORN,high,2017-08-16,2,A4,989,PEMA,Peromyscus maniculatus,P. maniculatus,Deer mouse,Cricetidae,A,Y,21,NA
HICORN,high,2017-08-16,2,A6,977,PEMA,Peromyscus maniculatus,P. maniculatus,Deer mouse,Cricetidae,A,N,18,NA
HICORN,high,2017-08-16,2,A7,888,PEMA,Peromyscus maniculatus,P. maniculatus,Deer mouse,Cricetidae,A,N,18,NA
HICORN,high,2017-08-16,2,A8,954,PEMA,Peromyscus maniculatus,P. maniculatus,Deer mouse,Cricetidae,A,N,16,NA
HICORN,high,2017-08-16,2,B9,982,PEMA,Peromyscus maniculatus,P. maniculatus,Deer mouse,Cricetidae,A,Y,14,NA
HICORN,high,2017-08-16,2,B7,972,PEMA,Peromyscus maniculatus,P. maniculatus,Deer mouse,Cricetidae,A,N,21,NA
HICORN,high,2017-08-16,2,B5,962,PEMA,Peromyscus maniculatus,P. maniculatus,Deer mouse,Cricetidae,A,Y,11,NA
HICORN,high,2017-08-16,2,B4,970,PEMA,Peromyscus maniculatus,P. maniculatus,Deer mouse,Cricetidae,A,Y,19,NA
HICORN,high,2017-08-16,2,B2,992,PEMA,Peromyscus maniculatus,P. maniculatus,Deer mouse,Cricetidae,A,Y,14,NA
HICORN,high,2017-08-16,2,C2,964,PEMA,Peromyscus maniculatus,P. maniculatus,Deer mouse,Cricetidae,A,N,15,NA
HICORN,high,2017-08-16,2,C3,879,PEMA,Peromyscus maniculatus,P. maniculatus,Deer mouse,Cricetidae,S,N,14,NA
HICORN,high,2017-08-16,2,C8,885,PEMA,Peromyscus maniculatus,P. maniculatus,Deer mouse,Cricetidae,A,Y,17,NA
HICORN,high,2017-08-16,2,C9,050,PEMA,Peromyscus maniculatus,P. maniculatus,Deer mouse,Cricetidae,A,Y,16,NA
HICORN,high,2017-08-16,2,D7,978,PEMA,Peromyscus maniculatus,P. maniculatus,Deer mouse,Cricetidae,A,Y,12,NA
HICORN,high,2017-08-16,2,D1,960,PEMA,Peromyscus maniculatus,P. maniculatus,Deer mouse,Cricetidae,A,Y,NA,escaped
HICORN,high,2017-08-17,3,A1,743993,PEMA,Peromyscus maniculatus,P. maniculatus,Deer mouse,Cricetidae,A,Y,18,bad left tag; tagged right ear
HICORN,high,2017-08-17,3,A2,989,PEMA,Peromyscus maniculatus,P. maniculatus,Deer mouse,Cricetidae,A,Y,21,NA
HICORN,high,2017-08-17,3,A3,981,PEMA,Peromyscus maniculatus,P. maniculatus,Deer mouse,Cricetidae,A,Y,18,not doing great (heat stroke and/or spinal injury); later died
HICORN,high,2017-08-17,3,A4,968,PEMA,Peromyscus maniculatus,P. maniculatus,Deer mouse,Cricetidae,S,N,8,tiny grey mouse
HICORN,high,2017-08-17,3,A6,977,PEMA,Peromyscus maniculatus,P. maniculatus,Deer mouse,Cricetidae,A,Y,17,NA
HICORN,high,2017-08-17,3,A8,888,PEMA,Peromyscus maniculatus,P. maniculatus,Deer mouse,Cricetidae,A,Y,17,NA
HICORN,high,2017-08-17,3,A10,982,PEMA,Peromyscus maniculatus,P. maniculatus,Deer mouse,Cricetidae,A,Y,19,NA
HICORN,high,2017-08-17,3,B6,955,PEMA,Peromyscus maniculatus,P. maniculatus,Deer mouse,Cricetidae,A,N,14,NA
HICORN,high,2017-08-17,3,B5,962,PEMA,Peromyscus maniculatus,P. maniculatus,Deer mouse,Cricetidae,A,Y,15,NA
HICORN,high,2017-08-17,3,B4,744,PEMA,Peromyscus maniculatus,P. maniculatus,Deer mouse,Cricetidae,A,Y,15,huge testicles
HICORN,high,2017-08-17,3,C2,970,PEMA,Peromyscus maniculatus,P. maniculatus,Deer mouse,Cricetidae,A,Y,15,NA
HICORN,high,2017-08-17,3,C6,959,PEMA,Peromyscus maniculatus,P. maniculatus,Deer mouse,Cricetidae,A,Y,17,maybe regressed
HICORN,high,2017-08-17,3,D7,978,PEMA,Peromyscus maniculatus,P. maniculatus,Deer mouse,Cricetidae,A,Y,15,NA
HICORN,high,2017-08-17,3,D5,972,PEMA,Peromyscus maniculatus,P. maniculatus,Deer mouse,Cricetidae,A,Y,25,NA
HICORN,high,2017-08-17,3,D1,964,PEMA,Peromyscus maniculatus,P. maniculatus,Deer mouse,Cricetidae,A,Y,15,early pregnancy
HICORN,high,2017-08-17,3,E1,997,PEMA,Peromyscus maniculatus,P. maniculatus,Deer mouse,Cricetidae,A,Y,19,NA
HICORN,high,2017-08-17,3,E2,992,PEMA,Peromyscus maniculatus,P. maniculatus,Deer mouse,Cricetidae,A,Y,14,slightly grey pelage
HICORN,high,2017-08-17,3,E4,899,PEMA,Peromyscus maniculatus,P. maniculatus,Deer mouse,Cricetidae,A,Y,19,NA
HICORN,high,2017-08-17,3,E8,967,PEMA,Peromyscus maniculatus,P. maniculatus,Deer mouse,Cricetidae,A,Y,18,NA
HICORN,high,2017-08-17,3,F6,877,PEMA,Peromyscus maniculatus,P. maniculatus,Deer mouse,Cricetidae,A,Y,NA,dead on arrival
HICORN,high,2017-08-17,3,F5,983,PEMA,Peromyscus maniculatus,P. maniculatus,Deer mouse,Cricetidae,A,N,11,SA pelage but red vulva
HICORN,high,2017-08-17,3,F3,994,PEMA,Peromyscus maniculatus,P. maniculatus,Deer mouse,Cricetidae,A,N,17,NA
HICORN,high,2017-08-17,3,H5,KING-166,PEMA,Peromyscus maniculatus,P. maniculatus,Deer mouse,Cricetidae,A,N,16,heatstroke - died after care
HICORN,high,2017-08-17,3,F1,980,PEMA,Peromyscus maniculatus,P. maniculatus,Deer mouse,Cricetidae,A,N,22,NA
HICORN,high,2017-08-17,3,G1,884,PEMA,Peromyscus maniculatus,P. maniculatus,Deer mouse,Cricetidae,A,Y,15,NA
HICORN,high,2017-08-17,3,G3,979,PEMA,Peromyscus maniculatus,P. maniculatus,Deer mouse,Cricetidae,A,Y,29,NA
HICORN,high,2017-08-17,3,J1,969732,PEMA,Peromyscus maniculatus,P. maniculatus,Deer mouse,Cricetidae,A,N,14,messed up left ear tag
HICORN,high,2017-08-17,3,J2,381,PEMA,Peromyscus maniculatus,P. maniculatus,Deer mouse,Cricetidae,A,Y,16,NA
HICORN,high,2017-08-17,3,J5,726,PEMA,Peromyscus maniculatus,P. maniculatus,Deer mouse,Cricetidae,A,Y,23,NA
HICORN,high,2017-08-17,3,J6,291,PEMA,Peromyscus maniculatus,P. maniculatus,Deer mouse,Cricetidae,A,Y,21,NA
HICORN,high,2017-08-17,3,J7,733,PEMA,Peromyscus maniculatus,P. maniculatus,Deer mouse,Cricetidae,A,N,26,NA
HICORN,high,2017-08-17,3,J9,749013,PEMA,Peromyscus maniculatus,P. maniculatus,Deer mouse,Cricetidae,A,Y,22,2 tags
HICORN,high,2017-08-17,3,I10,750269,PEMA,Peromyscus maniculatus,P. maniculatus,Deer mouse,Cricetidae,A,Y,17,2 tags
HICORN,high,2017-08-17,3,I4,730988,PEMA,Peromyscus maniculatus,P. maniculatus,Deer mouse,Cricetidae,A,Y,17,2 tags
HICORN,high,2017-08-17,3,I3,986,PEMA,Peromyscus maniculatus,P. maniculatus,Deer mouse,Cricetidae,A,Y,16,NA
HICORN,high,2017-08-17,3,I2,000,PEMA,Peromyscus maniculatus,P. maniculatus,Deer mouse,Cricetidae,A,N,10,NA
HICORN,high,2017-08-17,3,I1,179,PEMA,Peromyscus maniculatus,P. maniculatus,Deer mouse,Cricetidae,S,Y,9,NA
HICORN,high,2017-08-17,3,H1,746,PEMA,Peromyscus maniculatus,P. maniculatus,Deer mouse,Cricetidae,A,Y,19,tag may say 756; illegible
HICORN,high,2017-08-17,3,H2,747,PEMA,Peromyscus maniculatus,P. maniculatus,Deer mouse,Cricetidae,A,Y,10,NA
HICORN,high,2017-08-17,3,H3,966,PEMA,Peromyscus maniculatus,P. maniculatus,Deer mouse,Cricetidae,A,Y,17,NA
HICORN,high,2017-08-17,3,H4,181,PEMA,Peromyscus maniculatus,P. maniculatus,Deer mouse,Cricetidae,A,N,22,NA
HICORN,high,2017-08-17,3,G10,895,PEMA,Peromyscus maniculatus,P. maniculatus,Deer mouse,Cricetidae,A,Y,14,NA
HICORN,high,2017-08-17,3,G9,953,PEMA,Peromyscus maniculatus,P. maniculatus,Deer mouse,Cricetidae,A,Y,12,NA
HICORN,high,2017-08-17,3,G7,958,PEMA,Peromyscus maniculatus,P. maniculatus,Deer mouse,Cricetidae,A,Y,11,NA
HICORN,high,2017-08-17,3,G4,728,PEMA,Peromyscus maniculatus,P. maniculatus,Deer mouse,Cricetidae,A,N,10,NA
HICOWS,high,2017-08-23,1,A8,NA,SPRU,NA,NA,NA,NA,NA,NA,NA,NA
HICOWS,high,2017-08-23,1,A9,NA,SPRU,NA,NA,NA,NA,NA,NA,NA,NA
HICOWS,high,2017-08-23,1,A10,202,PEBO,Peromyscus boylii,P. boylii,Brush mouse,Cricetidae,S,N,18,NA
HICOWS,high,2017-08-23,1,B9,NA,SPRU,NA,NA,NA,NA,NA,NA,NA,NA
HICOWS,high,2017-08-23,1,B8,NA,SPRU,NA,NA,NA,NA,NA,NA,NA,NA
HICOWS,high,2017-08-23,1,C4,NA,SPRU,NA,NA,NA,NA,NA,NA,NA,NA
HICOWS,high,2017-08-23,1,C7,088,PEMA,Peromyscus maniculatus,P. maniculatus,Deer mouse,Cricetidae,A,N,18,NA
HICOWS,high,2017-08-23,1,C8,NA,SPRU,NA,NA,NA,NA,NA,NA,NA,NA
HICOWS,high,2017-08-23,1,D9,NA,SPRU,NA,NA,NA,NA,NA,NA,NA,NA
HICOWS,high,2017-08-23,1,D7,NA,SPRU,NA,NA,NA,NA,NA,NA,NA,NA
HICOWS,high,2017-08-23,1,D6,NA,SPRU,NA,NA,NA,NA,NA,NA,NA,NA
HICOWS,high,2017-08-23,1,E1,NA,SPRU,NA,NA,NA,NA,NA,NA,NA,NA
HICOWS,high,2017-08-23,1,F2,485,PEMA,Peromyscus maniculatus,P. maniculatus,Deer mouse,Cricetidae,A,N,14,NA
HICOWS,high,2017-08-23,1,F5,NA,SPRU,NA,NA,NA,NA,NA,NA,NA,NA
HICOWS,high,2017-08-23,1,F3,NA,SPRU,NA,NA,NA,NA,NA,NA,NA,NA
HICOWS,high,2017-08-23,1,H8,425,PEMA,Peromyscus maniculatus,P. maniculatus,Deer mouse,Cricetidae,S,N,12,NA
HICOWS,high,2017-08-23,1,G9,407,PEMA,Peromyscus maniculatus,P. maniculatus,Deer mouse,Cricetidae,A,N,19,NA
HICOWS,high,2017-08-23,1,I5,483,PEMA,Peromyscus maniculatus,P. maniculatus,Deer mouse,Cricetidae,A,N,15,NA
HICOWS,high,2017-08-23,1,J4,860,PEMA,Peromyscus maniculatus,P. maniculatus,Deer mouse,Cricetidae,A,N,18,NA
HICOWS,high,2017-08-23,1,J5,411,PEMA,Peromyscus maniculatus,P. maniculatus,Deer mouse,Cricetidae,A,N,24,NA
HICOWS,high,2017-08-23,1,D5,NA,SPRU,NA,NA,NA,NA,NA,NA,NA,NA
HICOWS,high,2017-08-23,1,D3,NA,SPRU,NA,NA,NA,NA,NA,NA,NA,NA
HICOWS,high,2017-08-24,2,J4,121,PEMA,Peromyscus maniculatus,P. maniculatus,Deer mouse,Cricetidae,A,N,15,NA
HICOWS,high,2017-08-24,2,J5,860,PEMA,Peromyscus maniculatus,P. maniculatus,Deer mouse,Cricetidae,A,Y,19,NA
HICOWS,high,2017-08-24,2,I4,485,PEMA,Peromyscus maniculatus,P. maniculatus,Deer mouse,Cricetidae,A,Y,13,NA
HICOWS,high,2017-08-24,2,I8,407,PEMA,Peromyscus maniculatus,P. maniculatus,Deer mouse,Cricetidae,A,Y,19,NA
HICOWS,high,2017-08-24,2,J8,411,PEMA,Peromyscus maniculatus,P. maniculatus,Deer mouse,Cricetidae,A,Y,20,NA
HICOWS,high,2017-08-24,2,H5,NA,SPRU,NA,NA,NA,NA,NA,NA,NA,NA
HICOWS,high,2017-08-24,2,H8,NA,MISS,NA,NA,NA,NA,NA,NA,NA,NA
HICOWS,high,2017-08-24,2,F2,483,PEMA,Peromyscus maniculatus,P. maniculatus,Deer mouse,Cricetidae,A,Y,16,measurements good
HICOWS,high,2017-08-24,2,F8,085,PEMA,Peromyscus maniculatus,P. maniculatus,Deer mouse,Cricetidae,A,N,20,NA
HICOWS,high,2017-08-24,2,C4,102,PEMA,Peromyscus maniculatus,P. maniculatus,Deer mouse,Cricetidae,A,N,19,NA
HICOWS,high,2017-08-24,2,C5,088,PEMA,Peromyscus maniculatus,P. maniculatus,Deer mouse,Cricetidae,A,Y,17,NA
HICOWS,high,2017-08-24,2,B1,481,PEMA,Peromyscus maniculatus,P. maniculatus,Deer mouse,Cricetidae,A,N,25,NA
HICOWS,high,2017-08-24,2,B3,350,PEBO,Peromyscus boylii,P. boylii,Brush mouse,Cricetidae,A,N,22,NA
HICOWS,high,2017-08-24,2,B2,482,PEMA,Peromyscus maniculatus,P. maniculatus,Deer mouse,Cricetidae,A,N,14,NA
HICOWS,high,2017-08-25,3,J10,411,PEMA,Peromyscus maniculatus,P. maniculatus,Deer mouse,Cricetidae,A,Y,18,NA
HICOWS,high,2017-08-25,3,J5,407,PEMA,Peromyscus maniculatus,P. maniculatus,Deer mouse,Cricetidae,A,Y,16,NA
HICOWS,high,2017-08-25,3,G1,485,PEMA,Peromyscus maniculatus,P. maniculatus,Deer mouse,Cricetidae,A,Y,15,small; grey
HICOWS,high,2017-08-25,3,F1,NA,SPRU,NA,NA,NA,NA,A,Y,11,escaped; mouse
HICOWS,high,2017-08-25,3,J3,NA,MISS,NA,NA,NA,NA,NA,NA,NA,bad trap
HICOWS,high,2017-08-25,3,D4,NA,SPRU,NA,NA,NA,NA,NA,NA,NA,NA
HICOWS,high,2017-08-25,3,B3,481,PEMA,Peromyscus maniculatus,P. maniculatus,Deer mouse,Cricetidae,A,Y,25,NA
HICOWS,high,2017-08-25,3,A4,651,PEMA,Peromyscus maniculatus,P. maniculatus,Deer mouse,Cricetidae,A,N,18,part of tail cut off; possibly PEBO
HICOWS,high,2017-08-25,3,C7,102,PEMA,Peromyscus maniculatus,P. maniculatus,Deer mouse,Cricetidae,A,Y,18,NA
HICOWS,high,2017-08-25,3,C9,057,PETR,Peromyscus truei,P. truei,Pinyon mouse,Cricetidae,A,N,18,NA
HIDODD,high,2017-07-25,1,F10,NA,SPRU,NA,NA,NA,NA,NA,NA,NA,Beetles
HIDODD,high,2017-07-25,1,G10,463,NESE,Neotamias senex,N. senex,Shadow chipmunk,Sciuridae,A,N,80,very red sides
HIDODD,high,2017-07-25,1,J10,253,PEMA,Peromyscus maniculatus,P. maniculatus,Deer mouse,Cricetidae,A,N,16,NA
HIDODD,high,2017-07-25,1,I9,266,PEMA,Peromyscus maniculatus,P. maniculatus,Deer mouse,Cricetidae,S,N,13,NA
HIDODD,high,2017-07-25,1,D9,471,PEMA,Peromyscus maniculatus,P. maniculatus,Deer mouse,Cricetidae,A,N,21,NA
HIDODD,high,2017-07-25,1,C9,251,PEMA,Peromyscus maniculatus,P. maniculatus,Deer mouse,Cricetidae,A,N,26,left ear damaged; tagged right ear only (later tagged 251)
HIDODD,high,2017-07-25,1,B9,NA,SPRU,NA,NA,NA,NA,A,N,NA,escaped
HIDODD,high,2017-07-25,1,A9,461,PEMA,Peromyscus maniculatus,P. maniculatus,Deer mouse,Cricetidae,A,N,15,NA
HIDODD,high,2017-07-25,1,D8,270,PEMA,Peromyscus maniculatus,P. maniculatus,Deer mouse,Cricetidae,A,N,27,NA
HIDODD,high,2017-07-25,1,G8,271,PEMA,Peromyscus maniculatus,P. maniculatus,Deer mouse,Cricetidae,A,N,24,smooth incisors
HIDODD,high,2017-07-25,1,J8,NA,SPRU,NA,NA,NA,NA,NA,N,NA,escaped
HIDODD,high,2017-07-25,1,E7,267,PEMA,Peromyscus maniculatus,P. maniculatus,Deer mouse,Cricetidae,A,N,17,broken right front leg
HIDODD,high,2017-07-25,1,B7,KING-059,PEMA,Peromyscus maniculatus,P. maniculatus,Deer mouse,Cricetidae,A,N,NA,dead in trap
HIDODD,high,2017-07-25,1,A7,NA,MISS,NA,NA,NA,NA,NA,NA,NA,door broken
HIDODD,high,2017-07-25,1,B6,272,PEMA,Peromyscus maniculatus,P. maniculatus,Deer mouse,Cricetidae,A,N,15,NA
HIDODD,high,2017-07-25,1,F1,NA,SPRU,NA,NA,NA,NA,NA,N,NA,escaped; zipper on bag broke
HIDODD,high,2017-07-25,1,J1,356,PEMA,Peromyscus maniculatus,P. maniculatus,Deer mouse,Cricetidae,A,N,15,NA
HIDODD,high,2017-07-25,1,F2,351,PEMA,Peromyscus maniculatus,P. maniculatus,Deer mouse,Cricetidae,S,N,13,NA
HIDODD,high,2017-07-25,1,E2,145,PEMA,Peromyscus maniculatus,P. maniculatus,Deer mouse,Cricetidae,A,N,24,large
HIDODD,high,2017-07-25,1,D2,133,PEMA,Peromyscus maniculatus,P. maniculatus,Deer mouse,Cricetidae,A,N,15,NA
HIDODD,high,2017-07-25,1,C3,NA,SPRU,NA,NA,NA,NA,NA,NA,NA,NA
HIDODD,high,2017-07-25,1,J3,369,PEMA,Peromyscus maniculatus,P. maniculatus,Deer mouse,Cricetidae,A,N,22,NA
HIDODD,high,2017-07-25,1,C4,139,PEMA,Peromyscus maniculatus,P. maniculatus,Deer mouse,Cricetidae,A,N,17,very scrotal
HIDODD,high,2017-07-25,1,C5,371,PEMA,Peromyscus maniculatus,P. maniculatus,Deer mouse,Cricetidae,A,N,20,NA
HIDODD,high,2017-07-26,2,I6,NA,SPRU,NA,NA,NA,NA,NA,NA,NA,NA
HIDODD,high,2017-07-26,2,C6,272,PEMA,Peromyscus maniculatus,P. maniculatus,Deer mouse,Cricetidae,A,Y,16,NA
HIDODD,high,2017-07-26,2,G2,356,PEMA,Peromyscus maniculatus,P. maniculatus,Deer mouse,Cricetidae,A,Y,15,NA
HIDODD,high,2017-07-26,2,J3,369,PEMA,Peromyscus maniculatus,P. maniculatus,Deer mouse,Cricetidae,A,Y,17,nipples were very apparent
HIDODD,high,2017-07-26,2,B1,128,PEMA,Peromyscus maniculatus,P. maniculatus,Deer mouse,Cricetidae,A,N,25,NA
HIDODD,high,2017-07-26,2,E4,353,PEMA,Peromyscus maniculatus,P. maniculatus,Deer mouse,Cricetidae,A,N,14,NA
HIDODD,high,2017-07-26,2,D2,137,PEMA,Peromyscus maniculatus,P. maniculatus,Deer mouse,Cricetidae,A,N,16,NA
HIDODD,high,2017-07-26,2,F2,145,PEMA,Peromyscus maniculatus,P. maniculatus,Deer mouse,Cricetidae,A,Y,25,body lenth in the 90s; very pregnant
HIDODD,high,2017-07-26,2,J6,141,PEMA,Peromyscus maniculatus,P. maniculatus,Deer mouse,Cricetidae,A,N,14,NA
HIDODD,high,2017-07-26,2,E3,NA,SPRU,NA,NA,NA,NA,NA,N,21,escaped
HIDODD,high,2017-07-26,2,J1,146,PEMA,Peromyscus maniculatus,P. maniculatus,Deer mouse,Cricetidae,A,N,16,NA
HIDODD,high,2017-07-26,2,A4,375,PEMA,Peromyscus maniculatus,P. maniculatus,Deer mouse,Cricetidae,A,N,20,NA
HIDODD,high,2017-07-26,2,F1,351,PEMA,Peromyscus maniculatus,P. maniculatus,Deer mouse,Cricetidae,S,Y,12,NA
HIDODD,high,2017-07-26,2,C3,133,PEMA,Peromyscus maniculatus,P. maniculatus,Deer mouse,Cricetidae,A,Y,19,NA
HIDODD,high,2017-07-26,2,B10,NA,SPRU,NA,NA,NA,NA,NA,NA,NA,beetles
HIDODD,high,2017-07-26,2,C10,472,NESE,Neotamias senex,N. senex,Shadow chipmunk,Sciuridae,A,N,81,NA
HIDODD,high,2017-07-26,2,D10,471,PEMA,Peromyscus maniculatus,P. maniculatus,Deer mouse,Cricetidae,A,Y,22,NA
HIDODD,high,2017-07-26,2,A9,461,PEMA,Peromyscus maniculatus,P. maniculatus,Deer mouse,Cricetidae,A,Y,16,NA
HIDODD,high,2017-07-26,2,A7,NA,MISS,NA,NA,NA,NA,NA,NA,NA,NA
HIDODD,high,2017-07-26,2,A8,NA,SPRU,NA,NA,NA,NA,NA,NA,NA,beetles
HIDODD,high,2017-07-26,2,D9,270,PEMA,Peromyscus maniculatus,P. maniculatus,Deer mouse,Cricetidae,A,Y,16,NA
HIDODD,high,2017-07-26,2,E10,265,PEMA,Peromyscus maniculatus,P. maniculatus,Deer mouse,Cricetidae,A,N,17,NA
HIDODD,high,2017-07-26,2,A2,274,PEMA,Peromyscus maniculatus,P. maniculatus,Deer mouse,Cricetidae,A,N,16,NA
HIDODD,high,2017-07-26,2,G10,463,NESE,Neotamias senex,N. senex,Shadow chipmunk,Sciuridae,A,Y,71,white spot behind ears; same as yesterday
HIDODD,high,2017-07-26,2,J10,371,PEMA,Peromyscus maniculatus,P. maniculatus,Deer mouse,Cricetidae,A,Y,18,NA
HIDODD,high,2017-07-26,2,I9,469,PEMA,Peromyscus maniculatus,P. maniculatus,Deer mouse,Cricetidae,A,N,23,NA
HIDODD,high,2017-07-26,2,H9,271,PEMA,Peromyscus maniculatus,P. maniculatus,Deer mouse,Cricetidae,A,Y,22,NA
HIDODD,high,2017-07-26,2,C9,251,PEMA,Peromyscus maniculatus,P. maniculatus,Deer mouse,Cricetidae,A,Y,20,right eared mouse from 25 Jul 2017
HIDODD,high,2017-07-26,2,B8,NA,SPRU,NA,NA,NA,NA,NA,NA,NA,beetles
HIDODD,high,2017-07-26,2,C8,NA,SPRU,NA,NA,NA,NA,NA,NA,NA,NA
HIDODD,high,2017-07-26,2,D7,459,PEMA,Peromyscus maniculatus,P. maniculatus,Deer mouse,Cricetidae,S,N,12,NA
HIDODD,high,2017-07-26,2,B9,NA,SPRU,NA,NA,NA,NA,NA,NA,NA,NA
HIDODD,high,2017-07-26,2,B5,139,PEMA,Peromyscus maniculatus,P. maniculatus,Deer mouse,Cricetidae,A,Y,16,one large testicle
HIDODD,high,2017-07-26,2,A6,475,PEMA,Peromyscus maniculatus,P. maniculatus,Deer mouse,Cricetidae,A,N,16,really vocal
HIDODD,high,2017-07-27,3,B7,251,PEMA,Peromyscus maniculatus,P. maniculatus,Deer mouse,Cricetidae,A,Y,20,right tag
HIDODD,high,2017-07-27,3,A7,475,PEMA,Peromyscus maniculatus,P. maniculatus,Deer mouse,Cricetidae,A,Y,18,NA
HIDODD,high,2017-07-27,3,A8,461,PEMA,Peromyscus maniculatus,P. maniculatus,Deer mouse,Cricetidae,A,Y,18,NA
HIDODD,high,2017-07-27,3,E10,265,PEMA,Peromyscus maniculatus,P. maniculatus,Deer mouse,Cricetidae,A,Y,17,NA
HIDODD,high,2017-07-27,3,J10,NA,SPRU,NA,NA,NA,NA,A,Y,19,escaped
HIDODD,high,2017-07-27,3,I9,469,PEMA,Peromyscus maniculatus,P. maniculatus,Deer mouse,Cricetidae,A,Y,24,NA
HIDODD,high,2017-07-27,3,H9,271,PEMA,Peromyscus maniculatus,P. maniculatus,Deer mouse,Cricetidae,A,Y,19,NA
HIDODD,high,2017-07-27,3,G9,371,PEMA,Peromyscus maniculatus,P. maniculatus,Deer mouse,Cricetidae,A,Y,25,NA
HIDODD,high,2017-07-27,3,F9,259,PEMA,Peromyscus maniculatus,P. maniculatus,Deer mouse,Cricetidae,A,N,16,NA
HIDODD,high,2017-07-27,3,E9,254,NESE,Neotamias senex,N. senex,Shadow chipmunk,Sciuridae,S,N,54,have photos for coloration
HIDODD,high,2017-07-27,3,D6,267,PEMA,Peromyscus maniculatus,P. maniculatus,Deer mouse,Cricetidae,A,Y,20,NA
HIDODD,high,2017-07-27,3,C8,270,PEMA,Peromyscus maniculatus,P. maniculatus,Deer mouse,Cricetidae,A,Y,16,NA
HIDODD,high,2017-07-27,3,F8,266,PEMA,Peromyscus maniculatus,P. maniculatus,Deer mouse,Cricetidae,S,Y,14,very grey; but bicolored
HIDODD,high,2017-07-27,3,C7,272,PEMA,Peromyscus maniculatus,P. maniculatus,Deer mouse,Cricetidae,A,Y,16,NA
HIDODD,high,2017-07-27,3,I6,141,PEMA,Peromyscus maniculatus,P. maniculatus,Deer mouse,Cricetidae,A,Y,16,NA
HIDODD,high,2017-07-27,3,A3,NA,SPRU,NA,NA,NA,NA,NA,NA,NA,NA
HIDODD,high,2017-07-27,3,B4,NA,SPRU,NA,NA,NA,NA,NA,NA,NA,NA
HIDODD,high,2017-07-27,3,H6,NA,SPRU,NA,NA,NA,NA,NA,NA,NA,NA
HIDODD,high,2017-07-27,3,H5,353,PEMA,Peromyscus maniculatus,P. maniculatus,Deer mouse,Cricetidae,A,Y,16,NA
HIDODD,high,2017-07-27,3,F5,137,PEMA,Peromyscus maniculatus,P. maniculatus,Deer mouse,Cricetidae,A,Y,17,NA
HIDODD,high,2017-07-27,3,J4,472,NESE,Neotamias senex,N. senex,Shadow chipmunk,Sciuridae,A,Y,82,NA
HIDODD,high,2017-07-27,3,C5,139,PEMA,Peromyscus maniculatus,P. maniculatus,Deer mouse,Cricetidae,A,Y,18,NA
HIDODD,high,2017-07-27,3,E4,133,PEMA,Peromyscus maniculatus,P. maniculatus,Deer mouse,Cricetidae,A,Y,15,NA
HIDODD,high,2017-07-27,3,F3,136,PEBO,Peromyscus boylii,P. boylii,Brush mouse,Cricetidae,A,N,24,ears 16mm; tail tufted at end
HIDODD,high,2017-07-27,3,A4,146,PEMA,Peromyscus maniculatus,P. maniculatus,Deer mouse,Cricetidae,A,Y,16,NA
HIDODD,high,2017-07-27,3,C3,372,PEMA,Peromyscus maniculatus,P. maniculatus,Deer mouse,Cricetidae,S,N,18,very grey
HIDODD,high,2017-07-27,3,B1,NA,SPRU,NA,NA,NA,NA,NA,NA,NA,escaped
HIDODD,high,2017-07-27,3,G2,356,PEMA,Peromyscus maniculatus,P. maniculatus,Deer mouse,Cricetidae,A,Y,12,NA
HIDODD,high,2017-07-27,3,J1,369,PEMA,Peromyscus maniculatus,P. maniculatus,Deer mouse,Cricetidae,A,Y,19,NA
HIDODD,high,2017-07-27,3,F2,145,PEMA,Peromyscus maniculatus,P. maniculatus,Deer mouse,Cricetidae,A,Y,25,NA
HISHRU,high,2017-08-08,1,A10,819,NEAM,Neotamias amoenus,N. amoenus,Yellow-pine chipmunk,Sciuridae,S,N,61,white tipped hairs
HISHRU,high,2017-08-08,1,A9,NA,SPRU,NA,NA,NA,NA,NA,NA,NA,sprung by chipping sparrow
HISHRU,high,2017-08-08,1,A8,820,PEMA,Peromyscus maniculatus,P. maniculatus,Deer mouse,Cricetidae,A,N,20,NA
HISHRU,high,2017-08-08,1,A1,NA,SPRU,NA,NA,NA,NA,NA,NA,NA,sprung by juvenile flycatcher
HISHRU,high,2017-08-08,1,B1,NA,SPRU,NA,NA,NA,NA,NA,NA,NA,NA
HISHRU,high,2017-08-08,1,C2,817,PEMA,Peromyscus maniculatus,P. maniculatus,Deer mouse,Cricetidae,A,N,20,NA
HISHRU,high,2017-08-08,1,C5,186,PEMA,Peromyscus maniculatus,P. maniculatus,Deer mouse,Cricetidae,A,N,20,NA
HISHRU,high,2017-08-08,1,D6,811,PEMA,Peromyscus maniculatus,P. maniculatus,Deer mouse,Cricetidae,A,N,25,NA
HISHRU,high,2017-08-08,1,C8,038,PEMA,Peromyscus maniculatus,P. maniculatus,Deer mouse,Cricetidae,A,N,17,NA
